"dataset","split","B","nodesize","method","mse","mae","lambda","lambda_naive","leaves","n_eff","n_train"
"servo",14,100,5,"SSRF",56.440598444967,6.64975605872576,0.831505274032222,0.929137851265786,32.86,2.04681381252787,116
"servo",14,100,5,"SSRF-naive",52.2884008503912,6.21571037497436,0.831505274032222,0.929137851265786,32.86,2.04681381252787,116
"servo",14,100,5,"RF-tuned",45.5479051851959,5.20504964207905,0.831505274032222,0.929137851265786,32.86,2.04681381252787,116
"servo",14,100,5,"SSRF-tuned",47.7043465965417,5.52906252906148,0.831505274032222,0.929137851265786,32.86,2.04681381252787,116
"servo",14,100,5,"GBM",51.3935405205759,5.687666901255,0.831505274032222,0.929137851265786,32.86,2.04681381252787,116
"servo",14,100,5,"LassoRF",49.0612660574982,5.66781209503781,0.831505274032222,0.929137851265786,32.86,2.04681381252787,116
"servo",14,100,5,"LLF",39.8812885713978,4.26643204436233,0.831505274032222,0.929137851265786,32.86,2.04681381252787,116
"servo",14,500,5,"RF",58.6661717515435,6.25161625468425,0.823915067935742,0.928455045172817,32.866,2.03785734876901,116
"servo",14,500,5,"SSRF-JS",70.6854580266877,7.10151917523949,0.823915067935742,0.928455045172817,32.866,2.03785734876901,116
"servo",14,500,5,"SSRF",72.0543121396005,7.19331709786304,0.823915067935742,0.928455045172817,32.866,2.03785734876901,116
"servo",14,500,5,"SSRF-naive",63.9005051954933,6.6738557095989,0.823915067935742,0.928455045172817,32.866,2.03785734876901,116
"servo",14,500,5,"RF-tuned",47.4077907800131,5.37024581355464,0.823915067935742,0.928455045172817,32.866,2.03785734876901,116
"servo",14,500,5,"SSRF-tuned",53.4149065100779,5.96345766265617,0.823915067935742,0.928455045172817,32.866,2.03785734876901,116
"servo",14,500,5,"GBM",40.7395984841151,4.26787570235754,0.823915067935742,0.928455045172817,32.866,2.03785734876901,116
"servo",14,500,5,"LassoRF",52.3342446125774,5.86699164058057,0.823915067935742,0.928455045172817,32.866,2.03785734876901,116
"servo",14,500,5,"LLF",34.2003105974975,3.72074151018368,0.823915067935742,0.928455045172817,32.866,2.03785734876901,116
"servo",15,5,5,"RF",61.7852448823974,6.03230625583567,0.851162466205538,0.936309563817091,34.8,1.95853745082954,116
"servo",15,5,5,"SSRF-JS",72.5470122363859,6.84130910960065,0.851162466205538,0.936309563817091,34.8,1.95853745082954,116
"servo",15,5,5,"SSRF",73.967273594847,6.9470946452433,0.851162466205538,0.936309563817091,34.8,1.95853745082954,116
"servo",15,5,5,"SSRF-naive",66.9637495701109,6.45092884148151,0.851162466205538,0.936309563817091,34.8,1.95853745082954,116
"servo",15,10,5,"RF",72.3752351431859,7.62115195454296,0.834620012817795,0.92906058913188,33.9,2.00934032133611,116
"servo",15,10,5,"SSRF-JS",75.0498375028226,7.84643091193338,0.834620012817795,0.92906058913188,33.9,2.00934032133611,116
"servo",15,10,5,"SSRF",74.1764713827966,7.83627121205735,0.834620012817795,0.92906058913188,33.9,2.00934032133611,116
"servo",15,10,5,"SSRF-naive",72.6251141941354,7.67280769961279,0.834620012817795,0.92906058913188,33.9,2.00934032133611,116
"servo",15,25,5,"RF",59.1985565690965,5.9714443443267,0.87366062016962,0.944975887380007,32.48,2.0878075505469,116
"servo",15,25,5,"SSRF-JS",62.9706096401727,6.50964945766501,0.87366062016962,0.944975887380007,32.48,2.0878075505469,116
"servo",15,25,5,"SSRF",63.0922491228235,6.54540655114805,0.87366062016962,0.944975887380007,32.48,2.0878075505469,116
"servo",15,25,5,"SSRF-naive",60.8213760475309,6.22999304815714,0.87366062016962,0.944975887380007,32.48,2.0878075505469,116
"servo",15,25,5,"RF-tuned",63.3060703591461,5.94254777466542,0.87366062016962,0.944975887380007,32.48,2.0878075505469,116
"servo",15,25,5,"SSRF-tuned",63.4088006103817,6.5396666090296,0.87366062016962,0.944975887380007,32.48,2.0878075505469,116
"servo",15,25,5,"GBM",37.9089841223675,4.31107410617631,0.87366062016962,0.944975887380007,32.48,2.0878075505469,116
"servo",15,25,5,"LassoRF",61.7519919731,6.01608626302571,0.87366062016962,0.944975887380007,32.48,2.0878075505469,116
"servo",15,25,5,"LLF",61.903062596602,5.98663161878213,0.87366062016962,0.944975887380007,32.48,2.0878075505469,116
"servo",15,100,5,"RF",57.6630563851495,6.50732407669813,0.813793474271471,0.92299145995197,32.35,2.06586101573679,116
"servo",15,100,5,"SSRF-JS",73.6343083358627,7.55652521339558,0.813793474271471,0.92299145995197,32.35,2.06586101573679,116
"servo",15,100,5,"SSRF",74.7571484217175,7.64559359977289,0.813793474271471,0.92299145995197,32.35,2.06586101573679,116
"servo",15,100,5,"SSRF-naive",64.8141883221585,7.02739984034262,0.813793474271471,0.92299145995197,32.35,2.06586101573679,116
"servo",15,100,5,"RF-tuned",40.8721768352751,5.12392600373483,0.813793474271471,0.92299145995197,32.35,2.06586101573679,116
"servo",15,100,5,"SSRF-tuned",46.3790211349273,5.64117417061817,0.813793474271471,0.92299145995197,32.35,2.06586101573679,116
"servo",15,100,5,"GBM",26.9485994169323,4.04289450773652,0.813793474271471,0.92299145995197,32.35,2.06586101573679,116
"servo",15,100,5,"LassoRF",50.0773029030801,5.99685075201548,0.813793474271471,0.92299145995197,32.35,2.06586101573679,116
"servo",15,100,5,"LLF",19.8660924858554,3.17022261275354,0.813793474271471,0.92299145995197,32.35,2.06586101573679,116
"servo",15,500,5,"RF",51.7279680960777,5.70702821365346,0.831118278077769,0.929670031404086,32.494,2.06551927195485,116
"servo",15,500,5,"SSRF-JS",61.8194057527646,6.54211542001397,0.831118278077769,0.929670031404086,32.494,2.06551927195485,116
"servo",15,500,5,"SSRF",63.1037176813361,6.66136033338462,0.831118278077769,0.929670031404086,32.494,2.06551927195485,116
"servo",15,500,5,"SSRF-naive",56.4418848851504,6.14132492984036,0.831118278077769,0.929670031404086,32.494,2.06551927195485,116
"servo",15,500,5,"RF-tuned",45.6089102814763,4.81451316319846,0.831118278077769,0.929670031404086,32.494,2.06551927195485,116
"servo",15,500,5,"SSRF-tuned",49.6316493511122,5.44788282049916,0.831118278077769,0.929670031404086,32.494,2.06551927195485,116
"servo",15,500,5,"GBM",29.6785065018554,3.68398683447352,0.831118278077769,0.929670031404086,32.494,2.06551927195485,116
"servo",15,500,5,"LassoRF",48.5650323225729,5.43591296816716,0.831118278077769,0.929670031404086,32.494,2.06551927195485,116
"servo",15,500,5,"LLF",35.1712304848441,4.188322951636,0.831118278077769,0.929670031404086,32.494,2.06551927195485,116
"servo",16,5,5,"RF",69.319655569169,6.56775814599344,0.776468193635495,0.90563878249201,33.6,2.0275542362325,116
"servo",16,5,5,"SSRF-JS",76.0716472698252,7.34481095324653,0.776468193635495,0.90563878249201,33.6,2.0275542362325,116
"servo",16,5,5,"SSRF",76.8410608543284,7.44696268919186,0.776468193635495,0.90563878249201,33.6,2.0275542362325,116
"servo",16,5,5,"SSRF-naive",72.5333103025325,6.97266700183088,0.776468193635495,0.90563878249201,33.6,2.0275542362325,116
"servo",16,10,5,"RF",56.2914125482195,6.22389907478143,0.873678798328789,0.947059415384679,34,1.98177893597462,116
"servo",16,10,5,"SSRF-JS",60.5191106948902,6.61977357333001,0.873678798328789,0.947059415384679,34,1.98177893597462,116
"servo",16,10,5,"SSRF",61.8677309405818,6.72137891130534,0.873678798328789,0.947059415384679,34,1.98177893597462,116
"servo",16,10,5,"SSRF-naive",58.8426211731773,6.45135182867049,0.873678798328789,0.947059415384679,34,1.98177893597462,116
"servo",16,25,5,"RF",50.2578837843258,6.23028280892368,0.816132280660858,0.923834943141676,33.72,2.02575966220814,116
"servo",16,25,5,"SSRF-JS",67.9294209638833,7.37251380012762,0.816132280660858,0.923834943141676,33.72,2.02575966220814,116
"servo",16,25,5,"SSRF",71.1402234075773,7.56948168366585,0.816132280660858,0.923834943141676,33.72,2.02575966220814,116
"servo",16,25,5,"SSRF-naive",58.1637463295493,6.77677038267883,0.816132280660858,0.923834943141676,33.72,2.02575966220814,116
"servo",16,25,5,"RF-tuned",49.1579536553288,5.62919514472456,0.816132280660858,0.923834943141676,33.72,2.02575966220814,116
"servo",16,25,5,"SSRF-tuned",61.5974674471888,6.84171828798103,0.816132280660858,0.923834943141676,33.72,2.02575966220814,116
"servo",16,25,5,"GBM",29.7665349150346,4.24882629311619,0.816132280660858,0.923834943141676,33.72,2.02575966220814,116
"servo",16,25,5,"LassoRF",58.9439011037353,6.79494320803609,0.816132280660858,0.923834943141676,33.72,2.02575966220814,116
"servo",16,25,5,"LLF",36.4437477693954,3.95619051500954,0.816132280660858,0.923834943141676,33.72,2.02575966220814,116
"servo",16,100,5,"RF",50.9025417392399,6.06078764184041,0.803968676999726,0.919269669597654,32.98,2.03597130396748,116
"servo",16,100,5,"SSRF-JS",63.9849722026652,7.06375322527883,0.803968676999726,0.919269669597654,32.98,2.03597130396748,116
"servo",16,100,5,"SSRF",65.5999074370462,7.17487306690904,0.803968676999726,0.919269669597654,32.98,2.03597130396748,116
"servo",16,100,5,"SSRF-naive",56.7658358677491,6.56909114994614,0.803968676999726,0.919269669597654,32.98,2.03597130396748,116
"servo",16,100,5,"RF-tuned",36.8705357879352,5.03867821720763,0.803968676999726,0.919269669597654,32.98,2.03597130396748,116
"servo",16,100,5,"SSRF-tuned",39.3985672079383,5.35340755419121,0.803968676999726,0.919269669597654,32.98,2.03597130396748,116
"servo",16,100,5,"GBM",34.5261726462866,4.30070928996351,0.803968676999726,0.919269669597654,32.98,2.03597130396748,116
"servo",16,100,5,"LassoRF",42.8982963617358,5.41179869928294,0.803968676999726,0.919269669597654,32.98,2.03597130396748,116
"servo",16,100,5,"LLF",21.9536966381226,3.62017080494953,0.803968676999726,0.919269669597654,32.98,2.03597130396748,116
"servo",16,500,5,"RF",93.0750881442953,8.25679392412903,0.798797201303474,0.918744926458416,32.654,2.05932344014872,116
"servo",16,500,5,"SSRF-JS",106.188387523752,9.08131846520702,0.798797201303474,0.918744926458416,32.654,2.05932344014872,116
"servo",16,500,5,"SSRF",107.696760071212,9.15653099870369,0.798797201303474,0.918744926458416,32.654,2.05932344014872,116
"servo",16,500,5,"SSRF-naive",99.0440877059219,8.64653570464269,0.798797201303474,0.918744926458416,32.654,2.05932344014872,116
"servo",16,500,5,"RF-tuned",68.1303069852868,6.70305134223076,0.798797201303474,0.918744926458416,32.654,2.05932344014872,116
"servo",16,500,5,"SSRF-tuned",79.3634652997995,7.67483734501495,0.798797201303474,0.918744926458416,32.654,2.05932344014872,116
"servo",16,500,5,"GBM",46.2064220209713,4.85693136749419,0.798797201303474,0.918744926458416,32.654,2.05932344014872,116
"servo",16,500,5,"LassoRF",84.8754866710326,7.91405893494595,0.798797201303474,0.918744926458416,32.654,2.05932344014872,116
"servo",16,500,5,"LLF",39.1796097092237,4.55040387675769,0.798797201303474,0.918744926458416,32.654,2.05932344014872,116
"servo",17,5,5,"RF",72.7114856482262,6.6019473445944,0.863597363802253,0.942505611212385,34.6,1.92950998527333,116
"servo",17,5,5,"SSRF-JS",73.913744137239,6.89626161345403,0.863597363802253,0.942505611212385,34.6,1.92950998527333,116
"servo",17,5,5,"SSRF",73.7544675477457,6.9027081894994,0.863597363802253,0.942505611212385,34.6,1.92950998527333,116
"servo",17,5,5,"SSRF-naive",72.2136514109799,6.67551256473936,0.863597363802253,0.942505611212385,34.6,1.92950998527333,116
"servo",17,10,5,"RF",81.5555202120842,7.52788153538927,0.793197457367849,0.913606268827862,32.3,2.09048180768912,116
"servo",17,10,5,"SSRF-JS",93.3653789658248,8.32981314962387,0.793197457367849,0.913606268827862,32.3,2.09048180768912,116
"servo",17,10,5,"SSRF",94.5033443402647,8.41369846544916,0.793197457367849,0.913606268827862,32.3,2.09048180768912,116
"servo",17,10,5,"SSRF-naive",86.2721859075464,7.90074379482289,0.793197457367849,0.913606268827862,32.3,2.09048180768912,116
"servo",17,25,5,"RF",65.2546931612529,6.41279957924941,0.799648217118704,0.919384815007552,32.96,2.04505959587761,116
"servo",17,25,5,"SSRF-JS",73.8227165784577,7.2687297587819,0.799648217118704,0.919384815007552,32.96,2.04505959587761,116
"servo",17,25,5,"SSRF",75.1470804470372,7.35022068359878,0.799648217118704,0.919384815007552,32.96,2.04505959587761,116
"servo",17,25,5,"SSRF-naive",69.121699766414,6.84775288785691,0.799648217118704,0.919384815007552,32.96,2.04505959587761,116
"servo",17,25,5,"RF-tuned",52.4413168849318,5.59890849673203,0.799648217118704,0.919384815007552,32.96,2.04505959587761,116
"servo",17,25,5,"SSRF-tuned",49.2711460729218,5.63669780440955,0.799648217118704,0.919384815007552,32.96,2.04505959587761,116
"servo",17,25,5,"GBM",94.4485313031745,7.73660554824005,0.799648217118704,0.919384815007552,32.96,2.04505959587761,116
"servo",17,25,5,"LassoRF",51.6168229371064,5.67119218689807,0.799648217118704,0.919384815007552,32.96,2.04505959587761,116
"servo",17,25,5,"LLF",33.2675747671187,4.22155574855889,0.799648217118704,0.919384815007552,32.96,2.04505959587761,116
"servo",17,100,5,"RF",46.347552799788,5.66500107616976,0.825060952394678,0.927570568093935,32.78,2.062186168264,116
"servo",17,100,5,"SSRF-JS",57.4884832112214,6.50188038163167,0.825060952394678,0.927570568093935,32.78,2.062186168264,116
"servo",17,100,5,"SSRF",58.6546514566761,6.60369265434575,0.825060952394678,0.927570568093935,32.78,2.062186168264,116
"servo",17,100,5,"SSRF-naive",51.0032966946916,6.04071502418749,0.825060952394678,0.927570568093935,32.78,2.062186168264,116
"servo",17,100,5,"RF-tuned",31.5421490859779,4.55927349828821,0.825060952394678,0.927570568093935,32.78,2.062186168264,116
"servo",17,100,5,"SSRF-tuned",37.6698045773165,5.27964245852354,0.825060952394678,0.927570568093935,32.78,2.062186168264,116
"servo",17,100,5,"GBM",25.1008728861946,3.77610958019405,0.825060952394678,0.927570568093935,32.78,2.062186168264,116
"servo",17,100,5,"LassoRF",37.3907230461437,5.19500365684654,0.825060952394678,0.927570568093935,32.78,2.062186168264,116
"servo",17,100,5,"LLF",27.2932367833729,3.87652894711985,0.825060952394678,0.927570568093935,32.78,2.062186168264,116
"servo",17,500,5,"RF",60.5935617282322,6.26371542660627,0.83083072977486,0.928849542078263,32.512,2.06932085257986,116
"servo",17,500,5,"SSRF-JS",68.0582246263633,6.93908540704258,0.83083072977486,0.928849542078263,32.512,2.06932085257986,116
"servo",17,500,5,"SSRF",69.1402410377986,7.03333690544152,0.83083072977486,0.928849542078263,32.512,2.06932085257986,116
"servo",17,500,5,"SSRF-naive",64.1148204840078,6.6145691228349,0.83083072977486,0.928849542078263,32.512,2.06932085257986,116
"servo",17,500,5,"RF-tuned",50.0359410457658,5.54059321843734,0.83083072977486,0.928849542078263,32.512,2.06932085257986,116
"servo",17,500,5,"SSRF-tuned",54.3185216149269,6.0113954516406,0.83083072977486,0.928849542078263,32.512,2.06932085257986,116
"servo",17,500,5,"GBM",56.9955554280179,6.24196981033914,0.83083072977486,0.928849542078263,32.512,2.06932085257986,116
"servo",17,500,5,"LassoRF",55.3428220660334,5.97672669404582,0.83083072977486,0.928849542078263,32.512,2.06932085257986,116
"servo",17,500,5,"LLF",32.4459077402962,4.37238178368146,0.83083072977486,0.928849542078263,32.512,2.06932085257986,116
"servo",18,5,5,"RF",92.4857426566923,7.55812480547775,0.751097588707475,0.893045372271815,32.2,2.03860950182509,116
"servo",18,5,5,"SSRF-JS",103.038842357822,8.5415353753588,0.751097588707475,0.893045372271815,32.2,2.03860950182509,116
"servo",18,5,5,"SSRF",104.8655474333,8.65272521904626,0.751097588707475,0.893045372271815,32.2,2.03860950182509,116
"servo",18,5,5,"SSRF-naive",97.1642986883683,8.03056417175052,0.751097588707475,0.893045372271815,32.2,2.03860950182509,116
"servo",18,10,5,"RF",56.3510641029483,6.28472935817226,0.861791522574829,0.941138551138353,32,2.11137643605678,116
"servo",18,10,5,"SSRF-JS",64.5930579948496,6.78594330758149,0.861791522574829,0.941138551138353,32,2.11137643605678,116
"servo",18,10,5,"SSRF",67.0371109268002,6.95285863729535,0.861791522574829,0.941138551138353,32,2.11137643605678,116
"servo",18,10,5,"SSRF-naive",61.3393868928648,6.61228006512346,0.861791522574829,0.941138551138353,32,2.11137643605678,116
"servo",18,25,5,"RF",61.8490949308385,6.41127683565145,0.840144558379557,0.937746576735992,33.8,1.96803510810998,116
"servo",18,25,5,"SSRF-JS",69.2533842742113,7.14268697304662,0.840144558379557,0.937746576735992,33.8,1.96803510810998,116
"servo",18,25,5,"SSRF",70.3043418651431,7.21233848369775,0.840144558379557,0.937746576735992,33.8,1.96803510810998,116
"servo",18,25,5,"SSRF-naive",65.2517137690586,6.75915214112623,0.840144558379557,0.937746576735992,33.8,1.96803510810998,116
"servo",18,25,5,"RF-tuned",50.1219047872828,5.57659228135699,0.840144558379557,0.937746576735992,33.8,1.96803510810998,116
"servo",18,25,5,"SSRF-tuned",57.6974286026062,6.15188316527809,0.840144558379557,0.937746576735992,33.8,1.96803510810998,116
"servo",18,25,5,"GBM",42.4744150817017,4.85758924883944,0.840144558379557,0.937746576735992,33.8,1.96803510810998,116
"servo",18,25,5,"LassoRF",62.6687628537725,6.3715814679148,0.840144558379557,0.937746576735992,33.8,1.96803510810998,116
"servo",18,25,5,"LLF",30.7755271730378,3.92776650168227,0.840144558379557,0.937746576735992,33.8,1.96803510810998,116
"servo",18,100,5,"RF",56.7919430352693,6.38068203763327,0.785693132771066,0.912245689925536,33.07,2.06220775456016,116
"servo",18,100,5,"SSRF-JS",70.3269426637042,7.34316384933677,0.785693132771066,0.912245689925536,33.07,2.06220775456016,116
"servo",18,100,5,"SSRF",72.722660310405,7.48938263037787,0.785693132771066,0.912245689925536,33.07,2.06220775456016,116
"servo",18,100,5,"SSRF-naive",63.164339921007,6.89679335523078,0.785693132771066,0.912245689925536,33.07,2.06220775456016,116
"servo",18,100,5,"RF-tuned",39.2661054285474,5.38238266417678,0.785693132771066,0.912245689925536,33.07,2.06220775456016,116
"servo",18,100,5,"SSRF-tuned",39.1895903609032,5.46993827739516,0.785693132771066,0.912245689925536,33.07,2.06220775456016,116
"servo",18,100,5,"GBM",21.027606968913,3.64554445531567,0.785693132771066,0.912245689925536,33.07,2.06220775456016,116
