experiment,dgp,n,p,B,min_leaf,rep,rule,mean_abs_C,mean_bound,rel_C,s_lambda,identity_err,mse_true,mse_common
heterogeneity,dgp1,300,10,10,5,7,EB,0.02085798649093128,0.06795718484128092,0.05065388640788701,0.08368847186670303,6.661338147750939e-16,0.17358591728131392,0.1789931784219292
heterogeneity,dgp1,300,10,10,5,7,JS,0.014185468850267623,0.0497641139625854,0.03444959215485586,0.060897524199935084,6.661338147750939e-16,0.17735107585419183,0.17958039753457467
heterogeneity,dgp1,300,10,10,5,8,EB,0.015748530039175902,0.059931964862303615,0.04129805242860553,0.08084661495933361,4.440892098500626e-16,0.1162039477736631,0.11589541431644194
heterogeneity,dgp1,300,10,10,5,8,JS,0.009687257036547785,0.035452697443462064,0.025403313705439842,0.04788421893206115,4.440892098500626e-16,0.11774557347636021,0.11689934397523692
heterogeneity,dgp1,300,10,10,5,9,EB,0.01648616559201215,0.05638994354385717,0.041900548573876616,0.06852287178081676,4.440892098500626e-16,0.12359773483830987,0.12455154368748388
heterogeneity,dgp1,300,10,10,5,9,JS,0.00873916266617462,0.03326315075012511,0.02221109012555822,0.04068265437783568,3.3306690738754696e-16,0.1266261787320263,0.12551563636006297
heterogeneity,dgp1,300,10,10,5,10,EB,0.010955390892914113,0.042786574285246064,0.030212326474102148,0.05702096503862506,4.440892098500626e-16,0.12097947622088935,0.12179714856547255
heterogeneity,dgp1,300,10,10,5,10,JS,0.006156746139152089,0.023686484472317318,0.016978821312030122,0.03159172840910783,6.661338147750939e-16,0.12273447646265286,0.12236107134635003
heterogeneity,dgp1,300,10,10,5,11,EB,0.015131324648512374,0.05163426764023499,0.03813800402999528,0.06274819369458733,4.440892098500626e-16,0.10971875667207955,0.11218556466148001
heterogeneity,dgp1,300,10,10,5,11,JS,0.005523122465045183,0.020661717974971086,0.013920847759403516,0.025217063551926933,3.3306690738754696e-16,0.11364810616758803,0.11324662909022358
