experiment,dgp,n,p,B,min_leaf,rep,method,mse,mse_true
equivalence,dgp1,600,10,50,5,13,RF,1.3801848410476139,0.08102993871852457
equivalence,dgp1,600,10,50,5,13,SSRF-JS,1.3671326027860304,0.06390661626461856
equivalence,dgp1,600,10,60,5,13,RF,1.381804201087997,0.08062664030786672
equivalence,dgp1,600,10,60,5,13,SSRF-JS,1.368249578682146,0.06334722009891963
equivalence,dgp1,600,10,100,5,13,RF,1.3808011131956588,0.07946487327217461
equivalence,dgp1,600,10,100,5,13,SSRF-JS,1.367128212476767,0.061904855097460916
equivalence,dgp1,600,10,150,5,13,RF,1.380174999804672,0.07695720130282685
equivalence,dgp1,600,10,150,5,13,SSRF-JS,1.3668922769941814,0.060048490676531854
equivalence,dgp1,600,10,250,5,13,RF,1.3741573049253746,0.0728999972148334
equivalence,dgp1,600,10,250,5,13,SSRF-JS,1.3629787727583855,0.05776820849415471
equivalence,dgp1,600,10,400,5,13,RF,1.3730846125152438,0.072130708654171
equivalence,dgp1,600,10,400,5,13,SSRF-JS,1.3624064821032276,0.05745737034886063
equivalence,dgp1,600,10,600,5,13,RF,1.3709296493887209,0.0713735582334643
equivalence,dgp1,600,10,600,5,13,SSRF-JS,1.361123429012443,0.057281074306636245
equivalence,dgp1,600,10,5,5,14,RF,1.2299933890364272,0.18559896156985564
equivalence,dgp1,600,10,5,5,14,SSRF-JS,1.166971279564124,0.1303031278204661
equivalence,dgp1,600,10,10,5,14,RF,1.1713118246654612,0.1283474133880475
equivalence,dgp1,600,10,10,5,14,SSRF-JS,1.1258332574304446,0.08986159960811191
equivalence,dgp1,600,10,15,5,14,RF,1.149601234277345,0.10739741682061524
equivalence,dgp1,600,10,15,5,14,SSRF-JS,1.110897502712273,0.07534764938136859
equivalence,dgp1,600,10,25,5,14,RF,1.1248214275530235,0.08659857446805044
equivalence,dgp1,600,10,25,5,14,SSRF-JS,1.0931922899552302,0.06113327842154074
equivalence,dgp1,600,10,40,5,14,RF,1.107967553860835,0.07875441210368306
equivalence,dgp1,600,10,40,5,14,SSRF-JS,1.0786026008061784,0.05397803622672067
equivalence,dgp1,600,10,50,5,14,RF,1.1026245828633936,0.07381206801550709
equivalence,dgp1,600,10,50,5,14,SSRF-JS,1.075120732131056,0.050801942989075914
equivalence,dgp1,600,10,60,5,14,RF,1.0972403203930132,0.07096962987373462
equivalence,dgp1,600,10,60,5,14,SSRF-JS,1.071745718178819,0.049489302249189675
equivalence,dgp1,600,10,100,5,14,RF,1.0986725762567784,0.06952890994288981
equivalence,dgp1,600,10,100,5,14,SSRF-JS,1.072203772329471,0.04751586918755449
equivalence,dgp1,600,10,150,5,14,RF,1.0925317231827156,0.06489860261464976
equivalence,dgp1,600,10,150,5,14,SSRF-JS,1.068526586209936,0.045019034412560485
equivalence,dgp1,600,10,250,5,14,RF,1.0906378122296312,0.06243379247888911
equivalence,dgp1,600,10,250,5,14,SSRF-JS,1.0680896269298663,0.04412857134128225
equivalence,dgp1,600,10,400,5,14,RF,1.0894881208613454,0.0605449237470975
equivalence,dgp1,600,10,400,5,14,SSRF-JS,1.0675964024855011,0.04305166930498156
equivalence,dgp1,600,10,600,5,14,RF,1.0896143946270658,0.060441210742668866
equivalence,dgp1,600,10,600,5,14,SSRF-JS,1.0677789540904856,0.043064454143591245
equivalence,dgp1,600,10,5,5,15,RF,1.4305567910147434,0.21095893598910334
equivalence,dgp1,600,10,5,5,15,SSRF-JS,1.3752326194838964,0.14762973861804646
equivalence,dgp1,600,10,10,5,15,RF,1.335854580316565,0.1369939322414686
equivalence,dgp1,600,10,10,5,15,SSRF-JS,1.3199905690032725,0.10826344760460496
equivalence,dgp1,600,10,15,5,15,RF,1.3222029356861125,0.12165968550869109
equivalence,dgp1,600,10,15,5,15,SSRF-JS,1.313507274889335,0.10096733117438313
equivalence,dgp1,600,10,25,5,15,RF,1.3217318402356046,0.09617450861705576
equivalence,dgp1,600,10,25,5,15,SSRF-JS,1.3169192011297517,0.08512250363073899
equivalence,dgp1,600,10,40,5,15,RF,1.3108585555111,0.08967256079344328
equivalence,dgp1,600,10,40,5,15,SSRF-JS,1.310146716785221,0.08153787388094906
equivalence,dgp1,600,10,50,5,15,RF,1.3026289381509228,0.08413247844370796
equivalence,dgp1,600,10,50,5,15,SSRF-JS,1.3057416601974676,0.0792334713408861
equivalence,dgp1,600,10,60,5,15,RF,1.302828090299201,0.08255027461292878
equivalence,dgp1,600,10,60,5,15,SSRF-JS,1.3067726014853278,0.0790543372680462
equivalence,dgp1,600,10,100,5,15,RF,1.2994215102819073,0.0780568699034883
equivalence,dgp1,600,10,100,5,15,SSRF-JS,1.3036307006970422,0.07491586596941507
equivalence,dgp1,600,10,150,5,15,RF,1.297160147817939,0.07519234760218961
equivalence,dgp1,600,10,150,5,15,SSRF-JS,1.3023748545170737,0.07319483942250628
equivalence,dgp1,600,10,250,5,15,RF,1.2958423807003894,0.07196458007045095
equivalence,dgp1,600,10,250,5,15,SSRF-JS,1.3015188424242063,0.07069011634550341
equivalence,dgp1,600,10,400,5,15,RF,1.2954401062571081,0.07063466052067006
equivalence,dgp1,600,10,400,5,15,SSRF-JS,1.301741818752629,0.07014364525571605
equivalence,dgp1,600,10,600,5,15,RF,1.2961483625734627,0.07004965107591034
equivalence,dgp1,600,10,600,5,15,SSRF-JS,1.3023079972109501,0.06967301278138588
equivalence,dgp1,600,10,5,5,16,RF,1.3624499663223504,0.18807131681662032
equivalence,dgp1,600,10,5,5,16,SSRF-JS,1.3101422220165153,0.14100351746378545
equivalence,dgp1,600,10,10,5,16,RF,1.30170403970698,0.13441726078053692
equivalence,dgp1,600,10,10,5,16,SSRF-JS,1.2695165241561663,0.10623417140188125
equivalence,dgp1,600,10,15,5,16,RF,1.2832639538454893,0.11193694911434943
equivalence,dgp1,600,10,15,5,16,SSRF-JS,1.257575510190504,0.09100312729359686
equivalence,dgp1,600,10,25,5,16,RF,1.269613982356185,0.09585035232859046
equivalence,dgp1,600,10,25,5,16,SSRF-JS,1.247009433097051,0.07818063525924099
equivalence,dgp1,600,10,40,5,16,RF,1.261693593601654,0.08477503641781692
equivalence,dgp1,600,10,40,5,16,SSRF-JS,1.2424521197064404,0.07107676068657007
equivalence,dgp1,600,10,50,5,16,RF,1.262819212430002,0.08100262353118702
equivalence,dgp1,600,10,50,5,16,SSRF-JS,1.2445215634745477,0.06938852671196735
equivalence,dgp1,600,10,60,5,16,RF,1.2631485971191159,0.07981710819572269
equivalence,dgp1,600,10,60,5,16,SSRF-JS,1.245635494458849,0.06918967792671113
equivalence,dgp1,600,10,100,5,16,RF,1.2620924296771,0.07709853114524111
equivalence,dgp1,600,10,100,5,16,SSRF-JS,1.2459695786809626,0.06806308067638253
equivalence,dgp1,600,10,150,5,16,RF,1.263061265183851,0.07526789396066082
equivalence,dgp1,600,10,150,5,16,SSRF-JS,1.2474952037004796,0.06733601795549485
equivalence,dgp1,600,10,250,5,16,RF,1.2583731010276913,0.0727716780711703
equivalence,dgp1,600,10,250,5,16,SSRF-JS,1.2440763737628886,0.0657179526242347
equivalence,dgp1,600,10,400,5,16,RF,1.2587051360974044,0.07133670219517706
equivalence,dgp1,600,10,400,5,16,SSRF-JS,1.2442264577920512,0.06449450523135213
equivalence,dgp1,600,10,600,5,16,RF,1.256712447036218,0.0690720018183376
equivalence,dgp1,600,10,600,5,16,SSRF-JS,1.2426684781578765,0.06272765592728531
equivalence,dgp1,600,10,5,5,17,RF,1.5164000517758083,0.20398080725898748
equivalence,dgp1,600,10,5,5,17,SSRF-JS,1.460661940543586,0.14639489971277272
equivalence,dgp1,600,10,10,5,17,RF,1.445305218118817,0.13041253037058168
equivalence,dgp1,600,10,10,5,17,SSRF-JS,1.4128187513391497,0.0966256313932606
equivalence,dgp1,600,10,15,5,17,RF,1.4232307108816833,0.11519925828038124
equivalence,dgp1,600,10,15,5,17,SSRF-JS,1.3988958161361122,0.08826200833499505
equivalence,dgp1,600,10,25,5,17,RF,1.4023756886667174,0.09434101452220277
equivalence,dgp1,600,10,25,5,17,SSRF-JS,1.3842283195222833,0.07357836804617889
equivalence,dgp1,600,10,40,5,17,RF,1.395997181737191,0.08858061484438436
equivalence,dgp1,600,10,40,5,17,SSRF-JS,1.3790901081247249,0.06896732774058748
equivalence,dgp1,600,10,50,5,17,RF,1.3923158164024008,0.08615956723319448
equivalence,dgp1,600,10,50,5,17,SSRF-JS,1.3761262864649695,0.06700104556660945
equivalence,dgp1,600,10,60,5,17,RF,1.3888891487646293,0.08215577861411119
equivalence,dgp1,600,10,60,5,17,SSRF-JS,1.3741385271508197,0.06442815624468268
equivalence,dgp1,600,10,100,5,17,RF,1.3837666037189853,0.0781603437504694
equivalence,dgp1,600,10,100,5,17,SSRF-JS,1.3699171453440773,0.06121877168684201
equivalence,dgp1,600,10,150,5,17,RF,1.3793864089004935,0.07658712312285218
equivalence,dgp1,600,10,150,5,17,SSRF-JS,1.3664648228994603,0.06011666796121286
equivalence,dgp1,600,10,250,5,17,RF,1.3815909946348999,0.07617100548876851
equivalence,dgp1,600,10,250,5,17,SSRF-JS,1.3687778021197463,0.06026293909019895
equivalence,dgp1,600,10,400,5,17,RF,1.3804844290971463,0.07287335616050553
equivalence,dgp1,600,10,400,5,17,SSRF-JS,1.3682670364822291,0.05790083316638559
equivalence,dgp1,600,10,600,5,17,RF,1.3809847980075316,0.07201292385524505
equivalence,dgp1,600,10,600,5,17,SSRF-JS,1.3686382695857817,0.057202748941130116
equivalence,dgp1,600,10,5,5,18,RF,1.3811090446516054,0.2173233323969664
equivalence,dgp1,600,10,5,5,18,SSRF-JS,1.317721699796121,0.15547809117281633
equivalence,dgp1,600,10,10,5,18,RF,1.3129400212777462,0.1390211918144465
equivalence,dgp1,600,10,10,5,18,SSRF-JS,1.269763801461526,0.09877317985631803
equivalence,dgp1,600,10,15,5,18,RF,1.292022051618916,0.11435525041441054
equivalence,dgp1,600,10,15,5,18,SSRF-JS,1.2570255615218793,0.08308631766647645
equivalence,dgp1,600,10,25,5,18,RF,1.2783476913811946,0.09768493228337746
equivalence,dgp1,600,10,25,5,18,SSRF-JS,1.251224113785388,0.07514492517340615
equivalence,dgp1,600,10,40,5,18,RF,1.2681270559347482,0.0854672154246728
equivalence,dgp1,600,10,40,5,18,SSRF-JS,1.2441116924839397,0.06639565569467094
equivalence,dgp1,600,10,50,5,18,RF,1.263026444757099,0.08275860281206016
equivalence,dgp1,600,10,50,5,18,SSRF-JS,1.2403907686681814,0.0645017788978333
equivalence,dgp1,600,10,60,5,18,RF,1.266118879987774,0.08170858075730617
equivalence,dgp1,600,10,60,5,18,SSRF-JS,1.242366643794841,0.06322307372677494
equivalence,dgp1,600,10,100,5,18,RF,1.2594011912810514,0.07727682386198001
equivalence,dgp1,600,10,100,5,18,SSRF-JS,1.2380576571136326,0.06077191466943259
equivalence,dgp1,600,10,150,5,18,RF,1.2570967328395755,0.07238811169375402
equivalence,dgp1,600,10,150,5,18,SSRF-JS,1.2370626791411858,0.05788379286493254
equivalence,dgp1,600,10,250,5,18,RF,1.2490104209032713,0.06808027913398544
equivalence,dgp1,600,10,250,5,18,SSRF-JS,1.2316465616702272,0.055505060371269774
equivalence,dgp1,600,10,400,5,18,RF,1.2498314227181229,0.06752617920896255
equivalence,dgp1,600,10,400,5,18,SSRF-JS,1.2321115135811582,0.05473987635063888
equivalence,dgp1,600,10,600,5,18,RF,1.248316643849256,0.06654573450537175
equivalence,dgp1,600,10,600,5,18,SSRF-JS,1.2310865559826552,0.05413252894834055
equivalence,dgp1,600,10,5,5,19,RF,1.572726753495,0.19047553334996117
equivalence,dgp1,600,10,5,5,19,SSRF-JS,1.5215881688740298,0.14218074689643853
equivalence,dgp1,600,10,10,5,19,RF,1.5267811894921943,0.1217671493018416
equivalence,dgp1,600,10,10,5,19,SSRF-JS,1.4924334526910292,0.0941650151832812
equivalence,dgp1,600,10,15,5,19,RF,1.5061146274965194,0.10142448325297725
equivalence,dgp1,600,10,15,5,19,SSRF-JS,1.4828617173103946,0.08458448816527749
equivalence,dgp1,600,10,25,5,19,RF,1.5068193114242665,0.09001392829230205
equivalence,dgp1,600,10,25,5,19,SSRF-JS,1.4852537055216914,0.07670890632679803
equivalence,dgp1,600,10,40,5,19,RF,1.4873584667526552,0.0811482259296294
equivalence,dgp1,600,10,40,5,19,SSRF-JS,1.471488868657322,0.07181497189317872
equivalence,dgp1,600,10,50,5,19,RF,1.4869326483572518,0.0774508960093083
equivalence,dgp1,600,10,50,5,19,SSRF-JS,1.4724594466613137,0.07001029726715169
equivalence,dgp1,600,10,60,5,19,RF,1.4856400841925261,0.07356790568798172
equivalence,dgp1,600,10,60,5,19,SSRF-JS,1.4712507612516377,0.06674272734703025
equivalence,dgp1,600,10,100,5,19,RF,1.4800384274991596,0.06815970368102121
equivalence,dgp1,600,10,100,5,19,SSRF-JS,1.467597298600435,0.06316783920840746
equivalence,dgp1,600,10,150,5,19,RF,1.480572113393327,0.06688955135671787
equivalence,dgp1,600,10,150,5,19,SSRF-JS,1.46864948827741,0.06281815815613902
equivalence,dgp1,600,10,250,5,19,RF,1.4767457649900588,0.0642234914752647
equivalence,dgp1,600,10,250,5,19,SSRF-JS,1.4662133714950727,0.0613598551509693
equivalence,dgp1,600,10,400,5,19,RF,1.4778154221455213,0.06389375914677912
equivalence,dgp1,600,10,400,5,19,SSRF-JS,1.4670344093180896,0.06108862952211287
equivalence,dgp1,600,10,600,5,19,RF,1.4756148990273086,0.062422117993228485
equivalence,dgp1,600,10,600,5,19,SSRF-JS,1.4650896828555076,0.059742568897761715
equivalence,dgp1,600,10,5,5,20,RF,1.5171740233815025,0.18993956207036497
equivalence,dgp1,600,10,5,5,20,SSRF-JS,1.4588373919401165,0.13401420383224516
equivalence,dgp1,600,10,10,5,20,RF,1.4529853372333952,0.13382893806363705
equivalence,dgp1,600,10,10,5,20,SSRF-JS,1.4212479751653293,0.10208408355178449
equivalence,dgp1,600,10,15,5,20,RF,1.4276301442208623,0.11380121623711906
equivalence,dgp1,600,10,15,5,20,SSRF-JS,1.4022953972806367,0.08704912734238633
equivalence,dgp1,600,10,25,5,20,RF,1.4362631815843105,0.09662619297053089
equivalence,dgp1,600,10,25,5,20,SSRF-JS,1.4138628879228523,0.07828172082975014
equivalence,dgp1,600,10,40,5,20,RF,1.4252205407890715,0.08657313261326977
equivalence,dgp1,600,10,40,5,20,SSRF-JS,1.4084719654716342,0.07349043335206469
equivalence,dgp1,600,10,50,5,20,RF,1.419480283206085,0.08305718379068064
equivalence,dgp1,600,10,50,5,20,SSRF-JS,1.402916502096116,0.06964057954873568
equivalence,dgp1,600,10,60,5,20,RF,1.4142331925079992,0.08054047849527768
equivalence,dgp1,600,10,60,5,20,SSRF-JS,1.3994217658403432,0.06834957425565401
equivalence,dgp1,600,10,100,5,20,RF,1.4077869122288893,0.07631266632472071
equivalence,dgp1,600,10,100,5,20,SSRF-JS,1.3951707431329041,0.06588164378851383
equivalence,dgp1,600,10,150,5,20,RF,1.4072513744624735,0.0751777671562619
equivalence,dgp1,600,10,150,5,20,SSRF-JS,1.395147254289328,0.06549215474148187
equivalence,dgp1,600,10,250,5,20,RF,1.4061509401829477,0.07632393412006934
equivalence,dgp1,600,10,250,5,20,SSRF-JS,1.3945368129657036,0.06669768086195646
equivalence,dgp1,600,10,400,5,20,RF,1.4063706793090927,0.07704305850344043
equivalence,dgp1,600,10,400,5,20,SSRF-JS,1.393844588388886,0.06648009805331576
equivalence,dgp1,600,10,600,5,20,RF,1.4078383406636767,0.07568104883091521
equivalence,dgp1,600,10,600,5,20,SSRF-JS,1.3950568154959988,0.06544358917518645
equivalence,dgp1,600,10,5,5,21,RF,1.478758276790703,0.2283143732802245
equivalence,dgp1,600,10,5,5,21,SSRF-JS,1.4140207907497815,0.16132998210204563
equivalence,dgp1,600,10,10,5,21,RF,1.3728203209352696,0.13080935609931985
equivalence,dgp1,600,10,10,5,21,SSRF-JS,1.3485612432621503,0.10252016367505716
equivalence,dgp1,600,10,15,5,21,RF,1.33392172762956,0.1050410083244759
equivalence,dgp1,600,10,15,5,21,SSRF-JS,1.3239729574453547,0.08813762945182607
equivalence,dgp1,600,10,25,5,21,RF,1.3170801497840574,0.09139249423941624
equivalence,dgp1,600,10,25,5,21,SSRF-JS,1.313274906201314,0.08047090969369626
equivalence,dgp1,600,10,40,5,21,RF,1.3107910437407684,0.08334339068532436
equivalence,dgp1,600,10,40,5,21,SSRF-JS,1.3107143412680478,0.07700876378748026
equivalence,dgp1,600,10,50,5,21,RF,1.309746149580764,0.08039215739813228
equivalence,dgp1,600,10,50,5,21,SSRF-JS,1.310758463580506,0.07565397709746556
equivalence,dgp1,600,10,60,5,21,RF,1.3071276595244614,0.0769192231087285
equivalence,dgp1,600,10,60,5,21,SSRF-JS,1.3090445940429145,0.07324255255208714
equivalence,dgp1,600,10,100,5,21,RF,1.2986754386788553,0.07130617976981216
equivalence,dgp1,600,10,100,5,21,SSRF-JS,1.3034859643021792,0.07013295254380084
equivalence,dgp1,600,10,150,5,21,RF,1.2994448540062933,0.07236054960463055
equivalence,dgp1,600,10,150,5,21,SSRF-JS,1.30436739125961,0.0711752496528214
equivalence,dgp1,600,10,250,5,21,RF,1.2975419116465423,0.06940500473577899
equivalence,dgp1,600,10,250,5,21,SSRF-JS,1.3032650474054706,0.06919224557568696
equivalence,dgp1,600,10,400,5,21,RF,1.2967562293196742,0.07007558311776815
equivalence,dgp1,600,10,400,5,21,SSRF-JS,1.3031190538513604,0.07003645255578167
equivalence,dgp1,600,10,600,5,21,RF,1.2956235408691723,0.06926135511686995
equivalence,dgp1,600,10,600,5,21,SSRF-JS,1.3026220808788211,0.06976509538052113
equivalence,dgp1,600,10,5,5,22,RF,1.3959969479148482,0.2562452917804419
equivalence,dgp1,600,10,5,5,22,SSRF-JS,1.31270953120915,0.17224080543878692
equivalence,dgp1,600,10,10,5,22,RF,1.2978958638597065,0.1489123443644105
equivalence,dgp1,600,10,10,5,22,SSRF-JS,1.2581553975411004,0.11112993580721024
equivalence,dgp1,600,10,15,5,22,RF,1.276310001785869,0.12000775604203917
equivalence,dgp1,600,10,15,5,22,SSRF-JS,1.249467689397534,0.09691459418119018
equivalence,dgp1,600,10,25,5,22,RF,1.256497581394219,0.09296165467527334
equivalence,dgp1,600,10,25,5,22,SSRF-JS,1.238472029487741,0.08033225016589272
equivalence,dgp1,600,10,40,5,22,RF,1.2470356662771336,0.0852682585620398
equivalence,dgp1,600,10,40,5,22,SSRF-JS,1.232040625843819,0.0750914794125508
equivalence,dgp1,600,10,50,5,22,RF,1.236607437464064,0.08082081745071273
equivalence,dgp1,600,10,50,5,22,SSRF-JS,1.224716236798054,0.07222228392569252
equivalence,dgp1,600,10,60,5,22,RF,1.2350741111506474,0.07937609108392578
equivalence,dgp1,600,10,60,5,22,SSRF-JS,1.2245400246688636,0.0720339971915661
equivalence,dgp1,600,10,100,5,22,RF,1.2370499420685477,0.07930870744896705
equivalence,dgp1,600,10,100,5,22,SSRF-JS,1.227236479067679,0.07341921307086839
equivalence,dgp1,600,10,150,5,22,RF,1.2350359457797897,0.07588676183460279
equivalence,dgp1,600,10,150,5,22,SSRF-JS,1.2263589780857982,0.07168811270028479
equivalence,dgp1,600,10,250,5,22,RF,1.2286016351560043,0.07129907036607198
equivalence,dgp1,600,10,250,5,22,SSRF-JS,1.2211680804813052,0.06790567913404981
equivalence,dgp1,600,10,400,5,22,RF,1.2304329819747588,0.07141562080505502
equivalence,dgp1,600,10,400,5,22,SSRF-JS,1.223269093902164,0.06876350196012272
equivalence,dgp1,600,10,600,5,22,RF,1.2316344404203106,0.07159129585222185
equivalence,dgp1,600,10,600,5,22,SSRF-JS,1.224050165950621,0.0686738109790258
equivalence,dgp1,600,10,5,5,23,RF,1.4114412721933858,0.18031828344266615
equivalence,dgp1,600,10,5,5,23,SSRF-JS,1.3736195593111151,0.1395014830716728
equivalence,dgp1,600,10,10,5,23,RF,1.3447335807677865,0.13434858165942762
equivalence,dgp1,600,10,10,5,23,SSRF-JS,1.3282182445446464,0.11120994806735844
equivalence,dgp1,600,10,15,5,23,RF,1.3150081999261012,0.11046802502597101
equivalence,dgp1,600,10,15,5,23,SSRF-JS,1.3056839547957237,0.09352270279221418
equivalence,dgp1,600,10,25,5,23,RF,1.3069375322402235,0.09190668275862265
equivalence,dgp1,600,10,25,5,23,SSRF-JS,1.3031328081537268,0.08264308561007386
equivalence,dgp1,600,10,40,5,23,RF,1.303998331512066,0.09106570898154644
equivalence,dgp1,600,10,40,5,23,SSRF-JS,1.3000810650925632,0.08125964806632782
equivalence,dgp1,600,10,50,5,23,RF,1.3031666109198776,0.08619063108869662
equivalence,dgp1,600,10,50,5,23,SSRF-JS,1.2997003033461312,0.07750540678644163
equivalence,dgp1,600,10,60,5,23,RF,1.2987663237136702,0.08280799884837163
equivalence,dgp1,600,10,60,5,23,SSRF-JS,1.296158969623264,0.07477778974541943
equivalence,dgp1,600,10,100,5,23,RF,1.2839297364792952,0.07889518716962024
equivalence,dgp1,600,10,100,5,23,SSRF-JS,1.2835712042772611,0.0710976290354125
equivalence,dgp1,600,10,150,5,23,RF,1.2835630962487716,0.07548054038795887
equivalence,dgp1,600,10,150,5,23,SSRF-JS,1.2842197247417768,0.06926124229673257
equivalence,dgp1,600,10,250,5,23,RF,1.2837481274343987,0.07229414039264931
equivalence,dgp1,600,10,250,5,23,SSRF-JS,1.2847342653698617,0.06701439935119513
equivalence,dgp1,600,10,400,5,23,RF,1.2838778683838568,0.07042538281519951
equivalence,dgp1,600,10,400,5,23,SSRF-JS,1.2845378610155598,0.06527270154759637
equivalence,dgp1,600,10,600,5,23,RF,1.2870539491511268,0.07161611433037432
equivalence,dgp1,600,10,600,5,23,SSRF-JS,1.2867224994751825,0.06587794107935036
equivalence,dgp1,600,10,5,5,24,RF,1.334549553512091,0.2590044219404154
equivalence,dgp1,600,10,5,5,24,SSRF-JS,1.252989348442448,0.17472603015423654
equivalence,dgp1,600,10,10,5,24,RF,1.2267250452103742,0.15604273312130626
equivalence,dgp1,600,10,10,5,24,SSRF-JS,1.188693235117172,0.11516830406710331
equivalence,dgp1,600,10,15,5,24,RF,1.1967040564140805,0.12539122190888694
equivalence,dgp1,600,10,15,5,24,SSRF-JS,1.1735845987016187,0.09965131148223043
equivalence,dgp1,600,10,25,5,24,RF,1.194329010276274,0.11131153008704527
equivalence,dgp1,600,10,25,5,24,SSRF-JS,1.1773269046390966,0.09417992192293358
equivalence,dgp1,600,10,40,5,24,RF,1.1881057172045708,0.10489570891137351
equivalence,dgp1,600,10,40,5,24,SSRF-JS,1.173372383128328,0.08993870387924834
equivalence,dgp1,600,10,50,5,24,RF,1.1828015235589,0.0988371070930029
equivalence,dgp1,600,10,50,5,24,SSRF-JS,1.1690213639236797,0.08494053248427552
equivalence,dgp1,600,10,60,5,24,RF,1.1826606521011518,0.09775047192582444
equivalence,dgp1,600,10,60,5,24,SSRF-JS,1.1697074349195686,0.08505877936858176
equivalence,dgp1,600,10,100,5,24,RF,1.182443275492695,0.09605668096731342
equivalence,dgp1,600,10,100,5,24,SSRF-JS,1.1705545929094592,0.08480492075824253
equivalence,dgp1,600,10,150,5,24,RF,1.1794328491566655,0.09240235155533354
equivalence,dgp1,600,10,150,5,24,SSRF-JS,1.1686057621394392,0.0822848919645378
equivalence,dgp1,600,10,250,5,24,RF,1.1816466145340292,0.0936378223359784
equivalence,dgp1,600,10,250,5,24,SSRF-JS,1.1706901492150403,0.08366861807764708
equivalence,dgp1,600,10,400,5,24,RF,1.1763650422935528,0.09029139713205468
equivalence,dgp1,600,10,400,5,24,SSRF-JS,1.166715493840998,0.08128658497366466
equivalence,dgp1,600,10,600,5,24,RF,1.1743844837859776,0.08832225114429548
equivalence,dgp1,600,10,600,5,24,SSRF-JS,1.165231219200967,0.07988198376995069
equivalence,dgp2,600,10,5,5,0,RF,0.7160012592308046,0.11204280706567404
equivalence,dgp2,600,10,5,5,0,SSRF-JS,0.6854088357057785,0.08017034281153097
equivalence,dgp2,600,10,10,5,0,RF,0.6736584128828746,0.07475216643746
equivalence,dgp2,600,10,10,5,0,SSRF-JS,0.657937383189478,0.05668643765482983
equivalence,dgp2,600,10,15,5,0,RF,0.6567575482966463,0.06091114881701734
equivalence,dgp2,600,10,15,5,0,SSRF-JS,0.6484796377133188,0.049791824875643625
equivalence,dgp2,600,10,25,5,0,RF,0.6506912851221799,0.05222838695435034
equivalence,dgp2,600,10,25,5,0,SSRF-JS,0.6446478716888965,0.04402670292636301
equivalence,dgp2,600,10,40,5,0,RF,0.6435369183497557,0.0438010615269647
equivalence,dgp2,600,10,40,5,0,SSRF-JS,0.6402652124220642,0.038561345316959
equivalence,dgp2,600,10,50,5,0,RF,0.6413849184859863,0.03814405112976963
equivalence,dgp2,600,10,50,5,0,SSRF-JS,0.6390460794784836,0.0343772625880066
equivalence,dgp2,600,10,60,5,0,RF,0.6410883392735455,0.03734935791692499
equivalence,dgp2,600,10,60,5,0,SSRF-JS,0.6389654380850603,0.03390548955204556
equivalence,dgp2,600,10,100,5,0,RF,0.6365250134630935,0.03409125906390662
equivalence,dgp2,600,10,100,5,0,SSRF-JS,0.6354907962834108,0.03151226798013773
equivalence,dgp2,600,10,150,5,0,RF,0.6346509430719484,0.033588465602858865
equivalence,dgp2,600,10,150,5,0,SSRF-JS,0.6340818032430677,0.031181111231304744
equivalence,dgp2,600,10,250,5,0,RF,0.6332313000285887,0.03243895238481962
equivalence,dgp2,600,10,250,5,0,SSRF-JS,0.6336641920976792,0.031007108088514732
equivalence,dgp2,600,10,400,5,0,RF,0.632651008612134,0.031751537435183864
equivalence,dgp2,600,10,400,5,0,SSRF-JS,0.6330795631931734,0.030389857597116085
equivalence,dgp2,600,10,600,5,0,RF,0.6315346714049749,0.031020273003235406
equivalence,dgp2,600,10,600,5,0,SSRF-JS,0.6320637456342626,0.029671606649009523
equivalence,dgp2,600,10,5,5,1,RF,0.8079497678341623,0.11008573860259915
equivalence,dgp2,600,10,5,5,1,SSRF-JS,0.7764174886027251,0.07886322311179418
equivalence,dgp2,600,10,10,5,1,RF,0.7798242002609923,0.07635748615663321
equivalence,dgp2,600,10,10,5,1,SSRF-JS,0.7621936968792552,0.060047786001434865
equivalence,dgp2,600,10,15,5,1,RF,0.7693759759666089,0.06169574263923799
equivalence,dgp2,600,10,15,5,1,SSRF-JS,0.7564468389779329,0.05104734143380788
equivalence,dgp2,600,10,25,5,1,RF,0.7564031330049235,0.051358596803670574
equivalence,dgp2,600,10,25,5,1,SSRF-JS,0.7487807611362738,0.0452907920567452
equivalence,dgp2,600,10,40,5,1,RF,0.7501934745116103,0.04562702867295061
equivalence,dgp2,600,10,40,5,1,SSRF-JS,0.7457001604898055,0.0424696111159978
equivalence,dgp2,600,10,50,5,1,RF,0.7443027952592068,0.04392669428317997
equivalence,dgp2,600,10,50,5,1,SSRF-JS,0.7418299237251801,0.041796524158823095
equivalence,dgp2,600,10,60,5,1,RF,0.7446103557145902,0.04345084688331151
equivalence,dgp2,600,10,60,5,1,SSRF-JS,0.7420021896566392,0.04128444947204853
equivalence,dgp2,600,10,100,5,1,RF,0.7404153638003995,0.03863037402176655
equivalence,dgp2,600,10,100,5,1,SSRF-JS,0.7386181232397471,0.037487304107516335
equivalence,dgp2,600,10,150,5,1,RF,0.7411195774329205,0.03811778853699506
equivalence,dgp2,600,10,150,5,1,SSRF-JS,0.7393866821146673,0.037278604455135984
equivalence,dgp2,600,10,250,5,1,RF,0.7370027374221346,0.03610712777504248
equivalence,dgp2,600,10,250,5,1,SSRF-JS,0.7361884798077082,0.03584453030080045
equivalence,dgp2,600,10,400,5,1,RF,0.7373209293322116,0.035391762562057956
