experiment,dgp,n,p,B,min_leaf,rep,method,mse,mse_true
equivalence,dgp1,600,10,40,5,9,SSRF-JS,1.077952726009501,0.05194835714671617
equivalence,dgp1,600,10,50,5,9,RF,1.0983601881338396,0.06912661870322162
equivalence,dgp1,600,10,50,5,9,SSRF-JS,1.0739916565678822,0.04912799516376729
equivalence,dgp1,600,10,60,5,9,RF,1.094264027157967,0.0674199780808331
equivalence,dgp1,600,10,60,5,9,SSRF-JS,1.0709911952458517,0.047990118378173824
equivalence,dgp1,600,10,100,5,9,RF,1.0915303813378776,0.06656452976764733
equivalence,dgp1,600,10,100,5,9,SSRF-JS,1.0678390423959858,0.04644608286513023
equivalence,dgp1,600,10,150,5,9,RF,1.0944004165821164,0.06617607354702872
equivalence,dgp1,600,10,150,5,9,SSRF-JS,1.0703473517967415,0.04633537097110137
equivalence,dgp1,600,10,250,5,9,RF,1.0921068356865489,0.06294781752343395
equivalence,dgp1,600,10,250,5,9,SSRF-JS,1.0693183381359357,0.04456046908891227
equivalence,dgp1,600,10,400,5,9,RF,1.0880484761413771,0.060438042602724465
equivalence,dgp1,600,10,400,5,9,SSRF-JS,1.0667686454120384,0.0432768025573642
equivalence,dgp1,600,10,600,5,9,RF,1.0865521927868746,0.05890683227040402
equivalence,dgp1,600,10,600,5,9,SSRF-JS,1.0659487488673087,0.04250349603422883
equivalence,dgp1,600,10,5,5,10,RF,1.3535493364705506,0.2072792667463891
equivalence,dgp1,600,10,5,5,10,SSRF-JS,1.2878326222699703,0.148716186985727
equivalence,dgp1,600,10,10,5,10,RF,1.272847311568569,0.14641596997711057
equivalence,dgp1,600,10,10,5,10,SSRF-JS,1.242018386538063,0.1186872305666318
equivalence,dgp1,600,10,15,5,10,RF,1.2549202009192226,0.11848948360694002
equivalence,dgp1,600,10,15,5,10,SSRF-JS,1.2326685987015102,0.10124192931801908
equivalence,dgp1,600,10,25,5,10,RF,1.2376629990350947,0.09957420474706002
equivalence,dgp1,600,10,25,5,10,SSRF-JS,1.22317929084129,0.0908243465270591
equivalence,dgp1,600,10,40,5,10,RF,1.214677934031326,0.08417339659741215
equivalence,dgp1,600,10,40,5,10,SSRF-JS,1.2068418295290597,0.08039150342137369
equivalence,dgp1,600,10,50,5,10,RF,1.2097813531246213,0.08381252845110386
equivalence,dgp1,600,10,50,5,10,SSRF-JS,1.2044938939832985,0.08128282724603698
equivalence,dgp1,600,10,60,5,10,RF,1.2113860865449821,0.08350339248625473
equivalence,dgp1,600,10,60,5,10,SSRF-JS,1.206624719882123,0.0820855023645216
equivalence,dgp1,600,10,100,5,10,RF,1.2022744406780004,0.07973460079939902
equivalence,dgp1,600,10,100,5,10,SSRF-JS,1.2009044240959201,0.08050635917955837
equivalence,dgp1,600,10,150,5,10,RF,1.2023687002080665,0.07822850685727985
equivalence,dgp1,600,10,150,5,10,SSRF-JS,1.2009585068105795,0.07951492086127439
equivalence,dgp1,600,10,250,5,10,RF,1.2004852501408372,0.0745743123244475
equivalence,dgp1,600,10,250,5,10,SSRF-JS,1.1998344618264927,0.07698340332029566
equivalence,dgp1,600,10,400,5,10,RF,1.200756323988306,0.0746152629043126
equivalence,dgp1,600,10,400,5,10,SSRF-JS,1.2000541989246585,0.07705803662546426
equivalence,dgp1,600,10,600,5,10,RF,1.201119931141874,0.07337282637719805
equivalence,dgp1,600,10,600,5,10,SSRF-JS,1.2004250205653706,0.07610840017028846
equivalence,dgp1,600,10,5,5,11,RF,1.513715602667878,0.24737285840938397
equivalence,dgp1,600,10,5,5,11,SSRF-JS,1.4106502183823504,0.14539332482813072
equivalence,dgp1,600,10,10,5,11,RF,1.4116849354206806,0.17353901634687174
equivalence,dgp1,600,10,10,5,11,SSRF-JS,1.3678564972983291,0.12417112919526992
equivalence,dgp1,600,10,15,5,11,RF,1.3881032393681703,0.14781102593817008
equivalence,dgp1,600,10,15,5,11,SSRF-JS,1.3594437221754145,0.1135547624686684
equivalence,dgp1,600,10,25,5,11,RF,1.3890065283265376,0.13461354392924826
equivalence,dgp1,600,10,25,5,11,SSRF-JS,1.359231310405758,0.10278502198679122
equivalence,dgp1,600,10,40,5,11,RF,1.372189134396675,0.1168420471322287
equivalence,dgp1,600,10,40,5,11,SSRF-JS,1.3505165705430366,0.09375732659117463
equivalence,dgp1,600,10,50,5,11,RF,1.3698747028424496,0.11220463225169677
equivalence,dgp1,600,10,50,5,11,SSRF-JS,1.3498193511566046,0.09065315088825249
equivalence,dgp1,600,10,60,5,11,RF,1.3640938375818557,0.10611929140129062
equivalence,dgp1,600,10,60,5,11,SSRF-JS,1.3461469232912155,0.08689611298446764
equivalence,dgp1,600,10,100,5,11,RF,1.3579080676166613,0.09859063919274234
equivalence,dgp1,600,10,100,5,11,SSRF-JS,1.3450594185130695,0.08505333264949393
equivalence,dgp1,600,10,150,5,11,RF,1.3661250270751277,0.10334137516303857
equivalence,dgp1,600,10,150,5,11,SSRF-JS,1.3495940626566703,0.08706187690989316
equivalence,dgp1,600,10,250,5,11,RF,1.35913295233596,0.09806468064326075
equivalence,dgp1,600,10,250,5,11,SSRF-JS,1.3460175902923923,0.08461999468755162
equivalence,dgp1,600,10,400,5,11,RF,1.3533833455445472,0.09384115662987472
equivalence,dgp1,600,10,400,5,11,SSRF-JS,1.3429036766044655,0.08242568416806334
equivalence,dgp1,600,10,600,5,11,RF,1.3526383483276216,0.09257520090790569
equivalence,dgp1,600,10,600,5,11,SSRF-JS,1.3430264447903273,0.0821153024120213
equivalence,dgp1,600,10,5,5,12,RF,1.244264646407346,0.23466493060702556
equivalence,dgp1,600,10,5,5,12,SSRF-JS,1.1886895006669598,0.16556186300906936
equivalence,dgp1,600,10,10,5,12,RF,1.167606755908776,0.1413926898135781
equivalence,dgp1,600,10,10,5,12,SSRF-JS,1.1459501644124177,0.11054332867955743
equivalence,dgp1,600,10,15,5,12,RF,1.128222108614254,0.10764504646464991
equivalence,dgp1,600,10,15,5,12,SSRF-JS,1.1199161676267464,0.08870136535099826
equivalence,dgp1,600,10,25,5,12,RF,1.1101094122212507,0.08785805132021209
equivalence,dgp1,600,10,25,5,12,SSRF-JS,1.1111319226688448,0.07890817427103647
equivalence,dgp1,600,10,40,5,12,RF,1.1017893595952257,0.07597676169024382
equivalence,dgp1,600,10,40,5,12,SSRF-JS,1.1079194006247666,0.07315587274002136
equivalence,dgp1,600,10,50,5,12,RF,1.0962398524544428,0.07103992848153144
equivalence,dgp1,600,10,50,5,12,SSRF-JS,1.1028527261962038,0.06859341090689319
equivalence,dgp1,600,10,60,5,12,RF,1.0943588802680289,0.06988998884209809
equivalence,dgp1,600,10,60,5,12,SSRF-JS,1.1027084201377386,0.06900994889399167
equivalence,dgp1,600,10,100,5,12,RF,1.087959495501445,0.062321822530807994
equivalence,dgp1,600,10,100,5,12,SSRF-JS,1.0979065630222948,0.06348133951414917
equivalence,dgp1,600,10,150,5,12,RF,1.0845986079375478,0.06000005857104175
equivalence,dgp1,600,10,150,5,12,SSRF-JS,1.0959908919965442,0.0623654907374404
equivalence,dgp1,600,10,250,5,12,RF,1.0851911651315451,0.059893620008346166
equivalence,dgp1,600,10,250,5,12,SSRF-JS,1.097164638315115,0.06276223190347348
equivalence,dgp1,600,10,400,5,12,RF,1.0866399482856326,0.060480913387209866
equivalence,dgp1,600,10,400,5,12,SSRF-JS,1.0994378224840629,0.06426166192362218
equivalence,dgp1,600,10,600,5,12,RF,1.0878465856610984,0.05933307630139525
equivalence,dgp1,600,10,600,5,12,SSRF-JS,1.1006049793830592,0.06365742559706832
equivalence,dgp1,600,10,5,5,13,RF,1.5429508807206749,0.2060294839479471
equivalence,dgp1,600,10,5,5,13,SSRF-JS,1.4879553691227685,0.15385309114590734
equivalence,dgp1,600,10,10,5,13,RF,1.472859343362807,0.13470738994906545
equivalence,dgp1,600,10,10,5,13,SSRF-JS,1.439783585804443,0.10511883732084117
equivalence,dgp1,600,10,15,5,13,RF,1.4430504299616969,0.10925565497789055
equivalence,dgp1,600,10,15,5,13,SSRF-JS,1.4152976160155577,0.08436894177686578
equivalence,dgp1,600,10,25,5,13,RF,1.415728525451075,0.09635765563438983
equivalence,dgp1,600,10,25,5,13,SSRF-JS,1.3960937919640264,0.07642613199229119
equivalence,dgp1,600,10,40,5,13,RF,1.3958746803799706,0.08636344441837746
equivalence,dgp1,600,10,40,5,13,SSRF-JS,1.3799070962053448,0.06834330525669184
