dgp,n,p,B,method,mse_true,mse,coverage,isc,rt,reps
dgp3,300,10,500,SSRF-tuned,0.04539973057408645,0.92853951583418,0.959,5.728473211948325,2.5212852217001456,10
dgp3,600,20,10,GBM,0.0926254576160376,1.0540031959497649,0.946,6.655479257533463,0.11602516299994928,10
dgp3,600,20,10,LassoRF,0.09778343267248771,1.067578074006666,0.953,6.488316993122801,0.04614202519996975,10
dgp3,600,20,10,RF,0.10550574023812026,1.0628859387369531,0.943,6.624265102032004,0.03332428230005456,10
dgp3,600,20,10,RF-H,0.09726218214998895,1.0552822824868398,0.951,6.700476788460373,0.01492195549999445,10
dgp3,600,20,10,RF-tuned,0.05828923205402895,1.0137659113941244,0.952,6.508560563368328,2.0271501079001153,10
dgp3,600,20,10,RidgeRF,0.1072749592371604,1.0659106260522506,0.949,6.504947916451341,0.10125081020000833,10
dgp3,600,20,10,SSRF,0.08738695073047931,1.0564202306017956,0.945,6.6415391918388575,0.03332428230005456,10
dgp3,600,20,10,SSRF-H,0.14642547629883096,1.1161299293398708,0.951,6.693912284964135,0.01492195549999445,10
dgp3,600,20,10,SSRF-JS,0.0899856372139773,1.057494478083631,0.944,6.641620036523944,0.03332428230005456,10
dgp3,600,20,10,SSRF-JS-H,0.14623885753716795,1.1125291934849075,0.948,6.696735385151824,0.01492195549999445,10
dgp3,600,20,10,SSRF-rob,0.09901285193621806,1.0594591265634927,0.943,6.628740361464711,0.04397746069998898,10
dgp3,600,20,10,SSRF-tuned,0.06489354114263096,1.03245422077863,0.952,6.535107879189352,2.0586145935002604,10
dgp3,600,20,500,GBM,0.0926254576160376,1.0571734482904933,0.948,5.816430938396574,0.12093582659999809,10
dgp3,600,20,500,LassoRF,0.0672372956249005,1.0388536658214518,0.952,5.778191121555601,0.5976833083999736,10
dgp3,600,20,500,RF,0.0464665062450835,1.0171045008459934,0.947,5.799767207846881,1.6228057336999882,10
