experiment,dgp,n,p,B,min_leaf,rep,method,mse,mae,mse_true,lam_js,leaves,snr
substitution,dgp1,600,10,250,2,1,SSRF,1.3154191296141164,0.8280284315160913,0.07072613958755065,0.76682566465556,233.232,0.12238293401659976
substitution,dgp1,600,10,250,2,1,SSRF-JS,1.3162611014586452,0.8283915952151304,0.07104849400187063,0.76682566465556,233.232,0.12238293401659976
substitution,dgp1,600,10,500,2,1,RF,1.332552409266436,0.8384500025096147,0.08584450610699429,0.7674942066938443,233.538,0.12238293401659976
substitution,dgp1,600,10,500,2,1,SSRF,1.3131506269149489,0.8270882580626796,0.07062809483118114,0.7674942066938443,233.538,0.12238293401659976
substitution,dgp1,600,10,500,2,1,SSRF-JS,1.3139770855172763,0.827457117612845,0.07104176507425439,0.7674942066938443,233.538,0.12238293401659976
substitution,dgp1,600,10,1,2,2,RF,2.4130449565081498,1.187573578242237,1.0685122915665526,0.7611728075478734,231.0,0.14484750683118638
substitution,dgp1,600,10,1,2,2,SSRF,1.9577064705635858,1.0627819177552549,0.6306195636364338,0.7611728075478734,231.0,0.14484750683118638
substitution,dgp1,600,10,1,2,2,SSRF-JS,1.9809022600544013,1.0669996381530416,0.6518243207020331,0.7611728075478734,231.0,0.14484750683118638
substitution,dgp1,600,10,3,2,2,RF,1.7181378833810552,0.9838162440519971,0.41290060328474554,0.7835817317156568,233.33333333333334,0.14484750683118638
substitution,dgp1,600,10,3,2,2,SSRF,1.5796138553771908,0.9332252542938689,0.2826244997773504,0.7835817317156568,233.33333333333334,0.14484750683118638
substitution,dgp1,600,10,3,2,2,SSRF-JS,1.5896819744605748,0.9369009825623532,0.2904742407111459,0.7835817317156568,233.33333333333334,0.14484750683118638
substitution,dgp1,600,10,5,2,2,RF,1.5551124788560065,0.9204186849167951,0.27685000489968037,0.7748556474595523,235.8,0.14484750683118638
substitution,dgp1,600,10,5,2,2,SSRF,1.4712161777918906,0.8894148982264457,0.19352450874473626,0.7748556474595523,235.8,0.14484750683118638
substitution,dgp1,600,10,5,2,2,SSRF-JS,1.4759164340538198,0.8909055045322044,0.19769093453245656,0.7748556474595523,235.8,0.14484750683118638
substitution,dgp1,600,10,10,2,2,RF,1.4544521318595338,0.8848763193602774,0.17727592531757322,0.7948138645087723,235.7,0.14484750683118638
substitution,dgp1,600,10,10,2,2,SSRF,1.4133315448463841,0.8684349266229044,0.1381340006820188,0.7948138645087723,235.7,0.14484750683118638
substitution,dgp1,600,10,10,2,2,SSRF-JS,1.4170147682560452,0.8698953198874955,0.1397375533049938,0.7948138645087723,235.7,0.14484750683118638
substitution,dgp1,600,10,25,2,2,RF,1.4057112338686553,0.8673718709965199,0.11140774728467331,0.7926032886173742,233.52,0.14484750683118638
substitution,dgp1,600,10,25,2,2,SSRF,1.3866536246380008,0.8577653910164024,0.09640231460223807,0.7926032886173742,233.52,0.14484750683118638
substitution,dgp1,600,10,25,2,2,SSRF-JS,1.3885628217908004,0.8586439408812836,0.09711495259987624,0.7926032886173742,233.52,0.14484750683118638
substitution,dgp1,600,10,50,2,2,RF,1.3685840812420136,0.8530161671610755,0.08492337911547243,0.7918503426894685,232.32,0.14484750683118638
substitution,dgp1,600,10,50,2,2,SSRF,1.3609078869445503,0.8474559479689193,0.0787918643251811,0.7918503426894685,232.32,0.14484750683118638
substitution,dgp1,600,10,50,2,2,SSRF-JS,1.3621835260802764,0.8480694336861713,0.07895871171892975,0.7918503426894685,232.32,0.14484750683118638
substitution,dgp1,600,10,100,2,2,RF,1.3692603774783059,0.8513339061911089,0.07497517448428015,0.792600283947274,233.13,0.14484750683118638
substitution,dgp1,600,10,100,2,2,SSRF,1.363771827901999,0.8472060032629307,0.07284761760610013,0.792600283947274,233.13,0.14484750683118638
substitution,dgp1,600,10,100,2,2,SSRF-JS,1.364592001201357,0.8476151618134999,0.07302903291532355,0.792600283947274,233.13,0.14484750683118638
substitution,dgp1,600,10,250,2,2,RF,1.3557496018708333,0.8472605680695721,0.06895883538760084,0.7902598356369281,233.536,0.14484750683118638
substitution,dgp1,600,10,250,2,2,SSRF,1.3548542633631782,0.8453890880523822,0.0695881493256094,0.7902598356369281,233.536,0.14484750683118638
substitution,dgp1,600,10,250,2,2,SSRF-JS,1.3550090177260317,0.8454639714538417,0.06960651989924005,0.7902598356369281,233.536,0.14484750683118638
substitution,dgp1,600,10,500,2,2,RF,1.3586018138825005,0.8464418666334753,0.06707261846557977,0.788863137255677,233.692,0.14484750683118638
substitution,dgp1,600,10,500,2,2,SSRF,1.3577866552592686,0.8447110415138359,0.06867815382077352,0.788863137255677,233.692,0.14484750683118638
substitution,dgp1,600,10,500,2,2,SSRF-JS,1.3578825612485097,0.844716988109238,0.06866620980700497,0.788863137255677,233.692,0.14484750683118638
substitution,dgp1,600,10,1,2,3,RF,2.102406540541998,1.1014442762738585,0.9406514874717224,0.731464193008607,235.0,0.15319213544853172
substitution,dgp1,600,10,1,2,3,SSRF,1.676948074561034,0.977764287653835,0.5015718227436766,0.731464193008607,235.0,0.15319213544853172
substitution,dgp1,600,10,1,2,3,SSRF-JS,1.6985330806451524,0.9827165197005033,0.526561210744851,0.731464193008607,235.0,0.15319213544853172
substitution,dgp1,600,10,3,2,3,RF,1.6020001959312844,0.9428670047272726,0.408121082135433,0.771284404006196,234.66666666666666,0.15319213544853172
substitution,dgp1,600,10,3,2,3,SSRF,1.4520421664479666,0.8940605885711854,0.25497716954051947,0.771284404006196,234.66666666666666,0.15319213544853172
substitution,dgp1,600,10,3,2,3,SSRF-JS,1.4579394450287215,0.8963414823903201,0.2605638398264631,0.771284404006196,234.66666666666666,0.15319213544853172
