experiment,dgp,n,p,B,min_leaf,rep,method,mse,mae,mse_true,lam_js,leaves,snr
substitution,dgp1,600,10,25,20,4,SSRF-JS,1.276806199720042,0.8230358160258493,0.0881820812261249,0.8151697526507877,23.44,0.14879699100706276
substitution,dgp1,600,10,50,20,4,RF,1.2701464125796031,0.8204943576688226,0.07891487538031075,0.8137762205355665,23.42,0.14879699100706276
substitution,dgp1,600,10,50,20,4,SSRF,1.2788554856955436,0.8217865565226369,0.08563207263530045,0.8137762205355665,23.42,0.14879699100706276
substitution,dgp1,600,10,50,20,4,SSRF-JS,1.2774541289525083,0.8215371398066694,0.08472240420606018,0.8137762205355665,23.42,0.14879699100706276
substitution,dgp1,600,10,100,20,4,RF,1.269200745496637,0.8194883546281059,0.07682549925753214,0.8152700798110074,23.28,0.14879699100706276
substitution,dgp1,600,10,100,20,4,SSRF,1.2784467501996764,0.820621813909985,0.08432097397732204,0.8152700798110074,23.28,0.14879699100706276
substitution,dgp1,600,10,100,20,4,SSRF-JS,1.2769340797379607,0.8203395464290276,0.08330411627927711,0.8152700798110074,23.28,0.14879699100706276
substitution,dgp1,600,10,250,20,4,RF,1.270265363015991,0.8187924662074326,0.07517481264064327,0.8173570379422255,23.232,0.14879699100706276
substitution,dgp1,600,10,250,20,4,SSRF,1.279163635976621,0.820280506223505,0.08317201671395018,0.8173570379422255,23.232,0.14879699100706276
substitution,dgp1,600,10,250,20,4,SSRF-JS,1.2778603880302233,0.8200095343146274,0.08211546020189316,0.8173570379422255,23.232,0.14879699100706276
substitution,dgp1,600,10,500,20,4,RF,1.2693134957895322,0.8184216828774048,0.07457903691033296,0.8184831081059933,23.16,0.14879699100706276
substitution,dgp1,600,10,500,20,4,SSRF,1.2781833811553442,0.8199911503932255,0.08257596558273757,0.8184831081059933,23.16,0.14879699100706276
substitution,dgp1,600,10,500,20,4,SSRF-JS,1.2769570367643104,0.8196998246400486,0.08151654613539981,0.8184831081059933,23.16,0.14879699100706276
substitution,dgp1,600,10,1,20,5,RF,1.9534151541749714,0.9758708886626273,0.3312948360385479,0.8288055937873148,23.0,0.16098862090849234
substitution,dgp1,600,10,1,20,5,SSRF,1.8522656094953267,0.940398226509482,0.22897318218329846,0.8288055937873148,23.0,0.16098862090849234
substitution,dgp1,600,10,1,20,5,SSRF-JS,1.8747499178817286,0.9473880295889697,0.24875812430008554,0.8288055937873148,23.0,0.16098862090849234
substitution,dgp1,600,10,3,20,5,RF,1.7089189716990147,0.8980099593320471,0.1353596639382674,0.8317630555186876,22.666666666666668,0.16098862090849234
substitution,dgp1,600,10,3,20,5,SSRF,1.6959310141736754,0.8883375887698145,0.10955822423471342,0.8317630555186876,22.666666666666668,0.16098862090849234
substitution,dgp1,600,10,3,20,5,SSRF-JS,1.699556907344387,0.8902699169690932,0.11368218857570948,0.8317630555186876,22.666666666666668,0.16098862090849234
substitution,dgp1,600,10,5,20,5,RF,1.6709616440913577,0.8827918021845045,0.09673677462217749,0.8292018530493527,23.0,0.16098862090849234
substitution,dgp1,600,10,5,20,5,SSRF,1.672542341913033,0.8788590851262871,0.08479044988829985,0.8292018530493527,23.0,0.16098862090849234
substitution,dgp1,600,10,5,20,5,SSRF-JS,1.6728649219837475,0.8794857781557975,0.0861270881317083,0.8292018530493527,23.0,0.16098862090849234
substitution,dgp1,600,10,10,20,5,RF,1.6814368293931399,0.8798955453495448,0.07518948943662192,0.8347104949400045,23.2,0.16098862090849234
substitution,dgp1,600,10,10,20,5,SSRF,1.687160120495156,0.8796308627227599,0.07344914598838963,0.8347104949400045,23.2,0.16098862090849234
substitution,dgp1,600,10,10,20,5,SSRF-JS,1.6872632512654133,0.8798654329021116,0.07383625145562417,0.8347104949400045,23.2,0.16098862090849234
substitution,dgp1,600,10,25,20,5,RF,1.6786287449516906,0.8801780866508584,0.06689311149140531,0.8248287625345014,23.32,0.16098862090849234
substitution,dgp1,600,10,25,20,5,SSRF,1.6896760487857774,0.8812676033165632,0.07106359123057443,0.8248287625345014,23.32,0.16098862090849234
substitution,dgp1,600,10,25,20,5,SSRF-JS,1.6884534522252777,0.8811176601103846,0.07060768717915747,0.8248287625345014,23.32,0.16098862090849234
substitution,dgp1,600,10,50,20,5,RF,1.6767254930328284,0.8781832177755614,0.06223661532849323,0.8241935754277487,23.24,0.16098862090849234
substitution,dgp1,600,10,50,20,5,SSRF,1.6888642272996712,0.8801918470068125,0.06799875776373393,0.8241935754277487,23.24,0.16098862090849234
substitution,dgp1,600,10,50,20,5,SSRF-JS,1.687161135199919,0.8798879893276322,0.06714001572437864,0.8241935754277487,23.24,0.16098862090849234
substitution,dgp1,600,10,100,20,5,RF,1.679140756463061,0.8779722760577838,0.06029317840879791,0.8207367739604478,23.35,0.16098862090849234
substitution,dgp1,600,10,100,20,5,SSRF,1.6915364391165186,0.8805194898834864,0.06735015531158134,0.8207367739604478,23.35,0.16098862090849234
substitution,dgp1,600,10,100,20,5,SSRF-JS,1.6900659451787596,0.8802257108626832,0.06641559357844518,0.8207367739604478,23.35,0.16098862090849234
substitution,dgp1,600,10,250,20,5,RF,1.6821504993797978,0.8794027236156465,0.06225421870313181,0.8231596755405476,23.064,0.16098862090849234
substitution,dgp1,600,10,250,20,5,SSRF,1.6947027320414643,0.8820995090496612,0.06967452320333067,0.8231596755405476,23.064,0.16098862090849234
substitution,dgp1,600,10,250,20,5,SSRF-JS,1.69319931222211,0.8817674339601319,0.06866917814281275,0.8231596755405476,23.064,0.16098862090849234
substitution,dgp1,600,10,500,20,5,RF,1.6826698051403846,0.8798063107955492,0.06117970603607148,0.8227037939246471,23.156,0.16098862090849234
substitution,dgp1,600,10,500,20,5,SSRF,1.6949044813525158,0.8823908499623795,0.0686035327728339,0.8227037939246471,23.156,0.16098862090849234
substitution,dgp1,600,10,500,20,5,SSRF-JS,1.6935080348271938,0.8820814209749341,0.06765914547356272,0.8227037939246471,23.156,0.16098862090849234
substitution,dgp1,600,10,1,20,6,RF,1.7254492127879624,0.9535930274804265,0.35663094133289,0.7812882197169507,24.0,0.16017590628638
substitution,dgp1,600,10,1,20,6,SSRF,1.6164164748013587,0.9120434903257297,0.25476026635638616,0.7812882197169507,24.0,0.16017590628638
substitution,dgp1,600,10,1,20,6,SSRF-JS,1.6315411950257224,0.9174691918495379,0.26721121505259476,0.7812882197169507,24.0,0.16017590628638
substitution,dgp1,600,10,3,20,6,RF,1.523059521970741,0.8688050329555568,0.16534105470526198,0.8346176460146428,23.333333333333332,0.16017590628638
substitution,dgp1,600,10,3,20,6,SSRF,1.4914742464394906,0.8564664767141382,0.136883115824921,0.8346176460146428,23.333333333333332,0.16017590628638
substitution,dgp1,600,10,3,20,6,SSRF-JS,1.4983987324552324,0.8588294291694397,0.142588727862438,0.8346176460146428,23.333333333333332,0.16017590628638
substitution,dgp1,600,10,5,20,6,RF,1.4712017645920932,0.8441787439909552,0.11820313242554933,0.8328002178279348,23.0,0.16017590628638
substitution,dgp1,600,10,5,20,6,SSRF,1.4544822024670594,0.8386625059085475,0.10358441619921825,0.8328002178279348,23.0,0.16017590628638
substitution,dgp1,600,10,5,20,6,SSRF-JS,1.4581401384914139,0.8400110321087456,0.10655686978904803,0.8328002178279348,23.0,0.16017590628638
substitution,dgp1,600,10,10,20,6,RF,1.4326839353007599,0.8314967347863563,0.0830274039463337,0.8355078093848644,23.1,0.16017590628638
substitution,dgp1,600,10,10,20,6,SSRF,1.4264144886720211,0.8286848438062979,0.07849877138559287,0.8355078093848644,23.1,0.16017590628638
substitution,dgp1,600,10,10,20,6,SSRF-JS,1.4281086953728845,0.8293860075524403,0.0794031700783859,0.8355078093848644,23.1,0.16017590628638
substitution,dgp1,600,10,25,20,6,RF,1.4184911411877168,0.8277639045821166,0.06705501079382847,0.8344159695705181,23.16,0.16017590628638
substitution,dgp1,600,10,25,20,6,SSRF,1.4170651747726632,0.8267959647738994,0.06694257406583277,0.8344159695705181,23.16,0.16017590628638
substitution,dgp1,600,10,25,20,6,SSRF-JS,1.4177920400661796,0.827135107933032,0.06741561552434676,0.8344159695705181,23.16,0.16017590628638
substitution,dgp1,600,10,50,20,6,RF,1.4111020902194253,0.8245810654023491,0.061347341401861134,0.8357973172681145,23.24,0.16017590628638
substitution,dgp1,600,10,50,20,6,SSRF,1.4122513996293802,0.8248060273072615,0.06338851893653794,0.8357973172681145,23.24,0.16017590628638
substitution,dgp1,600,10,50,20,6,SSRF-JS,1.4123605420095433,0.8248505582260078,0.06330701468243727,0.8357973172681145,23.24,0.16017590628638
substitution,dgp1,600,10,100,20,6,RF,1.4007084063389952,0.8210642160899199,0.05622465997983738,0.8364199858871092,23.08,0.16017590628638
substitution,dgp1,600,10,100,20,6,SSRF,1.4038707815845461,0.82187494002107,0.05953852404825265,0.8364199858871092,23.08,0.16017590628638
substitution,dgp1,600,10,100,20,6,SSRF-JS,1.4035509139557591,0.8216683913063076,0.059099829668248255,0.8364199858871092,23.08,0.16017590628638
substitution,dgp1,600,10,250,20,6,RF,1.3981607337119473,0.820550033031301,0.052794278694638964,0.8328322642759299,23.196,0.16017590628638
substitution,dgp1,600,10,250,20,6,SSRF,1.4031256770363207,0.8225632489823732,0.05812582454326167,0.8328322642759299,23.196,0.16017590628638
substitution,dgp1,600,10,250,20,6,SSRF-JS,1.4025362217354183,0.8222031169169547,0.057405211238179085,0.8328322642759299,23.196,0.16017590628638
substitution,dgp1,600,10,500,20,6,RF,1.3994579673083427,0.821014292581002,0.0528940172148645,0.833958968041678,23.168,0.16017590628638
substitution,dgp1,600,10,500,20,6,SSRF,1.4041643916353732,0.8224687036933843,0.05817997760620942,0.833958968041678,23.168,0.16017590628638
substitution,dgp1,600,10,500,20,6,SSRF-JS,1.4035831365407065,0.8221834485369907,0.05742686912162575,0.833958968041678,23.168,0.16017590628638
substitution,dgp1,600,10,1,20,7,RF,1.773585522941732,0.9697287178440666,0.363713539691888,0.8237163543298479,23.0,0.12120901172243352
substitution,dgp1,600,10,1,20,7,SSRF,1.6598315199879923,0.924763131610311,0.24906461389906795,0.8237163543298479,23.0,0.12120901172243352
substitution,dgp1,600,10,1,20,7,SSRF-JS,1.6742315676003243,0.9310604232011198,0.26422020663246965,0.8237163543298479,23.0,0.12120901172243352
substitution,dgp1,600,10,3,20,7,RF,1.5608937615625789,0.8916438103525091,0.17385408989732623,0.8441700301844673,23.666666666666668,0.12120901172243352
substitution,dgp1,600,10,3,20,7,SSRF,1.5228240724987971,0.8769527005377713,0.1318021343219664,0.8441700301844673,23.666666666666668,0.12120901172243352
substitution,dgp1,600,10,3,20,7,SSRF-JS,1.527190683960804,0.8788882510788013,0.1363189154659635,0.8441700301844673,23.666666666666668,0.12120901172243352
substitution,dgp1,600,10,5,20,7,RF,1.5244109694554278,0.8776159186681057,0.1310767019151983,0.847380422302216,23.8,0.12120901172243352
substitution,dgp1,600,10,5,20,7,SSRF,1.4995341624453458,0.8655655004976661,0.10335351158095672,0.847380422302216,23.8,0.12120901172243352
substitution,dgp1,600,10,5,20,7,SSRF-JS,1.5030707796125486,0.8673042717486625,0.10648578932400714,0.847380422302216,23.8,0.12120901172243352
substitution,dgp1,600,10,10,20,7,RF,1.457919962556886,0.8528645951958733,0.08653047235171046,0.848922425327076,23.5,0.12120901172243352
substitution,dgp1,600,10,10,20,7,SSRF,1.4507642988227605,0.8491506742721958,0.07272345629533693,0.848922425327076,23.5,0.12120901172243352
substitution,dgp1,600,10,10,20,7,SSRF-JS,1.45173618220747,0.8498474336684771,0.07394755801383081,0.848922425327076,23.5,0.12120901172243352
substitution,dgp1,600,10,25,20,7,RF,1.4557996108008402,0.8537879755949692,0.07608567054414601,0.8446626837650072,23.56,0.12120901172243352
substitution,dgp1,600,10,25,20,7,SSRF,1.4524769301917884,0.8515383013886585,0.06722559824448344,0.8446626837650072,23.56,0.12120901172243352
substitution,dgp1,600,10,25,20,7,SSRF-JS,1.4523802996389805,0.8518015731706997,0.06764119439676637,0.8446626837650072,23.56,0.12120901172243352
substitution,dgp1,600,10,50,20,7,RF,1.4433738247845662,0.8471161089605381,0.06485245958284136,0.8435355420629113,23.24,0.12120901172243352
substitution,dgp1,600,10,50,20,7,SSRF,1.443457847563034,0.8465714825583326,0.05927602136999491,0.8435355420629113,23.24,0.12120901172243352
substitution,dgp1,600,10,50,20,7,SSRF-JS,1.4430004813061899,0.8465449005187382,0.05935181555824058,0.8435355420629113,23.24,0.12120901172243352
substitution,dgp1,600,10,100,20,7,RF,1.4384111872605778,0.8439378595765187,0.058816812578176086,0.8421170181578765,23.13,0.12120901172243352
substitution,dgp1,600,10,100,20,7,SSRF,1.4400151701878119,0.8442130068886874,0.05466512374271564,0.8421170181578765,23.13,0.12120901172243352
substitution,dgp1,600,10,100,20,7,SSRF-JS,1.4393490210830557,0.8440367820468576,0.05464352069177096,0.8421170181578765,23.13,0.12120901172243352
substitution,dgp1,600,10,250,20,7,RF,1.43425348300094,0.8420805560812437,0.05703052759240184,0.8431205781830032,23.168,0.12120901172243352
substitution,dgp1,600,10,250,20,7,SSRF,1.436195831069138,0.8424395432629628,0.05265020773116959,0.8431205781830032,23.168,0.12120901172243352
substitution,dgp1,600,10,250,20,7,SSRF-JS,1.4355735958026732,0.8423040143431679,0.052784547583085296,0.8431205781830032,23.168,0.12120901172243352
substitution,dgp1,600,10,500,20,7,RF,1.434878929173582,0.8425306801123,0.05644461672283548,0.8427370988479727,23.204,0.12120901172243352
substitution,dgp1,600,10,500,20,7,SSRF,1.4372488092058768,0.8428979085403756,0.05263802472283942,0.8427370988479727,23.204,0.12120901172243352
substitution,dgp1,600,10,500,20,7,SSRF-JS,1.4365057034744986,0.8427101525991082,0.052669515393152365,0.8427370988479727,23.204,0.12120901172243352
substitution,dgp1,600,10,1,20,8,RF,1.4913321705379619,0.928154961300155,0.31996195402280203,0.8191706972906778,22.0,0.12304060642700146
substitution,dgp1,600,10,1,20,8,SSRF,1.39715410252636,0.8890100940109702,0.22052519474795107,0.8191706972906778,22.0,0.12304060642700146
substitution,dgp1,600,10,1,20,8,SSRF-JS,1.4061336210981483,0.8927464561498282,0.23011089738828566,0.8191706972906778,22.0,0.12304060642700146
substitution,dgp1,600,10,3,20,8,RF,1.3291202539455278,0.8614624801096582,0.15626385897902917,0.8304348716523853,22.333333333333332,0.12304060642700146
substitution,dgp1,600,10,3,20,8,SSRF,1.3014264825893076,0.8489624734271618,0.12258064765365877,0.8304348716523853,22.333333333333332,0.12304060642700146
substitution,dgp1,600,10,3,20,8,SSRF-JS,1.3038902786939965,0.850148454304978,0.12684365015587695,0.8304348716523853,22.333333333333332,0.12304060642700146
substitution,dgp1,600,10,5,20,8,RF,1.2898742719942482,0.8432414608254509,0.11275037988383262,0.8329031966677359,22.6,0.12304060642700146
substitution,dgp1,600,10,5,20,8,SSRF,1.2794218330538845,0.8367131373850013,0.09796586026872425,0.8329031966677359,22.6,0.12304060642700146
substitution,dgp1,600,10,5,20,8,SSRF-JS,1.280444648456407,0.8374452136416128,0.09991716279503153,0.8329031966677359,22.6,0.12304060642700146
substitution,dgp1,600,10,10,20,8,RF,1.2685192107690009,0.8288683811870388,0.08022364755215025,0.836961420046981,22.9,0.12304060642700146
substitution,dgp1,600,10,10,20,8,SSRF,1.2629575111415818,0.8267887998202038,0.07246265318367111,0.836961420046981,22.9,0.12304060642700146
substitution,dgp1,600,10,10,20,8,SSRF-JS,1.262789019740746,0.8267156788300665,0.07268674491675896,0.836961420046981,22.9,0.12304060642700146
substitution,dgp1,600,10,25,20,8,RF,1.2490330832806535,0.8226568637094892,0.06367494165098483,0.8313146346493303,23.04,0.12304060642700146
substitution,dgp1,600,10,25,20,8,SSRF,1.2470360907665397,0.8213870528935597,0.05950324191000315,0.8313146346493303,23.04,0.12304060642700146
substitution,dgp1,600,10,25,20,8,SSRF-JS,1.2470994270977793,0.8213867290092439,0.05942946247227435,0.8313146346493303,23.04,0.12304060642700146
substitution,dgp1,600,10,50,20,8,RF,1.2346405253243895,0.8155382282076571,0.049636536357509364,0.8278957221139727,23.1,0.12304060642700146
substitution,dgp1,600,10,50,20,8,SSRF,1.2380869993373647,0.8162369484691859,0.05094794391093739,0.8278957221139727,23.1,0.12304060642700146
substitution,dgp1,600,10,50,20,8,SSRF-JS,1.2372132180539412,0.8158460732950592,0.050160642118281765,0.8278957221139727,23.1,0.12304060642700146
substitution,dgp1,600,10,100,20,8,RF,1.236695886598384,0.8175458439363441,0.05079710294359826,0.8254281681977633,23.13,0.12304060642700146
substitution,dgp1,600,10,100,20,8,SSRF,1.2401355069270232,0.8178911458819156,0.05226581998810642,0.8254281681977633,23.13,0.12304060642700146
substitution,dgp1,600,10,100,20,8,SSRF-JS,1.2394699819958033,0.817708465590025,0.05164370726457554,0.8254281681977633,23.13,0.12304060642700146
substitution,dgp1,600,10,250,20,8,RF,1.2332485727370093,0.8167209124702586,0.0484010568835006,0.8228917083279446,23.188,0.12304060642700146
substitution,dgp1,600,10,250,20,8,SSRF,1.2377941600021443,0.8171306878747358,0.05071287579430512,0.8228917083279446,23.188,0.12304060642700146
substitution,dgp1,600,10,250,20,8,SSRF-JS,1.2371681704452815,0.8169576860613416,0.05018467219673202,0.8228917083279446,23.188,0.12304060642700146
substitution,dgp1,600,10,500,20,8,RF,1.232660560217162,0.8162463016750311,0.048631260890380494,0.8223333884171352,23.178,0.12304060642700146
substitution,dgp1,600,10,500,20,8,SSRF,1.2377785217251664,0.8168907844771987,0.05129233509391167,0.8223333884171352,23.178,0.12304060642700146
substitution,dgp1,600,10,500,20,8,SSRF-JS,1.2370627789138264,0.8167473458265068,0.05073498281127217,0.8223333884171352,23.178,0.12304060642700146
substitution,dgp1,600,10,1,20,9,RF,1.4754691777701934,0.9066122356421056,0.25541591652576107,0.8256348620752209,23.0,0.11910034247691684
substitution,dgp1,600,10,1,20,9,SSRF,1.3896081603909394,0.871663392483797,0.17936011556996004,0.8256348620752209,23.0,0.11910034247691684
substitution,dgp1,600,10,1,20,9,SSRF-JS,1.3952228926804529,0.8740739791080324,0.18232632619832018,0.8256348620752209,23.0,0.11910034247691684
substitution,dgp1,600,10,3,20,9,RF,1.360470763783753,0.857845911119666,0.16041455185354653,0.8454851031006821,23.333333333333332,0.11910034247691684
substitution,dgp1,600,10,3,20,9,SSRF,1.3220087600942407,0.8421327465871776,0.12603554683534723,0.8454851031006821,23.333333333333332,0.11910034247691684
substitution,dgp1,600,10,3,20,9,SSRF-JS,1.3259661481982505,0.8439945290412145,0.12950070777813186,0.8454851031006821,23.333333333333332,0.11910034247691684
substitution,dgp1,600,10,5,20,9,RF,1.2958955541427515,0.833364156618067,0.11033161820698507,0.8434395615715296,23.8,0.11910034247691684
substitution,dgp1,600,10,5,20,9,SSRF,1.2740746648381607,0.8238810056273327,0.09013606026226262,0.8434395615715296,23.8,0.11910034247691684
substitution,dgp1,600,10,5,20,9,SSRF-JS,1.2750425852752805,0.8243181062383222,0.09113644756909708,0.8434395615715296,23.8,0.11910034247691684
substitution,dgp1,600,10,10,20,9,RF,1.2706145009883452,0.8230779448292038,0.07353459711783253,0.8459971839764895,23.8,0.11910034247691684
substitution,dgp1,600,10,10,20,9,SSRF,1.2539220603826764,0.8169138712169849,0.0612269296106157,0.8459971839764895,23.8,0.11910034247691684
substitution,dgp1,600,10,10,20,9,SSRF-JS,1.255130848812556,0.8174674878605371,0.06173611776754528,0.8459971839764895,23.8,0.11910034247691684
substitution,dgp1,600,10,25,20,9,RF,1.2542351728939933,0.8192296571303243,0.06471130326954497,0.8549680065629215,23.08,0.11910034247691684
substitution,dgp1,600,10,25,20,9,SSRF,1.2415576090157159,0.8129224754905287,0.055328038192325936,0.8549680065629215,23.08,0.11910034247691684
substitution,dgp1,600,10,25,20,9,SSRF-JS,1.2426799760015093,0.8134978653503528,0.055853135546474315,0.8549680065629215,23.08,0.11910034247691684
substitution,dgp1,600,10,50,20,9,RF,1.254620922378644,0.8180296976924437,0.062114181062813696,0.8512224254634753,22.92,0.11910034247691684
substitution,dgp1,600,10,50,20,9,SSRF,1.2434325302985043,0.8125567203370653,0.05446019325365097,0.8512224254634753,22.92,0.11910034247691684
substitution,dgp1,600,10,50,20,9,SSRF-JS,1.244384854136002,0.8130694795479988,0.05483606288638881,0.8512224254634753,22.92,0.11910034247691684
substitution,dgp1,600,10,100,20,9,RF,1.2456251189083745,0.8146850796402241,0.05553926442565008,0.8491785501033573,23.1,0.11910034247691684
substitution,dgp1,600,10,100,20,9,SSRF,1.2368433690616014,0.8102361105985371,0.049918369575328525,0.8491785501033573,23.1,0.11910034247691684
substitution,dgp1,600,10,100,20,9,SSRF-JS,1.2375661237910878,0.8106311125964343,0.050069479748107916,0.8491785501033573,23.1,0.11910034247691684
substitution,dgp1,600,10,250,20,9,RF,1.2373383286192108,0.8114670940194316,0.05342711915194106,0.8474931173626583,23.18,0.11910034247691684
substitution,dgp1,600,10,250,20,9,SSRF,1.2311841918063446,0.8078997438044483,0.04905651212384538,0.8474931173626583,23.18,0.11910034247691684
substitution,dgp1,600,10,250,20,9,SSRF-JS,1.2312880980636842,0.8080748565937236,0.04903333989642951,0.8474931173626583,23.18,0.11910034247691684
substitution,dgp1,600,10,500,20,9,RF,1.2370574311043059,0.8102263272161991,0.053034388094379666,0.8461478982899157,23.126,0.11910034247691684
substitution,dgp1,600,10,500,20,9,SSRF,1.2312175785018533,0.8068748057795492,0.048924010799267864,0.8461478982899157,23.126,0.11910034247691684
substitution,dgp1,600,10,500,20,9,SSRF-JS,1.2312897687477686,0.8070076181349197,0.04886478483996177,0.8461478982899157,23.126,0.11910034247691684
substitution,dgp1,600,10,1,20,10,RF,1.417966341194176,0.9136669854374371,0.33618144376654946,0.7815276641704589,22.0,0.13413625868022258
substitution,dgp1,600,10,1,20,10,SSRF,1.3150511613451281,0.8684370633152848,0.22171639861171047,0.7815276641704589,22.0,0.13413625868022258
substitution,dgp1,600,10,1,20,10,SSRF-JS,1.3293838350176637,0.8749764997636696,0.23957780610863658,0.7815276641704589,22.0,0.13413625868022258
substitution,dgp1,600,10,3,20,10,RF,1.2525012070296884,0.8427846600581206,0.16083644119671667,0.8465447231296483,22.666666666666668,0.13413625868022258
substitution,dgp1,600,10,3,20,10,SSRF,1.2288040685942154,0.8310150975073166,0.1316978349576191,0.8465447231296483,22.666666666666668,0.13413625868022258
substitution,dgp1,600,10,3,20,10,SSRF-JS,1.2318033277193299,0.8325441941993692,0.13560423042239542,0.8465447231296483,22.666666666666668,0.13413625868022258
substitution,dgp1,600,10,5,20,10,RF,1.213497363124472,0.825800151893481,0.12209972648144521,0.8551486559117419,22.8,0.13413625868022258
substitution,dgp1,600,10,5,20,10,SSRF,1.2001735870028603,0.8171284665758664,0.10329346546753253,0.8551486559117419,22.8,0.13413625868022258
substitution,dgp1,600,10,5,20,10,SSRF-JS,1.2010648469613268,0.8181152338426197,0.10547398988224696,0.8551486559117419,22.8,0.13413625868022258
substitution,dgp1,600,10,10,20,10,RF,1.1960959713316324,0.8181085414046175,0.09454210022622188,0.8494277357651125,22.9,0.13413625868022258
substitution,dgp1,600,10,10,20,10,SSRF,1.1908235704691295,0.8125954523940375,0.08500679505671958,0.8494277357651125,22.9,0.13413625868022258
substitution,dgp1,600,10,10,20,10,SSRF-JS,1.1900545055012417,0.8128271661885863,0.08565543438533545,0.8494277357651125,22.9,0.13413625868022258
substitution,dgp1,600,10,25,20,10,RF,1.174500743549107,0.8014511437720214,0.06317288769432892,0.8415437101340931,23.16,0.13413625868022258
substitution,dgp1,600,10,25,20,10,SSRF,1.1755423878672198,0.7998190474989768,0.062289472930345625,0.8415437101340931,23.16,0.13413625868022258
substitution,dgp1,600,10,25,20,10,SSRF-JS,1.1744242767603592,0.7996099548374662,0.06193929052597828,0.8415437101340931,23.16,0.13413625868022258
substitution,dgp1,600,10,50,20,10,RF,1.1715455233530572,0.7979603239889781,0.056652142129471034,0.8417326546601713,23.28,0.13413625868022258
substitution,dgp1,600,10,50,20,10,SSRF,1.1737039863302472,0.7972749579130078,0.05795127444260794,0.8417326546601713,23.28,0.13413625868022258
substitution,dgp1,600,10,50,20,10,SSRF-JS,1.1729602623554327,0.7970885778864529,0.057517201906843125,0.8417326546601713,23.28,0.13413625868022258
substitution,dgp1,600,10,100,20,10,RF,1.1726603724232574,0.7969575229272838,0.05539441301545713,0.8455920610357086,23.08,0.13413625868022258
substitution,dgp1,600,10,100,20,10,SSRF,1.1740373835097213,0.7962286415187688,0.05636720658472059,0.8455920610357086,23.08,0.13413625868022258
substitution,dgp1,600,10,100,20,10,SSRF-JS,1.173414384532416,0.7960518841893657,0.05597475553710952,0.8455920610357086,23.08,0.13413625868022258
substitution,dgp1,600,10,250,20,10,RF,1.1728981015769089,0.7967675436756114,0.05531790428017956,0.8451260181907673,23.084,0.13413625868022258
substitution,dgp1,600,10,250,20,10,SSRF,1.175253214272592,0.7963717505281629,0.057460530474228166,0.8451260181907673,23.084,0.13413625868022258
substitution,dgp1,600,10,250,20,10,SSRF-JS,1.1746641494263168,0.796263984460532,0.056969925577305604,0.8451260181907673,23.084,0.13413625868022258
substitution,dgp1,600,10,500,20,10,RF,1.1708927097780701,0.795934428870709,0.05384264918180785,0.8448410856554621,23.138,0.13413625868022258
substitution,dgp1,600,10,500,20,10,SSRF,1.1734617941276468,0.7956588482283891,0.05611920020125636,0.8448410856554621,23.138,0.13413625868022258
substitution,dgp1,600,10,500,20,10,SSRF-JS,1.1729143302301002,0.7955479357948037,0.055657952655003326,0.8448410856554621,23.138,0.13413625868022258
substitution,dgp1,600,10,1,20,11,RF,1.6317346413232778,0.9705636951923186,0.4742393599221861,0.7672284134093413,25.0,0.09615047896506199
substitution,dgp1,600,10,1,20,11,SSRF,1.465552549132222,0.9116696110857533,0.30532584592488005,0.7672284134093413,25.0,0.09615047896506199
substitution,dgp1,600,10,1,20,11,SSRF-JS,1.4810326792772357,0.9170569397103664,0.31989400264920215,0.7672284134093413,25.0,0.09615047896506199
substitution,dgp1,600,10,3,20,11,RF,1.3295020691308108,0.8594830701755067,0.17856916846637105,0.7790904609716315,23.666666666666668,0.09615047896506199
substitution,dgp1,600,10,3,20,11,SSRF,1.2922791651244903,0.8445572805952319,0.1360840473413743,0.7790904609716315,23.666666666666668,0.09615047896506199
substitution,dgp1,600,10,3,20,11,SSRF-JS,1.2959387884299989,0.8462628029972402,0.14035035029194637,0.7790904609716315,23.666666666666668,0.09615047896506199
substitution,dgp1,600,10,5,20,11,RF,1.2717493826587813,0.8355996261094406,0.12469032429876785,0.778447834770859,23.4,0.09615047896506199
substitution,dgp1,600,10,5,20,11,SSRF,1.253844497280117,0.8280618145645793,0.09984718269907446,0.778447834770859,23.4,0.09615047896506199
substitution,dgp1,600,10,5,20,11,SSRF-JS,1.2551957719753446,0.8288169756793574,0.10241771901129217,0.778447834770859,23.4,0.09615047896506199
substitution,dgp1,600,10,10,20,11,RF,1.2373833994133647,0.8260035091166634,0.07929763332098637,0.7877737572260347,22.8,0.09615047896506199
substitution,dgp1,600,10,10,20,11,SSRF,1.2313492791637701,0.8220702124507804,0.06930004439623746,0.7877737572260347,22.8,0.09615047896506199
substitution,dgp1,600,10,10,20,11,SSRF-JS,1.2319738170740147,0.82260035907608,0.07053449526930297,0.7877737572260347,22.8,0.09615047896506199
substitution,dgp1,600,10,25,20,11,RF,1.2303626405089623,0.8206220241546929,0.06123822819817969,0.781564229927537,22.96,0.09615047896506199
substitution,dgp1,600,10,25,20,11,SSRF,1.230224698438873,0.8191478904830943,0.05948345350989913,0.781564229927537,22.96,0.09615047896506199
substitution,dgp1,600,10,25,20,11,SSRF-JS,1.229816468020899,0.8192148507712447,0.05959389215090988,0.781564229927537,22.96,0.09615047896506199
