experiment,dgp,n,p,B,min_leaf,rep,method,mse,mse_true,runtime,lam_tree,lam_cv,lam_ij,lam_oracle,lam_local_mean
calibration,dgp1,300,10,10,5,6,Cal-CV-local,1.3590912631002279,0.178571785662815,0.07977864400027102,0.7797739510440406,0.6920137614247683,0.02068871954803768,0.37,0.7021072455014885
calibration,dgp1,300,10,10,5,6,Cal-IJ,1.3710071436466387,0.17855880016231668,0.01848460300016086,0.7797739510440406,0.6920137614247683,0.02068871954803768,0.37,0.7021072455014885
calibration,dgp1,300,10,10,5,7,RF,1.3964985076922767,0.1785938074019519,0.013160206000065955,0.8010360911821485,0.5228566009632898,0.14621908718185467,0.46,0.6015397692013489
calibration,dgp1,300,10,10,5,7,SSRF-JS,1.353609497383889,0.13693864999165933,0.013160206000065955,0.8010360911821485,0.5228566009632898,0.14621908718185467,0.46,0.6015397692013489
calibration,dgp1,300,10,10,5,7,Cal-CV,1.3245833981665258,0.10774427916945543,0.07566226900007678,0.8010360911821485,0.5228566009632898,0.14621908718185467,0.46,0.6015397692013489
calibration,dgp1,300,10,10,5,7,Cal-CV-local,1.3295059428210478,0.11721931215699476,0.07566226900007678,0.8010360911821485,0.5228566009632898,0.14621908718185467,0.46,0.6015397692013489
calibration,dgp1,300,10,10,5,7,Cal-IJ,1.3469367983887008,0.13093880574868255,0.01758124200000566,0.8010360911821485,0.5228566009632898,0.14621908718185467,0.46,0.6015397692013489
calibration,dgp1,300,10,10,5,8,RF,1.3039929641921515,0.15020394273412235,0.012395846999879723,0.7954629513621799,0.5969369099825668,0.41038250293522965,0.56,0.6276066438082882
calibration,dgp1,300,10,10,5,8,SSRF-JS,1.2713557214068802,0.12071582813229137,0.012395846999879723,0.7954629513621799,0.5969369099825668,0.41038250293522965,0.56,0.6276066438082882
calibration,dgp1,300,10,10,5,8,Cal-CV,1.2549135712816948,0.10838318297288782,0.073339500999964,0.7954629513621799,0.5969369099825668,0.41038250293522965,0.56,0.6276066438082882
calibration,dgp1,300,10,10,5,8,Cal-CV-local,1.262507275637222,0.11527423195207744,0.073339500999964,0.7954629513621799,0.5969369099825668,0.41038250293522965,0.56,0.6276066438082882
calibration,dgp1,300,10,10,5,8,Cal-IJ,1.2556652306610876,0.11249444048136926,0.017578220999894256,0.7954629513621799,0.5969369099825668,0.41038250293522965,0.56,0.6276066438082882
calibration,dgp1,300,10,10,5,9,RF,1.424470604649226,0.15817210663928727,0.012870497999983854,0.7819726357814988,0.5912513356932385,0.11755908654257788,0.52,0.6312840517419389
calibration,dgp1,300,10,10,5,9,SSRF-JS,1.3980784217674775,0.13130415877644172,0.012870497999983854,0.7819726357814988,0.5912513356932385,0.11755908654257788,0.52,0.6312840517419389
