experiment,dgp,n,p,B,min_leaf,rep,method,mse,mse_true,runtime,lam_tree,lam_cv,lam_ij,lam_oracle,lam_local_mean
calibration,dgp1,1200,10,10,5,18,SSRF-JS,1.303613176927741,0.09772562427400608,0.036348792000126195,0.7935297843455349,0.48156885625427565,0.16311795167157636,0.58,0.504068209405668
calibration,dgp1,1200,10,10,5,18,Cal-CV,1.2798214548360975,0.08930920207660252,0.20733966000011606,0.7935297843455349,0.48156885625427565,0.16311795167157636,0.58,0.504068209405668
calibration,dgp1,1200,10,10,5,18,Cal-CV-local,1.2875544164670665,0.09782336957689772,0.20733966000011606,0.7935297843455349,0.48156885625427565,0.16311795167157636,0.58,0.504068209405668
calibration,dgp1,1200,10,10,5,18,Cal-IJ,1.3000585697898734,0.12526870670670281,0.049826791999976194,0.7935297843455349,0.48156885625427565,0.16311795167157636,0.58,0.504068209405668
calibration,dgp1,1200,10,10,5,19,RF,1.2732021642894702,0.12386998442225676,0.0373124430000189,0.791995119484126,0.5193180748132926,0.1342257545566311,0.6,0.5001109193732901
calibration,dgp1,1200,10,10,5,19,SSRF-JS,1.2512761740809297,0.09628415645435115,0.0373124430000189,0.791995119484126,0.5193180748132926,0.1342257545566311,0.6,0.5001109193732901
calibration,dgp1,1200,10,10,5,19,Cal-CV,1.2519781620593526,0.08958622134884402,0.21263307100002748,0.791995119484126,0.5193180748132926,0.1342257545566311,0.6,0.5001109193732901
calibration,dgp1,1200,10,10,5,19,Cal-CV-local,1.2567749029900233,0.09588074172417589,0.21263307100002748,0.791995119484126,0.5193180748132926,0.1342257545566311,0.6,0.5001109193732901
calibration,dgp1,1200,10,10,5,19,Cal-IJ,1.310485805796819,0.13763120081369742,0.057096037000064825,0.791995119484126,0.5193180748132926,0.1342257545566311,0.6,0.5001109193732901
calibration,dgp1,1200,10,100,5,0,RF,1.2473275875106793,0.0658980636669103,0.3874336169999424,0.8073571218835464,0.8361985871719251,0.8488606269847337,0.78,0.8602448914340306
calibration,dgp1,1200,10,100,5,0,SSRF-JS,1.247679538000426,0.05765200602759361,0.3874336169999424,0.8073571218835464,0.8361985871719251,0.8488606269847337,0.78,0.8602448914340306
calibration,dgp1,1200,10,100,5,0,Cal-CV,1.246950076571546,0.05804309169674169,2.077427426999975,0.8073571218835464,0.8361985871719251,0.8488606269847337,0.78,0.8602448914340306
calibration,dgp1,1200,10,100,5,0,Cal-CV-local,1.2482446077716767,0.059025568041395825,2.077427426999975,0.8073571218835464,0.8361985871719251,0.8488606269847337,0.78,0.8602448914340306
calibration,dgp1,1200,10,100,5,0,Cal-IJ,1.246650446188231,0.05832147775198492,0.4620763299999453,0.8073571218835464,0.8361985871719251,0.8488606269847337,0.78,0.8602448914340306
calibration,dgp1,1200,10,100,5,1,RF,1.3829929397873406,0.05334168951504561,0.3541577050000342,0.7979085526931051,0.8765432509974773,0.8254522283155663,0.84,0.8927999664838129
calibration,dgp1,1200,10,100,5,1,SSRF-JS,1.3825181549457386,0.049832327396330055,0.3541577050000342,0.7979085526931051,0.8765432509974773,0.8254522283155663,0.84,0.8927999664838129
calibration,dgp1,1200,10,100,5,1,Cal-CV,1.3813595740532565,0.049753326720431666,1.872025813000164,0.7979085526931051,0.8765432509974773,0.8254522283155663,0.84,0.8927999664838129
calibration,dgp1,1200,10,100,5,1,Cal-CV-local,1.3804101602552394,0.04975227108403452,1.872025813000164,0.7979085526931051,0.8765432509974773,0.8254522283155663,0.84,0.8927999664838129
calibration,dgp1,1200,10,100,5,1,Cal-IJ,1.3820559335862115,0.049640635310691295,0.4193773810000039,0.7979085526931051,0.8765432509974773,0.8254522283155663,0.84,0.8927999664838129
calibration,dgp1,1200,10,100,5,2,RF,1.2372872964213169,0.05571923794048651,0.3379959680000866,0.799143836464927,0.8169855625833007,0.7113675497588634,0.81,0.8393431097783955
calibration,dgp1,1200,10,100,5,2,SSRF-JS,1.2236081406876103,0.04922229356115038,0.3379959680000866,0.799143836464927,0.8169855625833007,0.7113675497588634,0.81,0.8393431097783955
calibration,dgp1,1200,10,100,5,2,Cal-CV,1.224098977051608,0.04925382711556353,1.839724728000192,0.799143836464927,0.8169855625833007,0.7113675497588634,0.81,0.8393431097783955
calibration,dgp1,1200,10,100,5,2,Cal-CV-local,1.2226398649126968,0.049525920972145976,1.839724728000192,0.799143836464927,0.8169855625833007,0.7113675497588634,0.81,0.8393431097783955
calibration,dgp1,1200,10,100,5,2,Cal-IJ,1.2219323294278042,0.05096698400840521,0.4044852230001652,0.799143836464927,0.8169855625833007,0.7113675497588634,0.81,0.8393431097783955
calibration,dgp1,1200,10,100,5,3,RF,1.1957462766697344,0.04963946537595755,0.3458530679999967,0.8089850344971606,0.8061013862276168,0.8452011780856673,0.84,0.8440922516612878
calibration,dgp1,1200,10,100,5,3,SSRF-JS,1.1983846908795899,0.04564987416036711,0.3458530679999967,0.8089850344971606,0.8061013862276168,0.8452011780856673,0.84,0.8440922516612878
calibration,dgp1,1200,10,100,5,3,Cal-CV,1.1985473444601789,0.045670532070526605,1.8514456559998962,0.8089850344971606,0.8061013862276168,0.8452011780856673,0.84,0.8440922516612878
calibration,dgp1,1200,10,100,5,3,Cal-CV-local,1.1987619182608689,0.04770446299475401,1.8514456559998962,0.8089850344971606,0.8061013862276168,0.8452011780856673,0.84,0.8440922516612878
calibration,dgp1,1200,10,100,5,3,Cal-IJ,1.196988654986246,0.04547701807968531,0.4083432109998739,0.8089850344971606,0.8061013862276168,0.8452011780856673,0.84,0.8440922516612878
calibration,dgp1,1200,10,100,5,4,RF,1.1916932910138502,0.06408792842152884,0.3475738470001488,0.8059306914734218,0.9141585355065628,0.8264438810294201,0.76,0.9323675631281928
calibration,dgp1,1200,10,100,5,4,SSRF-JS,1.1783932412836353,0.053598322171245674,0.3475738470001488,0.8059306914734218,0.9141585355065628,0.8264438810294201,0.76,0.9323675631281928
calibration,dgp1,1200,10,100,5,4,Cal-CV,1.1840663163614844,0.0576954459616542,1.8821532060001118,0.8059306914734218,0.9141585355065628,0.8264438810294201,0.76,0.9323675631281928
calibration,dgp1,1200,10,100,5,4,Cal-CV-local,1.1839188416871314,0.05957052861723372,1.8821532060001118,0.8059306914734218,0.9141585355065628,0.8264438810294201,0.76,0.9323675631281928
calibration,dgp1,1200,10,100,5,4,Cal-IJ,1.1791259200892121,0.054016480359956896,0.41789189199994325,0.8059306914734218,0.9141585355065628,0.8264438810294201,0.76,0.9323675631281928
calibration,dgp1,1200,10,100,5,5,RF,1.2723259312847834,0.07680030590950478,0.3699870559998999,0.7603725171307603,0.8176855576218498,0.4964955609331207,0.81,0.8345660844253598
calibration,dgp1,1200,10,100,5,5,SSRF-JS,1.2686408898564328,0.07208234709871122,0.3699870559998999,0.7603725171307603,0.8176855576218498,0.4964955609331207,0.81,0.8345660844253598
calibration,dgp1,1200,10,100,5,5,Cal-CV,1.268120647279041,0.07176756066438282,2.0247823350000544,0.7603725171307603,0.8176855576218498,0.4964955609331207,0.81,0.8345660844253598
calibration,dgp1,1200,10,100,5,5,Cal-CV-local,1.2730669601472404,0.07405315936077288,2.0247823350000544,0.7603725171307603,0.8176855576218498,0.4964955609331207,0.81,0.8345660844253598
calibration,dgp1,1200,10,100,5,5,Cal-IJ,1.2826419278481833,0.08483107261536477,0.443033110999977,0.7603725171307603,0.8176855576218498,0.4964955609331207,0.81,0.8345660844253598
calibration,dgp1,1200,10,100,5,6,RF,1.3163242445694419,0.06882821382732437,0.3573584570001458,0.803536071239429,0.9094662349180208,0.8321819632278362,0.79,0.927812355386698
calibration,dgp1,1200,10,100,5,6,SSRF-JS,1.3033144838543502,0.061179589521193845,0.3573584570001458,0.803536071239429,0.9094662349180208,0.8321819632278362,0.79,0.927812355386698
calibration,dgp1,1200,10,100,5,6,Cal-CV,1.308645729635641,0.0636131879255798,1.9161146390001704,0.803536071239429,0.9094662349180208,0.8321819632278362,0.79,0.927812355386698
calibration,dgp1,1200,10,100,5,6,Cal-CV-local,1.3108015386915224,0.06509870826370372,1.9161146390001704,0.803536071239429,0.9094662349180208,0.8321819632278362,0.79,0.927812355386698
calibration,dgp1,1200,10,100,5,6,Cal-IJ,1.3043280109759485,0.06139843002850239,0.4251442300001145,0.803536071239429,0.9094662349180208,0.8321819632278362,0.79,0.927812355386698
calibration,dgp1,1200,10,100,5,7,RF,1.3080085777012633,0.06911967888955303,0.36419901999988724,0.792590874963708,0.7823695517345807,0.7194075918595413,0.8,0.8270662802649784
calibration,dgp1,1200,10,100,5,7,SSRF-JS,1.3013999705763686,0.06337415043008383,0.36419901999988724,0.792590874963708,0.7823695517345807,0.7194075918595413,0.8,0.8270662802649784
calibration,dgp1,1200,10,100,5,7,Cal-CV,1.3015342084308519,0.06335572996535958,1.9960044760000528,0.792590874963708,0.7823695517345807,0.7194075918595413,0.8,0.8270662802649784
calibration,dgp1,1200,10,100,5,7,Cal-CV-local,1.3086475766214873,0.06486448529903552,1.9960044760000528,0.792590874963708,0.7823695517345807,0.7194075918595413,0.8,0.8270662802649784
calibration,dgp1,1200,10,100,5,7,Cal-IJ,1.3022268715012515,0.06425392244439414,0.4344512319999012,0.792590874963708,0.7823695517345807,0.7194075918595413,0.8,0.8270662802649784
calibration,dgp1,1200,10,100,5,8,RF,1.2749409612967675,0.059081447757509474,0.36056343199993535,0.7932549256287069,0.7374610643736728,0.632727870919492,0.84,0.7688536466740876
calibration,dgp1,1200,10,100,5,8,SSRF-JS,1.274951067539339,0.055455026784291754,0.36056343199993535,0.7932549256287069,0.7374610643736728,0.632727870919492,0.84,0.7688536466740876
calibration,dgp1,1200,10,100,5,8,Cal-CV,1.2769024359401098,0.05666502757445352,1.7099775510000654,0.7932549256287069,0.7374610643736728,0.632727870919492,0.84,0.7688536466740876
calibration,dgp1,1200,10,100,5,8,Cal-CV-local,1.2746117920172007,0.056980449541086824,1.7099775510000654,0.7932549256287069,0.7374610643736728,0.632727870919492,0.84,0.7688536466740876
calibration,dgp1,1200,10,100,5,8,Cal-IJ,1.283472599293632,0.06148874175965937,0.4180965529999412,0.7932549256287069,0.7374610643736728,0.632727870919492,0.84,0.7688536466740876
calibration,dgp1,1200,10,100,5,9,RF,1.4431783280842003,0.0636870199386691,0.2869220510001469,0.7819966113058295,0.7278646951427025,0.44668039026127054,0.8300000000000001,0.7668856234636608
calibration,dgp1,1200,10,100,5,9,SSRF-JS,1.4388420489031797,0.05913082568663966,0.2869220510001469,0.7819966113058295,0.7278646951427025,0.44668039026127054,0.8300000000000001,0.7668856234636608
calibration,dgp1,1200,10,100,5,9,Cal-CV,1.4401242079687266,0.06050968441673927,1.7050622980000298,0.7819966113058295,0.7278646951427025,0.44668039026127054,0.8300000000000001,0.7668856234636608
calibration,dgp1,1200,10,100,5,9,Cal-CV-local,1.4411748027185407,0.06188955726183528,1.7050622980000298,0.7819966113058295,0.7278646951427025,0.44668039026127054,0.8300000000000001,0.7668856234636608
calibration,dgp1,1200,10,100,5,9,Cal-IJ,1.4630679955125578,0.08332615941494863,0.35197611400030837,0.7819966113058295,0.7278646951427025,0.44668039026127054,0.8300000000000001,0.7668856234636608
calibration,dgp1,1200,10,100,5,10,RF,1.1871066936221224,0.05946676536299011,0.37238479999996343,0.8043696716193851,0.8056137829560917,0.6250955879405704,0.87,0.8452664616515252
calibration,dgp1,1200,10,100,5,10,SSRF-JS,1.173639629982927,0.057747582132088575,0.37238479999996343,0.8043696716193851,0.8056137829560917,0.6250955879405704,0.87,0.8452664616515252
calibration,dgp1,1200,10,100,5,10,Cal-CV,1.1734556582769573,0.057709202529272544,1.9740177720000247,0.8043696716193851,0.8056137829560917,0.6250955879405704,0.87,0.8452664616515252
calibration,dgp1,1200,10,100,5,10,Cal-CV-local,1.1765458704346217,0.05883875641539143,1.9740177720000247,0.8043696716193851,0.8056137829560917,0.6250955879405704,0.87,0.8452664616515252
calibration,dgp1,1200,10,100,5,10,Cal-IJ,1.1712487127854998,0.06654721805862752,0.44057406699994317,0.8043696716193851,0.8056137829560917,0.6250955879405704,0.87,0.8452664616515252
calibration,dgp1,1200,10,100,5,11,RF,1.1704544336669145,0.07362552458073786,0.3567063339999095,0.7753466761548453,0.7072475073850396,0.4466963526707034,0.89,0.7485554989518638
calibration,dgp1,1200,10,100,5,11,SSRF-JS,1.1758746495140922,0.07352373541253791,0.3567063339999095,0.7753466761548453,0.7072475073850396,0.4466963526707034,0.89,0.7485554989518638
calibration,dgp1,1200,10,100,5,11,Cal-CV,1.1800276813300064,0.07620971686123865,1.969728692999979,0.7753466761548453,0.7072475073850396,0.4466963526707034,0.89,0.7485554989518638
calibration,dgp1,1200,10,100,5,11,Cal-CV-local,1.18063045082434,0.07647690083823018,1.969728692999979,0.7753466761548453,0.7072475073850396,0.4466963526707034,0.89,0.7485554989518638
calibration,dgp1,1200,10,100,5,11,Cal-IJ,1.2066315114887205,0.09659325344010784,0.42482718699989164,0.7753466761548453,0.7072475073850396,0.4466963526707034,0.89,0.7485554989518638
calibration,dgp1,1200,10,100,5,12,RF,1.0751409374274716,0.05875947520812414,0.35497966399998404,0.7668728102483402,0.7847965140272406,0.6363833734435271,0.89,0.8232181852036653
calibration,dgp1,1200,10,100,5,12,SSRF-JS,1.0794321659142085,0.05894794898444808,0.35497966399998404,0.7668728102483402,0.7847965140272406,0.6363833734435271,0.89,0.8232181852036653
calibration,dgp1,1200,10,100,5,12,Cal-CV,1.0785958125868114,0.0584529122839206,1.8004938440001297,0.7668728102483402,0.7847965140272406,0.6363833734435271,0.89,0.8232181852036653
calibration,dgp1,1200,10,100,5,12,Cal-CV-local,1.0787464831185924,0.05909795150296454,1.8004938440001297,0.7668728102483402,0.7847965140272406,0.6363833734435271,0.89,0.8232181852036653
calibration,dgp1,1200,10,100,5,12,Cal-IJ,1.088318370294701,0.0655814281872992,0.4526729990000149,0.7668728102483402,0.7847965140272406,0.6363833734435271,0.89,0.8232181852036653
calibration,dgp1,1200,10,100,5,13,RF,1.3004103603382022,0.07745336556424386,0.37412990400002855,0.8057022339027271,0.7945186458258775,0.7054453739265669,0.8300000000000001,0.8337741691032667
calibration,dgp1,1200,10,100,5,13,SSRF-JS,1.2952203563328557,0.07347267687887288,0.37412990400002855,0.8057022339027271,0.7945186458258775,0.7054453739265669,0.8300000000000001,0.8337741691032667
calibration,dgp1,1200,10,100,5,13,Cal-CV,1.2952931444528808,0.0735618758861829,1.8537340709999626,0.8057022339027271,0.7945186458258775,0.7054453739265669,0.8300000000000001,0.8337741691032667
calibration,dgp1,1200,10,100,5,13,Cal-CV-local,1.2959120817350724,0.0754890473207768,1.8537340709999626,0.8057022339027271,0.7945186458258775,0.7054453739265669,0.8300000000000001,0.8337741691032667
calibration,dgp1,1200,10,100,5,13,Cal-IJ,1.2966495807215395,0.07544964719578606,0.44189359000006334,0.8057022339027271,0.7945186458258775,0.7054453739265669,0.8300000000000001,0.8337741691032667
calibration,dgp1,1200,10,100,5,14,RF,1.2550616502686773,0.06123737214623033,0.39462046999983613,0.7964193111859973,0.6552313037949421,0.45745515405570825,0.99,0.7136744685404574
calibration,dgp1,1200,10,100,5,14,SSRF-JS,1.2605061819200656,0.06558454393813605,0.39462046999983613,0.7964193111859973,0.6552313037949421,0.45745515405570825,0.99,0.7136744685404574
calibration,dgp1,1200,10,100,5,14,Cal-CV,1.2696367226330096,0.07403123860102119,1.9594790989997364,0.7964193111859973,0.6552313037949421,0.45745515405570825,0.99,0.7136744685404574
calibration,dgp1,1200,10,100,5,14,Cal-CV-local,1.2644240308271544,0.0735604340255974,1.9594790989997364,0.7964193111859973,0.6552313037949421,0.45745515405570825,0.99,0.7136744685404574
calibration,dgp1,1200,10,100,5,14,Cal-IJ,1.289981409645476,0.09335413897636068,0.4552822189998551,0.7964193111859973,0.6552313037949421,0.45745515405570825,0.99,0.7136744685404574
calibration,dgp1,1200,10,100,5,15,RF,1.2418048626334872,0.071690244056631,0.2937018940001508,0.7799923168566865,0.6932972330544169,0.4887360842076452,0.92,0.7516588450636046
calibration,dgp1,1200,10,100,5,15,SSRF-JS,1.248949476205678,0.0729704459855897,0.2937018940001508,0.7799923168566865,0.6932972330544169,0.4887360842076452,0.92,0.7516588450636046
calibration,dgp1,1200,10,100,5,15,Cal-CV,1.254504496972691,0.07638625658946423,1.6187423500000477,0.7799923168566865,0.6932972330544169,0.4887360842076452,0.92,0.7516588450636046
calibration,dgp1,1200,10,100,5,15,Cal-CV-local,1.2547376524084375,0.07579310004658928,1.6187423500000477,0.7799923168566865,0.6932972330544169,0.4887360842076452,0.92,0.7516588450636046
calibration,dgp1,1200,10,100,5,15,Cal-IJ,1.2745653819653073,0.09110897626994101,0.3559787080002934,0.7799923168566865,0.6932972330544169,0.4887360842076452,0.92,0.7516588450636046
calibration,dgp1,1200,10,100,5,16,RF,1.2642834970723484,0.06066591190316249,0.33052943899997445,0.7785022395622367,0.822474672036507,0.746437198224277,0.84,0.8642404488685206
calibration,dgp1,1200,10,100,5,16,SSRF-JS,1.2605227240046093,0.05663427563452306,0.33052943899997445,0.7785022395622367,0.822474672036507,0.746437198224277,0.84,0.8642404488685206
calibration,dgp1,1200,10,100,5,16,Cal-CV,1.259874431582177,0.05607317493812908,1.776339302999986,0.7785022395622367,0.822474672036507,0.746437198224277,0.84,0.8642404488685206
calibration,dgp1,1200,10,100,5,16,Cal-CV-local,1.2619540887280472,0.05850577003718656,1.776339302999986,0.7785022395622367,0.822474672036507,0.746437198224277,0.84,0.8642404488685206
calibration,dgp1,1200,10,100,5,16,Cal-IJ,1.2613526795569316,0.05747275292747877,0.39299042199991163,0.7785022395622367,0.822474672036507,0.746437198224277,0.84,0.8642404488685206
calibration,dgp1,1200,10,100,5,17,RF,1.2930994700369844,0.0499182252799034,0.33225498699994205,0.8046888327734913,0.8238646483411629,0.8356199352137069,0.85,0.8644500459402531
calibration,dgp1,1200,10,100,5,17,SSRF-JS,1.2949435268975147,0.046795039555518766,0.33225498699994205,0.8046888327734913,0.8238646483411629,0.8356199352137069,0.85,0.8644500459402531
calibration,dgp1,1200,10,100,5,17,Cal-CV,1.2941889363450072,0.04658285543380663,1.7737145280000277,0.8046888327734913,0.8238646483411629,0.8356199352137069,0.85,0.8644500459402531
calibration,dgp1,1200,10,100,5,17,Cal-CV-local,1.2929889822116387,0.047092055063707616,1.7737145280000277,0.8046888327734913,0.8238646483411629,0.8356199352137069,0.85,0.8644500459402531
calibration,dgp1,1200,10,100,5,17,Cal-IJ,1.2938049291427594,0.046494162135700116,0.4021105689998876,0.8046888327734913,0.8238646483411629,0.8356199352137069,0.85,0.8644500459402531
calibration,dgp1,1200,10,100,5,18,RF,1.2673477203057528,0.06282213859978435,0.34379257400019014,0.7805965546017012,0.748879111799512,0.6645858160006753,0.8,0.7997200822671856
calibration,dgp1,1200,10,100,5,18,SSRF-JS,1.2550284415205724,0.055554589588891444,0.34379257400019014,0.7805965546017012,0.748879111799512,0.6645858160006753,0.8,0.7997200822671856
calibration,dgp1,1200,10,100,5,18,Cal-CV,1.2547551723427521,0.055870887367876584,1.8121923280002648,0.7805965546017012,0.748879111799512,0.6645858160006753,0.8,0.7997200822671856
calibration,dgp1,1200,10,100,5,18,Cal-CV-local,1.254902738275629,0.058219257586789204,1.8121923280002648,0.7805965546017012,0.748879111799512,0.6645858160006753,0.8,0.7997200822671856
calibration,dgp1,1200,10,100,5,18,Cal-IJ,1.2556903313058339,0.05869965023404495,0.4057714850002867,0.7805965546017012,0.748879111799512,0.6645858160006753,0.8,0.7997200822671856
calibration,dgp1,1200,10,100,5,19,RF,1.2510926527546085,0.06535387463922739,0.35085546300001624,0.7922155176440058,0.6211973149134546,0.45652079262509065,0.9400000000000001,0.6820704913679506
calibration,dgp1,1200,10,100,5,19,SSRF-JS,1.259095066294742,0.06732983918050282,0.35085546300001624,0.7922155176440058,0.6211973149134546,0.45652079262509065,0.9400000000000001,0.6820704913679506
calibration,dgp1,1200,10,100,5,19,Cal-CV,1.2734961890517995,0.07669962397215493,1.9045047480001358,0.7922155176440058,0.6211973149134546,0.45652079262509065,0.9400000000000001,0.6820704913679506
calibration,dgp1,1200,10,100,5,19,Cal-CV-local,1.2756929480957249,0.07523226345464981,1.9045047480001358,0.7922155176440058,0.6211973149134546,0.45652079262509065,0.9400000000000001,0.6820704913679506
calibration,dgp1,1200,10,100,5,19,Cal-IJ,1.2936775370208755,0.09207383098586946,0.4231044480000037,0.7922155176440058,0.6211973149134546,0.45652079262509065,0.9400000000000001,0.6820704913679506
calibration,dgp1,1200,10,500,5,0,RF,1.4389026946303183,0.049954591669226396,1.6952312540001913,0.7988652926560039,0.7440300775381978,0.7860312810501833,0.92,0.8812641941558119
calibration,dgp1,1200,10,500,5,0,SSRF-JS,1.4361834510281621,0.050878412767690784,1.6952312540001913,0.7988652926560039,0.7440300775381978,0.7860312810501833,0.92,0.8812641941558119
calibration,dgp1,1200,10,500,5,0,Cal-CV,1.4372993184940255,0.05304009115291969,9.029408241000283,0.7988652926560039,0.7440300775381978,0.7860312810501833,0.92,0.8812641941558119
calibration,dgp1,1200,10,500,5,0,Cal-CV-local,1.4354932231051047,0.04961322664053269,9.029408241000283,0.7988652926560039,0.7440300775381978,0.7860312810501833,0.92,0.8812641941558119
calibration,dgp1,1200,10,500,5,0,Cal-IJ,1.4363418756691453,0.05131326723332585,2.0042253290000644,0.7988652926560039,0.7440300775381978,0.7860312810501833,0.92,0.8812641941558119
calibration,dgp1,1200,10,500,5,1,RF,1.3052548605768952,0.04772464023636163,1.7718353600000682,0.7979085159451247,0.7810233882676607,0.8295902752758808,0.93,0.8982837948826955
calibration,dgp1,1200,10,500,5,1,SSRF-JS,1.3027018258026841,0.04916730283697037,1.7718353600000682,0.7979085159451247,0.7810233882676607,0.8295902752758808,0.93,0.8982837948826955
calibration,dgp1,1200,10,500,5,1,Cal-CV,1.3030697739085866,0.04983384159743694,9.520952635999947,0.7979085159451247,0.7810233882676607,0.8295902752758808,0.93,0.8982837948826955
calibration,dgp1,1200,10,500,5,1,Cal-CV-local,1.299361881497836,0.04699545351811068,9.520952635999947,0.7979085159451247,0.7810233882676607,0.8295902752758808,0.93,0.8982837948826955
calibration,dgp1,1200,10,500,5,1,Cal-IJ,1.3024175096937998,0.048229145979798785,2.1348585960001856,0.7979085159451247,0.7810233882676607,0.8295902752758808,0.93,0.8982837948826955
calibration,dgp1,1200,10,500,5,2,RF,1.1425351900789027,0.04419803952393577,1.826556243000141,0.7955750937240942,0.8191144490090138,0.7611665916692192,0.9500000000000001,0.9288244817991893
calibration,dgp1,1200,10,500,5,2,SSRF-JS,1.1431937484390007,0.04721396805683489,1.826556243000141,0.7955750937240942,0.8191144490090138,0.7611665916692192,0.9500000000000001,0.9288244817991893
calibration,dgp1,1200,10,500,5,2,Cal-CV,1.1425670001181736,0.04629458616979754,9.14613523800017,0.7955750937240942,0.8191144490090138,0.7611665916692192,0.9500000000000001,0.9288244817991893
calibration,dgp1,1200,10,500,5,2,Cal-CV-local,1.1421806801422185,0.04429244711576896,9.14613523800017,0.7955750937240942,0.8191144490090138,0.7611665916692192,0.9500000000000001,0.9288244817991893
calibration,dgp1,1200,10,500,5,2,Cal-IJ,1.1444586350694383,0.04884767286039403,2.1666734750001524,0.7955750937240942,0.8191144490090138,0.7611665916692192,0.9500000000000001,0.9288244817991893
calibration,dgp1,1200,10,500,5,3,RF,1.2829670717824282,0.05822504343853473,1.841816609000034,0.7979732312060636,0.9128524241787614,0.8380958573675252,0.91,0.9659884133179635
calibration,dgp1,1200,10,500,5,3,SSRF-JS,1.2818941701809285,0.05867671830124749,1.841816609000034,0.7979732312060636,0.9128524241787614,0.8380958573675252,0.91,0.9659884133179635
calibration,dgp1,1200,10,500,5,3,Cal-CV,1.2813006659506745,0.05722774863537463,9.585723671000096,0.7979732312060636,0.9128524241787614,0.8380958573675252,0.91,0.9659884133179635
calibration,dgp1,1200,10,500,5,3,Cal-CV-local,1.2824079399511776,0.05765155819750457,9.585723671000096,0.7979732312060636,0.9128524241787614,0.8380958573675252,0.91,0.9659884133179635
calibration,dgp1,1200,10,500,5,3,Cal-IJ,1.2813174747556262,0.057818531447541587,2.16861582599995,0.7979732312060636,0.9128524241787614,0.8380958573675252,0.91,0.9659884133179635
calibration,dgp1,1200,10,500,5,4,RF,1.2715707738886535,0.05382166002197989,1.8310053819998302,0.7940205152632889,0.8447571336276554,0.8594622601657362,0.85,0.9331664903057135
calibration,dgp1,1200,10,500,5,4,SSRF-JS,1.2715018577318558,0.05129561862604582,1.8310053819998302,0.7940205152632889,0.8447571336276554,0.8594622601657362,0.85,0.9331664903057135
calibration,dgp1,1200,10,500,5,4,Cal-CV,1.2704321011475437,0.050852840313358946,9.199191527999801,0.7940205152632889,0.8447571336276554,0.8594622601657362,0.85,0.9331664903057135
calibration,dgp1,1200,10,500,5,4,Cal-CV-local,1.2695356920687821,0.05118250651538412,9.199191527999801,0.7940205152632889,0.8447571336276554,0.8594622601657362,0.85,0.9331664903057135
calibration,dgp1,1200,10,500,5,4,Cal-IJ,1.2702514600423138,0.050845556885486,2.1687976499997603,0.7940205152632889,0.8447571336276554,0.8594622601657362,0.85,0.9331664903057135
calibration,dgp1,1200,10,500,5,5,RF,1.3473714405764612,0.05064966559668456,1.8651795079999829,0.769434551396989,0.7106456756854796,0.7225563397159925,0.9,0.8641876788148044
calibration,dgp1,1200,10,500,5,5,SSRF-JS,1.3462949840655063,0.05148399974018605,1.8651795079999829,0.769434551396989,0.7106456756854796,0.7225563397159925,0.9,0.8641876788148044
calibration,dgp1,1200,10,500,5,5,Cal-CV,1.3483709562469617,0.05415103222694062,9.523382588000004,0.769434551396989,0.7106456756854796,0.7225563397159925,0.9,0.8641876788148044
calibration,dgp1,1200,10,500,5,5,Cal-CV-local,1.3427816265914003,0.050163137408097004,9.523382588000004,0.769434551396989,0.7106456756854796,0.7225563397159925,0.9,0.8641876788148044
calibration,dgp1,1200,10,500,5,5,Cal-IJ,1.3478763637323095,0.05355345626351277,2.1583587550001084,0.769434551396989,0.7106456756854796,0.7225563397159925,0.9,0.8641876788148044
calibration,dgp1,1200,10,500,5,6,RF,1.3795718338904748,0.05391141856289343,1.6564945939999234,0.7878539498057833,0.8411748861277294,0.873223262282551,0.86,0.930825038076163
calibration,dgp1,1200,10,500,5,6,SSRF-JS,1.3775891936599358,0.051870185385834336,1.6564945939999234,0.7878539498057833,0.8411748861277294,0.873223262282551,0.86,0.930825038076163
calibration,dgp1,1200,10,500,5,6,Cal-CV,1.3768626349729465,0.05117299543201871,9.26267734499993,0.7878539498057833,0.8411748861277294,0.873223262282551,0.86,0.930825038076163
calibration,dgp1,1200,10,500,5,6,Cal-CV-local,1.37574336001449,0.0498323808367265,9.26267734499993,0.7878539498057833,0.8411748861277294,0.873223262282551,0.86,0.930825038076163
calibration,dgp1,1200,10,500,5,6,Cal-IJ,1.376819875815277,0.05113613325474034,1.9241823600000316,0.7878539498057833,0.8411748861277294,0.873223262282551,0.86,0.930825038076163
calibration,dgp1,1200,10,500,5,7,RF,1.2257261699264594,0.06111317429742259,1.6811343419999503,0.7876792707071977,0.8989430520983677,0.8146983486862045,0.9,0.95794550073481
calibration,dgp1,1200,10,500,5,7,SSRF-JS,1.2244149388602799,0.0611887906825543,1.6811343419999503,0.7876792707071977,0.8989430520983677,0.8146983486862045,0.9,0.95794550073481
calibration,dgp1,1200,10,500,5,7,Cal-CV,1.2236726225421433,0.05977407368536506,9.337036104999925,0.7876792707071977,0.8989430520983677,0.8146983486862045,0.9,0.95794550073481
calibration,dgp1,1200,10,500,5,7,Cal-CV-local,1.223292882060084,0.05982139731200756,9.337036104999925,0.7876792707071977,0.8989430520983677,0.8146983486862045,0.9,0.95794550073481
