dataset,n,p,split,B,method,mse,mae,runtime,lam,lam_naive,leaves,n_eff,n_train
ozone,203,25,22,100,SSRF-JS,12.265508668699173,2.7478872384175217,0.11249094799995873,0.9492959510460511,0.9745339370061085,22.21,3.5224515806671777,142
ozone,203,25,22,100,SSRF,12.27932977962994,2.750263838283924,0.11249094799995873,0.9492959510460511,0.9745339370061085,22.21,3.5224515806671777,142
ozone,203,25,22,100,SSRF-naive,12.311022428206421,2.7471440302298276,0.11705278999988877,0.9492959510460511,0.9745339370061085,22.21,3.5224515806671777,142
ozone,203,25,22,100,SSRF-rob,12.307883321095352,2.7467134855446615,0.17487168199977532,0.9492959510460511,0.9745339370061085,22.21,3.5224515806671777,142
ozone,203,25,22,100,RF-tuned,13.242962182096473,2.8362773920581543,1.2256916940000337,0.9492959510460511,0.9745339370061085,22.21,3.5224515806671777,142
ozone,203,25,22,100,SSRF-tuned,12.265508668699173,2.7478872384175217,1.3332382670000698,0.9492959510460511,0.9745339370061085,22.21,3.5224515806671777,142
ozone,203,25,22,100,LassoRF,13.502068199446063,2.9030163517181053,0.1087641550002445,0.9492959510460511,0.9745339370061085,22.21,3.5224515806671777,142
ozone,203,25,22,100,GBM,14.474509316283758,2.907083366488292,0.06960379900010594,0.9492959510460511,0.9745339370061085,22.21,3.5224515806671777,142
ozone,203,25,22,500,RF,14.778348093968955,3.0759758510267186,0.6179150069997377,0.949686694231082,0.9753362977845648,22.162,3.5212642697910077,142
ozone,203,25,22,500,SSRF-JS,15.144224023253715,3.1216641874978315,0.6179150069997377,0.949686694231082,0.9753362977845648,22.162,3.5212642697910077,142
ozone,203,25,22,500,SSRF,15.182447525564779,3.1238621577935946,0.6179150069997377,0.949686694231082,0.9753362977845648,22.162,3.5212642697910077,142
ozone,203,25,22,500,SSRF-naive,14.929459056689957,3.097251625990473,0.5882267169999977,0.949686694231082,0.9753362977845648,22.162,3.5212642697910077,142
ozone,203,25,22,500,SSRF-rob,14.942058800818275,3.0993510032347675,0.8872198960002606,0.949686694231082,0.9753362977845648,22.162,3.5212642697910077,142
ozone,203,25,22,500,RF-tuned,16.074083104301344,3.190014258271997,1.7013776329999928,0.949686694231082,0.9753362977845648,22.162,3.5212642697910077,142
ozone,203,25,22,500,SSRF-tuned,15.768467271467854,3.1835770482214674,2.2760112410001057,0.949686694231082,0.9753362977845648,22.162,3.5212642697910077,142
ozone,203,25,22,500,LassoRF,15.174383760445965,3.0936292933172163,0.40992361899998286,0.949686694231082,0.9753362977845648,22.162,3.5212642697910077,142
ozone,203,25,22,500,GBM,19.17803692587587,3.3147931947005747,0.07567851000021619,0.949686694231082,0.9753362977845648,22.162,3.5212642697910077,142
ozone,203,25,23,5,RF,22.21600448826768,3.5831615925058555,0.005190977999973256,0.9570824385811438,0.9775257009993851,22.6,3.558965699025427,142
ozone,203,25,23,5,SSRF-JS,22.10399386537038,3.541536273433254,0.005190977999973256,0.9570824385811438,0.9775257009993851,22.6,3.558965699025427,142
ozone,203,25,23,5,SSRF,21.98588655343141,3.534372119094324,0.005190977999973256,0.9570824385811438,0.9775257009993851,22.6,3.558965699025427,142
ozone,203,25,23,5,SSRF-naive,22.123362251217717,3.5614811271934395,0.005450194000331976,0.9570824385811438,0.9775257009993851,22.6,3.558965699025427,142
ozone,203,25,23,5,SSRF-rob,22.125527284588525,3.555456335546199,0.008930735999911121,0.9570824385811438,0.9775257009993851,22.6,3.558965699025427,142
ozone,203,25,23,10,RF,22.64463055114888,3.396966833377532,0.009808239999983925,0.9563919996122661,0.978031748172483,21.0,3.6663559028592285,142
ozone,203,25,23,10,SSRF-JS,22.117959138618055,3.3992206517953103,0.009808239999983925,0.9563919996122661,0.978031748172483,21.0,3.6663559028592285,142
ozone,203,25,23,10,SSRF,22.025617123157765,3.3953293190144125,0.009808239999983925,0.9563919996122661,0.978031748172483,21.0,3.6663559028592285,142
ozone,203,25,23,10,SSRF-naive,22.33536062894536,3.3938445875449,0.01070590200015431,0.9563919996122661,0.978031748172483,21.0,3.6663559028592285,142
ozone,203,25,23,10,SSRF-rob,22.311351994408504,3.3966221182391916,0.01710224999987986,0.9563919996122661,0.978031748172483,21.0,3.6663559028592285,142
ozone,203,25,23,25,RF,15.266938151231214,2.9086847160125844,0.025706016000185627,0.9511573818104884,0.9754982452061829,22.04,3.6154552424263073,142
ozone,203,25,23,25,SSRF-JS,15.7650158017019,3.001791135542369,0.025706016000185627,0.9511573818104884,0.9754982452061829,22.04,3.6154552424263073,142
ozone,203,25,23,25,SSRF,15.816417195311638,3.007377582362901,0.025706016000185627,0.9511573818104884,0.9754982452061829,22.04,3.6154552424263073,142
ozone,203,25,23,25,SSRF-naive,15.498898623484541,2.953296416631172,0.02723837400026241,0.9511573818104884,0.9754982452061829,22.04,3.6154552424263073,142
ozone,203,25,23,25,SSRF-rob,15.519776246845336,2.9589589711433493,0.047143175000201154,0.9511573818104884,0.9754982452061829,22.04,3.6154552424263073,142
ozone,203,25,23,25,RF-tuned,13.253015706555045,2.677751150686033,1.133181709999917,0.9511573818104884,0.9754982452061829,22.04,3.6154552424263073,142
ozone,203,25,23,25,SSRF-tuned,15.03242449527088,2.8850167902160835,1.1610292149998713,0.9511573818104884,0.9754982452061829,22.04,3.6154552424263073,142
ozone,203,25,23,25,LassoRF,12.69745520209351,2.7503822747573587,0.04807371700007934,0.9511573818104884,0.9754982452061829,22.04,3.6154552424263073,142
ozone,203,25,23,25,GBM,14.189881306434417,2.8888414372541664,0.06522658199992293,0.9511573818104884,0.9754982452061829,22.04,3.6154552424263073,142
ozone,203,25,23,100,RF,23.266893987577276,3.6582226405197704,0.0985042969996357,0.95765809710631,0.9790187562989948,22.1,3.526409160292819,142
ozone,203,25,23,100,SSRF-JS,22.86863809152996,3.622771174510308,0.0985042969996357,0.95765809710631,0.9790187562989948,22.1,3.526409160292819,142
ozone,203,25,23,100,SSRF,22.81104333004946,3.620020672850223,0.0985042969996357,0.95765809710631,0.9790187562989948,22.1,3.526409160292819,142
ozone,203,25,23,100,SSRF-naive,23.03583441569662,3.638090259690675,0.10644176699997843,0.95765809710631,0.9790187562989948,22.1,3.526409160292819,142
ozone,203,25,23,100,SSRF-rob,23.037681276813263,3.63808236364802,0.17003659300007712,0.95765809710631,0.9790187562989948,22.1,3.526409160292819,142
ozone,203,25,23,100,RF-tuned,22.65109323910514,3.5659586110610713,1.1969659010001124,0.95765809710631,0.9790187562989948,22.1,3.526409160292819,142
ozone,203,25,23,100,SSRF-tuned,21.533130332229558,3.5398755207716057,1.3313851289999548,0.95765809710631,0.9790187562989948,22.1,3.526409160292819,142
ozone,203,25,23,100,LassoRF,20.08804416726372,3.419891816557727,0.10440346199993655,0.95765809710631,0.9790187562989948,22.1,3.526409160292819,142
ozone,203,25,23,100,GBM,23.404528065899516,3.75654836424892,0.0209238830002505,0.95765809710631,0.9790187562989948,22.1,3.526409160292819,142
ozone,203,25,23,500,RF,17.439633872627446,3.199968204164255,0.4783978529999331,0.9532726439326346,0.9770035501886016,22.066,3.553920882245372,142
ozone,203,25,23,500,SSRF-JS,17.689399459872423,3.2492686306909353,0.4783978529999331,0.9532726439326346,0.9770035501886016,22.066,3.553920882245372,142
ozone,203,25,23,500,SSRF,17.720964076948846,3.2546079071034404,0.4783978529999331,0.9532726439326346,0.9770035501886016,22.066,3.553920882245372,142
ozone,203,25,23,500,SSRF-naive,17.54177981096049,3.2209027969976187,0.5395111759999054,0.9532726439326346,0.9770035501886016,22.066,3.553920882245372,142
ozone,203,25,23,500,SSRF-rob,17.551389602177565,3.222997881217027,0.8618023019998873,0.9532726439326346,0.9770035501886016,22.066,3.553920882245372,142
ozone,203,25,23,500,RF-tuned,17.185289939672373,3.2088405069429666,1.5887239979997503,0.9532726439326346,0.9770035501886016,22.066,3.553920882245372,142
ozone,203,25,23,500,SSRF-tuned,17.39104851624288,3.235023622448803,2.28832907900005,0.9532726439326346,0.9770035501886016,22.066,3.553920882245372,142
ozone,203,25,23,500,LassoRF,17.558462918240544,3.233489741775484,0.45791610600008426,0.9532726439326346,0.9770035501886016,22.066,3.553920882245372,142
ozone,203,25,23,500,GBM,17.418799185894304,3.181897004249594,0.1333405129998937,0.9532726439326346,0.9770035501886016,22.066,3.553920882245372,142
ozone,203,25,24,5,RF,20.82139122119079,3.6912200458921767,0.005609342999832734,0.950120984398674,0.9768164474732064,22.0,3.459006193493588,142
ozone,203,25,24,5,SSRF-JS,21.87533292147515,3.7463621167629615,0.005609342999832734,0.950120984398674,0.9768164474732064,22.0,3.459006193493588,142
ozone,203,25,24,5,SSRF,21.95127139158393,3.753859588601459,0.005609342999832734,0.950120984398674,0.9768164474732064,22.0,3.459006193493588,142
ozone,203,25,24,5,SSRF-naive,21.277750619863852,3.713064968130558,0.005740469000102166,0.950120984398674,0.9768164474732064,22.0,3.459006193493588,142
ozone,203,25,24,5,SSRF-rob,21.501687412394006,3.726890131810404,0.009907257000122627,0.950120984398674,0.9768164474732064,22.0,3.459006193493588,142
ozone,203,25,24,10,RF,24.540348754202647,3.7830152224824354,0.010138006000033783,0.9584967608943128,0.9805635778465497,22.2,3.476325432667567,142
ozone,203,25,24,10,SSRF-JS,25.08378417198606,3.8247361210516893,0.010138006000033783,0.9584967608943128,0.9805635778465497,22.2,3.476325432667567,142
ozone,203,25,24,10,SSRF,25.295184252263194,3.8460949307034435,0.010138006000033783,0.9584967608943128,0.9805635778465497,22.2,3.476325432667567,142
ozone,203,25,24,10,SSRF-naive,24.79360155633256,3.8015091169949793,0.011504797999805305,0.9584967608943128,0.9805635778465497,22.2,3.476325432667567,142
ozone,203,25,24,10,SSRF-rob,24.806061759165846,3.804231721865556,0.018190411999967182,0.9584967608943128,0.9805635778465497,22.2,3.476325432667567,142
ozone,203,25,24,25,RF,20.956111229353304,3.5598271615451935,0.026869552999869484,0.9501309628829071,0.975275994771044,22.16,3.497745750596813,142
ozone,203,25,24,25,SSRF-JS,21.549091839299525,3.6149601844011436,0.026869552999869484,0.9501309628829071,0.975275994771044,22.16,3.497745750596813,142
ozone,203,25,24,25,SSRF,21.55372106883349,3.622737459633236,0.026869552999869484,0.9501309628829071,0.975275994771044,22.16,3.497745750596813,142
ozone,203,25,24,25,SSRF-naive,21.223477627551063,3.5830866034069766,0.02765058200020576,0.9501309628829071,0.975275994771044,22.16,3.497745750596813,142
ozone,203,25,24,25,SSRF-rob,21.25177327481402,3.5866583121326348,0.04396576599992841,0.9501309628829071,0.975275994771044,22.16,3.497745750596813,142
ozone,203,25,24,25,RF-tuned,22.40069582127818,3.728667633020575,1.1670878219997576,0.9501309628829071,0.975275994771044,22.16,3.497745750596813,142
ozone,203,25,24,25,SSRF-tuned,19.801288920010062,3.4950897748294336,1.1968381819997376,0.9501309628829071,0.975275994771044,22.16,3.497745750596813,142
ozone,203,25,24,25,LassoRF,21.840270684326804,3.663684514558321,0.05026376900013929,0.9501309628829071,0.975275994771044,22.16,3.497745750596813,142
ozone,203,25,24,25,GBM,23.095289794052693,3.766571186633294,0.06807400099978622,0.9501309628829071,0.975275994771044,22.16,3.497745750596813,142
ozone,203,25,24,100,RF,18.564896187034837,3.2752047760982195,0.09668604400030745,0.9528645095882905,0.9767245610951292,22.2,3.540167807262317,142
ozone,203,25,24,100,SSRF-JS,19.34025265587113,3.3643290917270394,0.09668604400030745,0.9528645095882905,0.9767245610951292,22.2,3.540167807262317,142
ozone,203,25,24,100,SSRF,19.444711127123814,3.374965650661664,0.09668604400030745,0.9528645095882905,0.9767245610951292,22.2,3.540167807262317,142
ozone,203,25,24,100,SSRF-naive,18.926383960779724,3.317041799685476,0.1062401700000919,0.9528645095882905,0.9767245610951292,22.2,3.540167807262317,142
ozone,203,25,24,100,SSRF-rob,18.9797953365509,3.3235414252556197,0.17078618999994433,0.9528645095882905,0.9767245610951292,22.2,3.540167807262317,142
ozone,203,25,24,100,RF-tuned,18.95954822932715,3.3142019676723153,1.2783018550003362,0.9528645095882905,0.9767245610951292,22.2,3.540167807262317,142
ozone,203,25,24,100,SSRF-tuned,19.43839500038539,3.3565510645774457,1.3987580090006304,0.9528645095882905,0.9767245610951292,22.2,3.540167807262317,142
ozone,203,25,24,100,LassoRF,19.67693114059789,3.4293517265443327,0.11148717900005067,0.9528645095882905,0.9767245610951292,22.2,3.540167807262317,142
ozone,203,25,24,100,GBM,18.613866472480094,3.2782080916802867,0.1789605600001778,0.9528645095882905,0.9767245610951292,22.2,3.540167807262317,142
ozone,203,25,24,500,RF,18.915350683798003,3.506855333935325,0.4933485319997999,0.9512492759156291,0.9757947898298871,22.17,3.5380254280265233,142
ozone,203,25,24,500,SSRF-JS,19.662564555624638,3.5741806072043882,0.4933485319997999,0.9512492759156291,0.9757947898298871,22.17,3.5380254280265233,142
ozone,203,25,24,500,SSRF,19.74659759224846,3.582053612846689,0.4933485319997999,0.9512492759156291,0.9757947898298871,22.17,3.5380254280265233,142
ozone,203,25,24,500,SSRF-naive,19.257618400087257,3.5377056523561503,0.5785859989996425,0.9512492759156291,0.9757947898298871,22.17,3.5380254280265233,142
ozone,203,25,24,500,SSRF-rob,19.325641793965435,3.5440107821103632,0.8953088879998177,0.9512492759156291,0.9757947898298871,22.17,3.5380254280265233,142
ozone,203,25,24,500,RF-tuned,18.80418872855133,3.4600434414401624,1.728708536999875,0.9512492759156291,0.9757947898298871,22.17,3.5380254280265233,142
ozone,203,25,24,500,SSRF-tuned,19.911589709943534,3.585573189880337,2.382318426999973,0.9512492759156291,0.9757947898298871,22.17,3.5380254280265233,142
ozone,203,25,24,500,LassoRF,19.733760815766956,3.5781748127333426,0.4280562869998903,0.9512492759156291,0.9757947898298871,22.17,3.5380254280265233,142
ozone,203,25,24,500,GBM,19.731812037702696,3.317214469499833,0.09657076499979667,0.9512492759156291,0.9757947898298871,22.17,3.5380254280265233,142
savings,50,4,0,5,RF,18.105225545481865,3.7375077777777785,0.004391514999952051,0.750159821214617,0.8151337218081547,5.6,3.4699322386297173,35
savings,50,4,0,5,SSRF-JS,18.046889537994836,3.7717207092579197,0.004391514999952051,0.750159821214617,0.8151337218081547,5.6,3.4699322386297173,35
savings,50,4,0,5,SSRF,18.161355870071173,3.7892023314659014,0.004391514999952051,0.750159821214617,0.8151337218081547,5.6,3.4699322386297173,35
savings,50,4,0,5,SSRF-naive,18.178489974102998,3.772896295996538,0.004744659000152751,0.750159821214617,0.8151337218081547,5.6,3.4699322386297173,35
savings,50,4,0,5,SSRF-rob,18.040874936519288,3.773669005547733,0.008831876999920496,0.750159821214617,0.8151337218081547,5.6,3.4699322386297173,35
savings,50,4,0,10,RF,14.89770484628781,2.7370791534391534,0.008042042999932164,0.8649021835028163,0.8794386953654868,5.3,3.8592214296986778,35
savings,50,4,0,10,SSRF-JS,13.700625927213856,2.580617790780115,0.008042042999932164,0.8649021835028163,0.8794386953654868,5.3,3.8592214296986778,35
savings,50,4,0,10,SSRF,12.738193665891208,2.4264651350641744,0.008042042999932164,0.8649021835028163,0.8794386953654868,5.3,3.8592214296986778,35
savings,50,4,0,10,SSRF-naive,13.745270076984133,2.5897693829349815,0.008399155999995855,0.8649021835028163,0.8794386953654868,5.3,3.8592214296986778,35
savings,50,4,0,10,SSRF-rob,13.756556076573045,2.5857865643296796,0.013254258000415575,0.8649021835028163,0.8794386953654868,5.3,3.8592214296986778,35
savings,50,4,0,25,RF,18.240082239203698,3.152957244829245,0.020056176999787567,0.7465082520819013,0.7929063614256883,5.4,3.51898096892233,35
savings,50,4,0,25,SSRF-JS,19.754287850289355,3.243617947138269,0.020056176999787567,0.7465082520819013,0.7929063614256883,5.4,3.51898096892233,35
savings,50,4,0,25,SSRF,20.86884659454572,3.3109614839691326,0.020056176999787567,0.7465082520819013,0.7929063614256883,5.4,3.51898096892233,35
savings,50,4,0,25,SSRF-naive,19.302274507165357,3.2195797813568743,0.022594188000311988,0.7465082520819013,0.7929063614256883,5.4,3.51898096892233,35
savings,50,4,0,25,SSRF-rob,19.60690024799576,3.231776735340808,0.03483393300030002,0.7465082520819013,0.7929063614256883,5.4,3.51898096892233,35
savings,50,4,0,100,RF,10.011852220108738,2.66188343001443,0.07800017900035527,0.8135057224825931,0.8469478604178272,5.37,3.5440150099114,35
savings,50,4,0,100,SSRF-JS,9.086901895998574,2.5540075046287836,0.07800017900035527,0.8135057224825931,0.8469478604178272,5.37,3.5440150099114,35
savings,50,4,0,100,SSRF,8.695493705776185,2.47444625316369,0.07800017900035527,0.8135057224825931,0.8469478604178272,5.37,3.5440150099114,35
savings,50,4,0,100,SSRF-naive,9.224562086058727,2.574729383763171,0.08967951800013907,0.8135057224825931,0.8469478604178272,5.37,3.5440150099114,35
savings,50,4,0,100,SSRF-rob,9.280103069897073,2.580724573590961,0.14685731399958968,0.8135057224825931,0.8469478604178272,5.37,3.5440150099114,35
savings,50,4,0,500,RF,22.373924256745745,3.432020492422396,0.40996096899971235,0.8721548322243662,0.8936653696926462,5.38,3.570261736013113,35
savings,50,4,0,500,SSRF-JS,21.413616831151014,3.4496129461067238,0.40996096899971235,0.8721548322243662,0.8936653696926462,5.38,3.570261736013113,35
savings,50,4,0,500,SSRF,20.800351545987848,3.4616710636683115,0.40996096899971235,0.8721548322243662,0.8936653696926462,5.38,3.570261736013113,35
savings,50,4,0,500,SSRF-naive,21.57437286284538,3.4470627810144916,0.44648547199994937,0.8721548322243662,0.8936653696926462,5.38,3.570261736013113,35
savings,50,4,0,500,SSRF-rob,21.53514411206136,3.446184006722359,0.7405049770000005,0.8721548322243662,0.8936653696926462,5.38,3.570261736013113,35
savings,50,4,1,5,RF,6.7447403212396075,2.092928888888889,0.004222356999889598,0.85091532690367,0.8752965594647721,5.8,3.5476620292036114,35
savings,50,4,1,5,SSRF-JS,5.869004184017423,1.963306861849704,0.004222356999889598,0.85091532690367,0.8752965594647721,5.8,3.5476620292036114,35
savings,50,4,1,5,SSRF,5.48540076455375,1.8947901290556155,0.004222356999889598,0.85091532690367,0.8752965594647721,5.8,3.5476620292036114,35
savings,50,4,1,5,SSRF-naive,6.027767913330275,1.9868281722220005,0.0043233179999333515,0.85091532690367,0.8752965594647721,5.8,3.5476620292036114,35
savings,50,4,1,5,SSRF-rob,5.798902270910196,1.953567336035992,0.006721432000176719,0.85091532690367,0.8752965594647721,5.8,3.5476620292036114,35
savings,50,4,1,10,RF,16.596354085533445,2.9648011111111114,0.007425253999826964,0.7843973089655232,0.8194450438006579,5.7,3.692850628330505,35
savings,50,4,1,10,SSRF-JS,15.363589075185045,2.941358407361333,0.007425253999826964,0.7843973089655232,0.8194450438006579,5.7,3.692850628330505,35
savings,50,4,1,10,SSRF,14.868378104744538,2.9721087948886558,0.007425253999826964,0.7843973089655232,0.8194450438006579,5.7,3.692850628330505,35
savings,50,4,1,10,SSRF-naive,15.644152807541305,2.9568003150356246,0.0088930359997903,0.7843973089655232,0.8194450438006579,5.7,3.692850628330505,35
savings,50,4,1,10,SSRF-rob,15.44875531714427,2.942917160297292,0.013220955000178947,0.7843973089655232,0.8194450438006579,5.7,3.692850628330505,35
savings,50,4,1,25,RF,17.790995317715858,3.2023798797498797,0.01938897399986672,0.7751209532312384,0.8188452246513408,5.24,3.6340328646651723,35
savings,50,4,1,25,SSRF-JS,17.934218335085443,3.2479727158303366,0.01938897399986672,0.7751209532312384,0.8188452246513408,5.24,3.6340328646651723,35
savings,50,4,1,25,SSRF,18.264409735311812,3.288254755650313,0.01938897399986672,0.7751209532312384,0.8188452246513408,5.24,3.6340328646651723,35
savings,50,4,1,25,SSRF-naive,17.932092434397518,3.2416143429975572,0.02554668099992341,0.7751209532312384,0.8188452246513408,5.24,3.6340328646651723,35
savings,50,4,1,25,SSRF-rob,18.040761042412157,3.2570902871308127,0.03606992100003481,0.7751209532312384,0.8188452246513408,5.24,3.6340328646651723,35
savings,50,4,1,100,RF,18.170878590090204,3.07158249054649,0.07768668800008527,0.8545293932047303,0.8797102947045876,5.35,3.6092230851375664,35
savings,50,4,1,100,SSRF-JS,17.798273264149966,3.0620670730320962,0.07768668800008527,0.8545293932047303,0.8797102947045876,5.35,3.6092230851375664,35
savings,50,4,1,100,SSRF,17.616405804897784,3.066331647383906,0.07768668800008527,0.8545293932047303,0.8797102947045876,5.35,3.6092230851375664,35
savings,50,4,1,100,SSRF-naive,17.8287758592796,3.058211229531202,0.08381146900001113,0.8545293932047303,0.8797102947045876,5.35,3.6092230851375664,35
savings,50,4,1,100,SSRF-rob,17.837485626536346,3.0606004593319738,0.13726922800015018,0.8545293932047303,0.8797102947045876,5.35,3.6092230851375664,35
savings,50,4,1,500,RF,12.869100594740654,2.868305214063712,0.3686568459997943,0.829380829239654,0.860104546767684,5.382,3.5949895790492614,35
savings,50,4,1,500,SSRF-JS,12.445047417348489,2.8486083230232255,0.3686568459997943,0.829380829239654,0.860104546767684,5.382,3.5949895790492614,35
savings,50,4,1,500,SSRF,12.23228027443491,2.8296642845087643,0.3686568459997943,0.829380829239654,0.860104546767684,5.382,3.5949895790492614,35
savings,50,4,1,500,SSRF-naive,12.493550695972663,2.8488778764298615,0.40487281500008976,0.829380829239654,0.860104546767684,5.382,3.5949895790492614,35
savings,50,4,1,500,SSRF-rob,12.476563215619532,2.8486314302167086,0.6696569420000742,0.829380829239654,0.860104546767684,5.382,3.5949895790492614,35
savings,50,4,2,5,RF,22.391074481947093,3.370253121693122,0.004160413000136032,0.7423795882703913,0.8503935901177877,5.8,3.224098742674594,35
savings,50,4,2,5,SSRF-JS,23.072053258192398,3.5132694040619676,0.004160413000136032,0.7423795882703913,0.8503935901177877,5.8,3.224098742674594,35
savings,50,4,2,5,SSRF,23.700667463040368,3.6077303601823023,0.004160413000136032,0.7423795882703913,0.8503935901177877,5.8,3.224098742674594,35
savings,50,4,2,5,SSRF-naive,22.491696674205812,3.423058988512425,0.004179102000307466,0.7423795882703913,0.8503935901177877,5.8,3.224098742674594,35
savings,50,4,2,5,SSRF-rob,23.04844407904421,3.5061496941928074,0.0074710490002871666,0.7423795882703913,0.8503935901177877,5.8,3.224098742674594,35
savings,50,4,2,10,RF,13.60092388134038,2.79468880952381,0.007450357999914559,0.8377010688177151,0.879878130952139,5.5,3.471091287589567,35
savings,50,4,2,10,SSRF-JS,14.010451700329986,2.800627063631291,0.007450357999914559,0.8377010688177151,0.879878130952139,5.5,3.471091287589567,35
savings,50,4,2,10,SSRF,14.620905764688676,2.8421956832758326,0.007450357999914559,0.8377010688177151,0.879878130952139,5.5,3.471091287589567,35
savings,50,4,2,10,SSRF-naive,13.963439362202848,2.7810446603429013,0.008283733000098437,0.8377010688177151,0.879878130952139,5.5,3.471091287589567,35
savings,50,4,2,10,SSRF-rob,13.907910350722371,2.791583210488882,0.01396416500028863,0.8377010688177151,0.879878130952139,5.5,3.471091287589567,35
savings,50,4,2,25,RF,16.855194818882296,3.3762097566137563,0.01888474599991241,0.8410889408641041,0.8818346998525675,5.44,3.5566424261240486,35
savings,50,4,2,25,SSRF-JS,16.15901589666095,3.2674480534331085,0.01888474599991241,0.8410889408641041,0.8818346998525675,5.44,3.5566424261240486,35
savings,50,4,2,25,SSRF,15.603481883951524,3.172209107153311,0.01888474599991241,0.8410889408641041,0.8818346998525675,5.44,3.5566424261240486,35
savings,50,4,2,25,SSRF-naive,16.375327557992744,3.3046162218582156,0.020288700000037352,0.8410889408641041,0.8818346998525675,5.44,3.5566424261240486,35
savings,50,4,2,25,SSRF-rob,16.390218370081858,3.302358689227942,0.035282757000004494,0.8410889408641041,0.8818346998525675,5.44,3.5566424261240486,35
savings,50,4,2,100,RF,25.94266221579929,4.013564651274653,0.07097778500019558,0.8601655278861073,0.8840658591663716,5.35,3.655665577983983,35
savings,50,4,2,100,SSRF-JS,25.76951142628063,3.994353102365439,0.07097778500019558,0.8601655278861073,0.8840658591663716,5.35,3.655665577983983,35
savings,50,4,2,100,SSRF,25.735387394329404,3.9814269945341305,0.07097778500019558,0.8601655278861073,0.8840658591663716,5.35,3.655665577983983,35
savings,50,4,2,100,SSRF-naive,25.768546681911655,3.994646568670076,0.08054452399983347,0.8601655278861073,0.8840658591663716,5.35,3.655665577983983,35
savings,50,4,2,100,SSRF-rob,25.828300227637747,4.000509482950108,0.19997665400023834,0.8601655278861073,0.8840658591663716,5.35,3.655665577983983,35
savings,50,4,2,500,RF,24.277256962721,3.9414746333814348,0.36645498400002907,0.8086175554348108,0.8404554631233393,5.376,3.621726885295375,35
savings,50,4,2,500,SSRF-JS,24.88656012036005,4.0229600409623405,0.36645498400002907,0.8086175554348108,0.8404554631233393,5.376,3.621726885295375,35
savings,50,4,2,500,SSRF,25.517111405049054,4.084471253781143,0.36645498400002907,0.8086175554348108,0.8404554631233393,5.376,3.621726885295375,35
savings,50,4,2,500,SSRF-naive,24.774251203146992,4.010428111696488,0.3919164690000798,0.8086175554348108,0.8404554631233393,5.376,3.621726885295375,35
savings,50,4,2,500,SSRF-rob,24.773350382086104,4.010241698725314,0.6657356529999561,0.8086175554348108,0.8404554631233393,5.376,3.621726885295375,35
savings,50,4,3,5,RF,15.857282754740153,3.183236402116402,0.0043071649997727945,0.8083669709811367,0.837294893952673,5.2,3.7501863448398334,35
savings,50,4,3,5,SSRF-JS,15.659528731144746,3.182224583206845,0.0043071649997727945,0.8083669709811367,0.837294893952673,5.2,3.7501863448398334,35
savings,50,4,3,5,SSRF,15.734852888403395,3.203001779353542,0.0043071649997727945,0.8083669709811367,0.837294893952673,5.2,3.7501863448398334,35
savings,50,4,3,5,SSRF-naive,15.75551966588327,3.1885028209233606,0.004241597000145703,0.8083669709811367,0.837294893952673,5.2,3.7501863448398334,35
savings,50,4,3,5,SSRF-rob,15.746127977713302,3.1794748608371988,0.007491078999919409,0.8083669709811367,0.837294893952673,5.2,3.7501863448398334,35
savings,50,4,3,10,RF,20.270416667782328,4.128928492063492,0.01173770900004456,0.7688910420052328,0.8208778307243454,5.5,3.42859413780874,35
savings,50,4,3,10,SSRF-JS,19.876934880467825,4.088190823149017,0.01173770900004456,0.7688910420052328,0.8208778307243454,5.5,3.42859413780874,35
savings,50,4,3,10,SSRF,20.105347218681576,4.099531339140551,0.01173770900004456,0.7688910420052328,0.8208778307243454,5.5,3.42859413780874,35
savings,50,4,3,10,SSRF-naive,20.187396032577222,4.123768629424254,0.008089866999853257,0.7688910420052328,0.8208778307243454,5.5,3.42859413780874,35
savings,50,4,3,10,SSRF-rob,19.930859460581395,4.08261177835115,0.013615814999866416,0.7688910420052328,0.8208778307243454,5.5,3.42859413780874,35
savings,50,4,3,25,RF,16.413546825151236,3.1499253333333335,0.018025860999841825,0.8084239503291144,0.8403728279134929,5.44,3.6221038388653577,35
savings,50,4,3,25,SSRF-JS,16.863770147575874,3.1794546313553527,0.018025860999841825,0.8084239503291144,0.8403728279134929,5.44,3.6221038388653577,35
savings,50,4,3,25,SSRF,17.43245738440297,3.2030995254263765,0.018025860999841825,0.8084239503291144,0.8403728279134929,5.44,3.6221038388653577,35
savings,50,4,3,25,SSRF-naive,16.788129289893824,3.177162623281102,0.01973675799990815,0.8084239503291144,0.8403728279134929,5.44,3.6221038388653577,35
savings,50,4,3,25,SSRF-rob,16.658012113083675,3.165646417443533,0.03374425199990583,0.8084239503291144,0.8403728279134929,5.44,3.6221038388653577,35
savings,50,4,3,100,RF,18.577430753418746,3.2226413333333337,0.06984707999981765,0.8567046236817624,0.8818935252029678,5.38,3.600812187030702,35
savings,50,4,3,100,SSRF-JS,17.758836621154042,3.2235218969546846,0.06984707999981765,0.8567046236817624,0.8818935252029678,5.38,3.600812187030702,35
savings,50,4,3,100,SSRF,17.27146660917283,3.239332337906153,0.06984707999981765,0.8567046236817624,0.8818935252029678,5.38,3.600812187030702,35
