"experiment","dgp","n","p","B","min_leaf","rep","snr","method","mse","mae","mse_true","coverage","interval_score","interval_width","dm_stat","dm_p","runtime","lambda","lambda_naive","leaves","n_eff","tuned_nodesize"
"grid","dgp1",600,20,500,5,1,0.156271126148337,"GBM",1.49476034058423,0.888143435410318,0.0868640570688854,0.952,6.25254601245164,4.82220035083302,0.913628759028417,0.361132391901596,0.161999999999999,0.927381998605277,0.977784838198126,202.888,1.74853679551571,80
"grid","dgp1",600,20,500,5,1,0.156271126148337,"RF-tuned",1.46733153584806,0.876090509075504,0.0646266402956672,0.944,6.2059207661846,4.59547672886301,-2.1618829529518,0.0308640806279639,2.525,0.927381998605277,0.977784838198126,202.888,1.74853679551571,80
"grid","dgp1",600,20,500,5,1,0.156271126148337,"SSRF-tuned",1.47593567362268,0.878438007569995,0.0654440436261565,0.946,6.23529577368056,4.65199333636428,-0.877694795903793,0.380320396984955,3.436,0.927381998605277,0.977784838198126,202.888,1.74853679551571,80
"grid","dgp1",600,20,10,5,2,0.131749833958373,"RF",1.38190043386871,0.89278641548071,0.205466563108415,0.948,6.08620387580815,4.92755753271014,7.87894815100308,8.58910715963926e-15,0.0380000000000038,0.918688750118101,0.97536512155854,204.1,1.73984618974676,80
"grid","dgp1",600,20,10,5,2,0.131749833958373,"SSRF-JS",1.35440450065313,0.880519131276005,0.181492316430182,0.954,6.04981887406756,4.94693061301836,NA,NA,0.0380000000000038,0.918688750118101,0.97536512155854,204.1,1.73984618974676,80
"grid","dgp1",600,20,10,5,2,0.131749833958373,"SSRF",1.34890487244023,0.878297683944188,0.177690973074354,0.954,6.03966026560686,4.93091147965854,-4.64967051679862,3.7704575479613e-06,0.0380000000000038,0.918688750118101,0.97536512155854,204.1,1.73984618974676,80
"grid","dgp1",600,20,10,5,2,0.131749833958373,"SSRF-naive",1.36968955843441,0.887666135996832,0.194816137677415,0.95,6.0674692093543,4.95268914420549,7.16207037870023,1.5399531174531e-12,0.0380000000000038,0.918688750118101,0.97536512155854,204.1,1.73984618974676,80
"grid","dgp1",600,20,10,5,2,0.131749833958373,"SSRF-rob",1.37918472179845,0.891563693828084,0.203075610525593,0.95,6.08225127569212,4.93158495007984,7.80806352275961,1.46211177350892e-14,0.0650000000000048,0.918688750118101,0.97536512155854,204.1,1.73984618974676,80
"grid","dgp1",600,20,10,5,2,0.131749833958373,"RF-H",1.26731068780174,0.840580336869362,0.13268509807067,0.958,6.00025187450869,4.80163573247201,-2.83500683267654,0.00467488874036692,0.0189999999999984,0.918688750118101,0.97536512155854,204.1,1.73984618974676,80
"grid","dgp1",600,20,10,5,2,0.131749833958373,"SSRF-JS-H",1.27982305244211,0.840990932610924,0.144330449734221,0.964,6.10692721818654,4.97986861118456,-2.26222482361785,0.0238976628712959,0.0189999999999984,0.918688750118101,0.97536512155854,204.1,1.73984618974676,80
"grid","dgp1",600,20,10,5,2,0.131749833958373,"RidgeRF",1.35578980697815,0.890330223089422,0.210433176578092,0.96,5.89050175273695,4.95530637641787,0.0379152471268433,0.969762831394868,0.0549999999999997,0.918688750118101,0.97536512155854,204.1,1.73984618974676,80
"grid","dgp1",600,20,10,5,2,0.131749833958373,"LassoRF",1.40431776120883,0.896509988928622,0.237297494661835,0.948,6.22254660177911,4.90350018678181,1.28365276606485,0.199561137161951,0.0420000000000016,0.918688750118101,0.97536512155854,204.1,1.73984618974676,80
