"experiment","dgp","n","p","B","min_leaf","rep","method","mse","mae","mse_true","lambda","leaves","n_eff","snr"
"substitution","dgp3",600,10,500,2,1,"SSRF-JS",0.955336278181783,0.605922853187016,0.0495809319884853,0.871847910779212,338.87,1.11993389795497,0.204748630151577
"substitution","dgp3",600,10,500,2,1,"SSRF",0.955028065421638,0.605794764701264,0.0490793439851627,0.871847910779212,338.87,1.11993389795497,0.204748630151577
"substitution","dgp3",600,10,1,2,2,"RF",2.82867369849109,1.06305443393863,1.57333689966872,0.771180540097054,339.108,1.11873503426637,0.129970377702174
"substitution","dgp3",600,10,1,2,2,"SSRF-JS",2.01856636711276,0.889392245609311,0.752105109534296,0.771180540097054,339.108,1.11873503426637,0.129970377702174
"substitution","dgp3",600,10,1,2,2,"SSRF",1.99825406366866,0.88685115337945,0.731061913806182,0.771180540097054,339.108,1.11873503426637,0.129970377702174
"substitution","dgp3",600,10,3,2,2,"RF",1.84676530479068,0.860563656079506,0.546329481411711,0.771180540097054,339.108,1.11873503426637,0.129970377702174
"substitution","dgp3",600,10,3,2,2,"SSRF-JS",1.48252018287985,0.736944918580227,0.200321110660059,0.771180540097054,339.108,1.11873503426637,0.129970377702174
"substitution","dgp3",600,10,3,2,2,"SSRF",1.48070349864637,0.736855399029685,0.198260795665242,0.771180540097054,339.108,1.11873503426637,0.129970377702174
"substitution","dgp3",600,10,5,2,2,"RF",1.66781551192946,0.809411168964267,0.34073832625909,0.771180540097054,339.108,1.11873503426637,0.129970377702174
"substitution","dgp3",600,10,5,2,2,"SSRF-JS",1.48057489034198,0.735355772159878,0.174896364379099,0.771180540097054,339.108,1.11873503426637,0.129970377702174
"substitution","dgp3",600,10,5,2,2,"SSRF",1.47783230420288,0.734000983711836,0.172362467116436,0.771180540097054,339.108,1.11873503426637,0.129970377702174
"substitution","dgp3",600,10,10,2,2,"RF",1.52966766687849,0.754868629769987,0.21098074560352,0.771180540097054,339.108,1.11873503426637,0.129970377702174
"substitution","dgp3",600,10,10,2,2,"SSRF-JS",1.44454036222923,0.715175228814102,0.138441158935579,0.771180540097054,339.108,1.11873503426637,0.129970377702174
"substitution","dgp3",600,10,10,2,2,"SSRF",1.44360441555945,0.714521563494362,0.137128414841953,0.771180540097054,339.108,1.11873503426637,0.129970377702174
"substitution","dgp3",600,10,25,2,2,"RF",1.46125438890972,0.715194254165772,0.142865839805245,0.771180540097054,339.108,1.11873503426637,0.129970377702174
"substitution","dgp3",600,10,25,2,2,"SSRF-JS",1.42117369282404,0.702130746373769,0.11123601210791,0.771180540097054,339.108,1.11873503426637,0.129970377702174
"substitution","dgp3",600,10,25,2,2,"SSRF",1.42061090526135,0.701786181746304,0.110895210981014,0.771180540097054,339.108,1.11873503426637,0.129970377702174
"substitution","dgp3",600,10,50,2,2,"RF",1.40980179625237,0.697483339324331,0.114953795519893,0.771180540097054,339.108,1.11873503426637,0.129970377702174
"substitution","dgp3",600,10,50,2,2,"SSRF-JS",1.39087823296142,0.694811678704343,0.0982089051796244,0.771180540097054,339.108,1.11873503426637,0.129970377702174
"substitution","dgp3",600,10,50,2,2,"SSRF",1.39037696346382,0.694457757849813,0.0977921674324723,0.771180540097054,339.108,1.11873503426637,0.129970377702174
"substitution","dgp3",600,10,100,2,2,"RF",1.38373364389497,0.685049932115949,0.100251210977514,0.771180540097054,339.108,1.11873503426637,0.129970377702174
"substitution","dgp3",600,10,100,2,2,"SSRF-JS",1.37361636783295,0.683595979116899,0.089178412389489,0.771180540097054,339.108,1.11873503426637,0.129970377702174
"substitution","dgp3",600,10,100,2,2,"SSRF",1.37316033009577,0.683333500454906,0.0887453913494601,0.771180540097054,339.108,1.11873503426637,0.129970377702174
"substitution","dgp3",600,10,250,2,2,"RF",1.37705730063861,0.684172160970519,0.094125026120617,0.771180540097054,339.108,1.11873503426637,0.129970377702174
"substitution","dgp3",600,10,250,2,2,"SSRF-JS",1.36746570136553,0.682141996460968,0.0842275419320023,0.771180540097054,339.108,1.11873503426637,0.129970377702174
"substitution","dgp3",600,10,250,2,2,"SSRF",1.36707326964506,0.681997250965871,0.0837990720187149,0.771180540097054,339.108,1.11873503426637,0.129970377702174
"substitution","dgp3",600,10,500,2,2,"RF",1.37436409580011,0.681867086364765,0.089468750419825,0.771180540097054,339.108,1.11873503426637,0.129970377702174
"substitution","dgp3",600,10,500,2,2,"SSRF-JS",1.36519277262962,0.679201636286522,0.0801842542110243,0.771180540097054,339.108,1.11873503426637,0.129970377702174
"substitution","dgp3",600,10,500,2,2,"SSRF",1.3646756882432,0.679027860790925,0.0797996672377731,0.771180540097054,339.108,1.11873503426637,0.129970377702174
"substitution","dgp3",600,10,1,5,1,"RF",2.33328848203512,0.93470940467503,0.602375766565017,0.736382221251083,204.704,1.7339115512678,0.015303821965607
"substitution","dgp3",600,10,1,5,1,"SSRF-JS",2.2062320288352,0.886744704472105,0.470910359437521,0.736382221251083,204.704,1.7339115512678,0.015303821965607
"substitution","dgp3",600,10,1,5,1,"SSRF",2.18150093599687,0.878698744560884,0.441167326716626,0.736382221251083,204.704,1.7339115512678,0.015303821965607
"substitution","dgp3",600,10,3,5,1,"RF",2.38562639696771,0.814025946837665,0.738135146742107,0.736382221251083,204.704,1.7339115512678,0.015303821965607
"substitution","dgp3",600,10,3,5,1,"SSRF-JS",2.34480024485719,0.792775524952034,0.691202512917242,0.736382221251083,204.704,1.7339115512678,0.015303821965607
"substitution","dgp3",600,10,3,5,1,"SSRF",2.33396141738487,0.789269838856026,0.681215994938987,0.736382221251083,204.704,1.7339115512678,0.015303821965607
"substitution","dgp3",600,10,5,5,1,"RF",4.26279709421149,0.907839984856501,2.73070994100051,0.736382221251083,204.704,1.7339115512678,0.015303821965607
"substitution","dgp3",600,10,5,5,1,"SSRF-JS",4.10788689702492,0.896424739550937,2.56761230478454,0.736382221251083,204.704,1.7339115512678,0.015303821965607
"substitution","dgp3",600,10,5,5,1,"SSRF",4.01869598467305,0.892171811056106,2.47648726273268,0.736382221251083,204.704,1.7339115512678,0.015303821965607
"substitution","dgp3",600,10,10,5,1,"RF",2.43669673357427,0.795408837743714,0.799611838152735,0.736382221251083,204.704,1.7339115512678,0.015303821965607
"substitution","dgp3",600,10,10,5,1,"SSRF-JS",2.39273328454936,0.788713067992764,0.738254806324344,0.736382221251083,204.704,1.7339115512678,0.015303821965607
"substitution","dgp3",600,10,10,5,1,"SSRF",2.36789501055628,0.786120362904387,0.712975983245397,0.736382221251083,204.704,1.7339115512678,0.015303821965607
"substitution","dgp3",600,10,25,5,1,"RF",2.42251058238679,0.776835500533452,0.755175269885716,0.736382221251083,204.704,1.7339115512678,0.015303821965607
"substitution","dgp3",600,10,25,5,1,"SSRF-JS",2.34564818907776,0.773850714864137,0.671272202770362,0.736382221251083,204.704,1.7339115512678,0.015303821965607
"substitution","dgp3",600,10,25,5,1,"SSRF",2.33433165960002,0.772436501052581,0.659490032728947,0.736382221251083,204.704,1.7339115512678,0.015303821965607
"substitution","dgp3",600,10,50,5,1,"RF",2.16928708776705,0.764775464254287,0.494818767989705,0.736382221251083,204.704,1.7339115512678,0.015303821965607
"substitution","dgp3",600,10,50,5,1,"SSRF-JS",2.08852704937666,0.757676658748711,0.411123961700849,0.736382221251083,204.704,1.7339115512678,0.015303821965607
"substitution","dgp3",600,10,50,5,1,"SSRF",2.08258260466772,0.756558558167157,0.404995082228898,0.736382221251083,204.704,1.7339115512678,0.015303821965607
"substitution","dgp3",600,10,100,5,1,"RF",2.16590107998095,0.756301125490456,0.461604527935102,0.736382221251083,204.704,1.7339115512678,0.015303821965607
"substitution","dgp3",600,10,100,5,1,"SSRF-JS",2.05356180842514,0.747192036291065,0.336578074725776,0.736382221251083,204.704,1.7339115512678,0.015303821965607
"substitution","dgp3",600,10,100,5,1,"SSRF",2.04748807380592,0.745997956076047,0.33063454773217,0.736382221251083,204.704,1.7339115512678,0.015303821965607
"substitution","dgp3",600,10,250,5,1,"RF",2.22617871065168,0.745715262338527,0.507006132152842,0.736382221251083,204.704,1.7339115512678,0.015303821965607
"substitution","dgp3",600,10,250,5,1,"SSRF-JS",2.04930058019005,0.735777724819078,0.320033187759624,0.736382221251083,204.704,1.7339115512678,0.015303821965607
"substitution","dgp3",600,10,250,5,1,"SSRF",2.04443535996695,0.734916567758147,0.315466805302657,0.736382221251083,204.704,1.7339115512678,0.015303821965607
"substitution","dgp3",600,10,500,5,1,"RF",2.29555109027041,0.74568415328702,0.578690669450089,0.736382221251083,204.704,1.7339115512678,0.015303821965607
"substitution","dgp3",600,10,500,5,1,"SSRF-JS",2.10178354743403,0.737241923183388,0.374389144839732,0.736382221251083,204.704,1.7339115512678,0.015303821965607
"substitution","dgp3",600,10,500,5,1,"SSRF",2.09631782690905,0.736462439172871,0.369071319372914,0.736382221251083,204.704,1.7339115512678,0.015303821965607
"substitution","dgp3",600,10,1,5,2,"RF",1.66159667362765,0.889078847603348,0.670151692242008,0.856611235207351,205.738,1.72637132800493,0.225877303146042
"substitution","dgp3",600,10,1,5,2,"SSRF-JS",1.40317907693658,0.795691362785024,0.402472576692713,0.856611235207351,205.738,1.72637132800493,0.225877303146042
"substitution","dgp3",600,10,1,5,2,"SSRF",1.3760272320412,0.789930591747225,0.370965676355967,0.856611235207351,205.738,1.72637132800493,0.225877303146042
"substitution","dgp3",600,10,3,5,2,"RF",1.36081645638452,0.768990194022072,0.312505808944807,0.856611235207351,205.738,1.72637132800493,0.225877303146042
"substitution","dgp3",600,10,3,5,2,"SSRF-JS",1.2493551522689,0.718876484337701,0.203151827281103,0.856611235207351,205.738,1.72637132800493,0.225877303146042
"substitution","dgp3",600,10,3,5,2,"SSRF",1.2471037838235,0.716872200059279,0.199086682690729,0.856611235207351,205.738,1.72637132800493,0.225877303146042
"substitution","dgp3",600,10,5,5,2,"RF",1.24281078203296,0.722913217147111,0.212644207118887,0.856611235207351,205.738,1.72637132800493,0.225877303146042
"substitution","dgp3",600,10,5,5,2,"SSRF-JS",1.18329252658574,0.6922279071815,0.152538141775428,0.856611235207351,205.738,1.72637132800493,0.225877303146042
"substitution","dgp3",600,10,5,5,2,"SSRF",1.18363132155346,0.691489455826203,0.149400811331201,0.856611235207351,205.738,1.72637132800493,0.225877303146042
"substitution","dgp3",600,10,10,5,2,"RF",1.15094047875578,0.678585282659912,0.130461770228219,0.856611235207351,205.738,1.72637132800493,0.225877303146042
"substitution","dgp3",600,10,10,5,2,"SSRF-JS",1.12817995880545,0.66697356647982,0.105686216686248,0.856611235207351,205.738,1.72637132800493,0.225877303146042
"substitution","dgp3",600,10,10,5,2,"SSRF",1.12719097347048,0.665935501111777,0.102888527354806,0.856611235207351,205.738,1.72637132800493,0.225877303146042
"substitution","dgp3",600,10,25,5,2,"RF",1.10467708514911,0.659244953385826,0.102577374843207,0.856611235207351,205.738,1.72637132800493,0.225877303146042
"substitution","dgp3",600,10,25,5,2,"SSRF-JS",1.08957050819159,0.650277282971576,0.0831957136567455,0.856611235207351,205.738,1.72637132800493,0.225877303146042
"substitution","dgp3",600,10,25,5,2,"SSRF",1.08675384145938,0.648534585613765,0.0792744403793695,0.856611235207351,205.738,1.72637132800493,0.225877303146042
"substitution","dgp3",600,10,50,5,2,"RF",1.08211858628701,0.648854080518706,0.0846799702972959,0.856611235207351,205.738,1.72637132800493,0.225877303146042
"substitution","dgp3",600,10,50,5,2,"SSRF-JS",1.07346828731838,0.643169533543638,0.0709737192917584,0.856611235207351,205.738,1.72637132800493,0.225877303146042
"substitution","dgp3",600,10,50,5,2,"SSRF",1.07103227241845,0.641776550512269,0.0677390595547351,0.856611235207351,205.738,1.72637132800493,0.225877303146042
"substitution","dgp3",600,10,100,5,2,"RF",1.06846245127129,0.642162802242998,0.0688592279125602,0.856611235207351,205.738,1.72637132800493,0.225877303146042
"substitution","dgp3",600,10,100,5,2,"SSRF-JS",1.06495074116875,0.639373439997936,0.0601631097356229,0.856611235207351,205.738,1.72637132800493,0.225877303146042
"substitution","dgp3",600,10,100,5,2,"SSRF",1.06397098400007,0.638700351074494,0.0582280831434172,0.856611235207351,205.738,1.72637132800493,0.225877303146042
"substitution","dgp3",600,10,250,5,2,"RF",1.0633877745897,0.639611895162015,0.0607587771428552,0.856611235207351,205.738,1.72637132800493,0.225877303146042
"substitution","dgp3",600,10,250,5,2,"SSRF-JS",1.06059679961153,0.637341661135815,0.0536126034424699,0.856611235207351,205.738,1.72637132800493,0.225877303146042
"substitution","dgp3",600,10,250,5,2,"SSRF",1.05970343986424,0.636742359534826,0.0520460523932277,0.856611235207351,205.738,1.72637132800493,0.225877303146042
"substitution","dgp3",600,10,500,5,2,"RF",1.06036141648156,0.637936959945703,0.0571017610970194,0.856611235207351,205.738,1.72637132800493,0.225877303146042
"substitution","dgp3",600,10,500,5,2,"SSRF-JS",1.05846162576051,0.636257141134981,0.0511040566284587,0.856611235207351,205.738,1.72637132800493,0.225877303146042
"substitution","dgp3",600,10,500,5,2,"SSRF",1.05751135095309,0.635667475811207,0.0495949678894468,0.856611235207351,205.738,1.72637132800493,0.225877303146042
"substitution","dgp3",600,10,1,20,1,"RF",1.65354100220843,0.864448332186822,0.777735880855545,0.866473902958347,66.822,4.79474107004363,0.186839482366003
"substitution","dgp3",600,10,1,20,1,"SSRF-JS",1.52078885039303,0.829712842904217,0.647185016361362,0.866473902958347,66.822,4.79474107004363,0.186839482366003
"substitution","dgp3",600,10,1,20,1,"SSRF",1.36344939988859,0.810285397754654,0.498714898530508,0.866473902958347,66.822,4.79474107004363,0.186839482366003
"substitution","dgp3",600,10,3,20,1,"RF",1.12559404437205,0.72751636120717,0.266228759096904,0.866473902958347,66.822,4.79474107004363,0.186839482366003
"substitution","dgp3",600,10,3,20,1,"SSRF-JS",1.06813621600211,0.701821820451663,0.210122068745273,0.866473902958347,66.822,4.79474107004363,0.186839482366003
"substitution","dgp3",600,10,3,20,1,"SSRF",1.01828048014253,0.685165885500138,0.16737626594098,0.866473902958347,66.822,4.79474107004363,0.186839482366003
"substitution","dgp3",600,10,5,20,1,"RF",1.03697624144947,0.693897024275113,0.19462475460787,0.866473902958347,66.822,4.79474107004363,0.186839482366003
"substitution","dgp3",600,10,5,20,1,"SSRF-JS",1.0058361893855,0.677217795393438,0.162574966770734,0.866473902958347,66.822,4.79474107004363,0.186839482366003
"substitution","dgp3",600,10,5,20,1,"SSRF",0.970616192803765,0.664105245571426,0.129924438682799,0.866473902958347,66.822,4.79474107004363,0.186839482366003
"substitution","dgp3",600,10,10,20,1,"RF",0.97432984439451,0.662323627625967,0.120578300452311,0.866473902958347,66.822,4.79474107004363,0.186839482366003
"substitution","dgp3",600,10,10,20,1,"SSRF-JS",0.961127134211443,0.65409139345726,0.107269634502086,0.866473902958347,66.822,4.79474107004363,0.186839482366003
"substitution","dgp3",600,10,10,20,1,"SSRF",0.943433780587127,0.645524947711585,0.0909851829348987,0.866473902958347,66.822,4.79474107004363,0.186839482366003
"substitution","dgp3",600,10,25,20,1,"RF",0.963403200180747,0.653556818604499,0.100559754927915,0.866473902958347,66.822,4.79474107004363,0.186839482366003
"substitution","dgp3",600,10,25,20,1,"SSRF-JS",0.95396889419533,0.647461562310187,0.0922253464592356,0.866473902958347,66.822,4.79474107004363,0.186839482366003
"substitution","dgp3",600,10,25,20,1,"SSRF",0.940946960039462,0.640115524134541,0.0799221344370155,0.866473902958347,66.822,4.79474107004363,0.186839482366003
"substitution","dgp3",600,10,50,20,1,"RF",0.934398907745875,0.640758253541193,0.0772187906322075,0.866473902958347,66.822,4.79474107004363,0.186839482366003
"substitution","dgp3",600,10,50,20,1,"SSRF-JS",0.930566872146011,0.63727204222801,0.0738288058964704,0.866473902958347,66.822,4.79474107004363,0.186839482366003
"substitution","dgp3",600,10,50,20,1,"SSRF",0.922568504660998,0.632280569111129,0.0651310969242292,0.866473902958347,66.822,4.79474107004363,0.186839482366003
"substitution","dgp3",600,10,100,20,1,"RF",0.92610926891502,0.634724666923518,0.0697991535885415,0.866473902958347,66.822,4.79474107004363,0.186839482366003
"substitution","dgp3",600,10,100,20,1,"SSRF-JS",0.923864544285093,0.632449265663703,0.067713427180905,0.866473902958347,66.822,4.79474107004363,0.186839482366003
"substitution","dgp3",600,10,100,20,1,"SSRF",0.917244842811583,0.628000567564215,0.0598266334860832,0.866473902958347,66.822,4.79474107004363,0.186839482366003
"substitution","dgp3",600,10,250,20,1,"RF",0.91998538572683,0.63041337998736,0.0632512713050742,0.866473902958347,66.822,4.79474107004363,0.186839482366003
"substitution","dgp3",600,10,250,20,1,"SSRF-JS",0.918545560737061,0.628316158899446,0.0618515279074658,0.866473902958347,66.822,4.79474107004363,0.186839482366003
"substitution","dgp3",600,10,250,20,1,"SSRF",0.912055641609791,0.624471133484257,0.0551308046127722,0.866473902958347,66.822,4.79474107004363,0.186839482366003
"substitution","dgp3",600,10,500,20,1,"RF",0.918749068195745,0.63144949245142,0.0645778242322044,0.866473902958347,66.822,4.79474107004363,0.186839482366003
"substitution","dgp3",600,10,500,20,1,"SSRF-JS",0.917962162767656,0.629675029832724,0.0634535679285043,0.866473902958347,66.822,4.79474107004363,0.186839482366003
"substitution","dgp3",600,10,500,20,1,"SSRF",0.911122582421957,0.625604248044633,0.0563009322170928,0.866473902958347,66.822,4.79474107004363,0.186839482366003
"substitution","dgp3",600,10,1,20,2,"RF",1.50404420857419,0.851045570128456,0.482970472533124,0.875732248510884,67.588,4.74675314926908,0.210516380780334
"substitution","dgp3",600,10,1,20,2,"SSRF-JS",1.38525033454984,0.800753080262089,0.365347519616737,0.875732248510884,67.588,4.74675314926908,0.210516380780334
"substitution","dgp3",600,10,1,20,2,"SSRF",1.33206980676108,0.783428693711035,0.315880037566774,0.875732248510884,67.588,4.74675314926908,0.210516380780334
"substitution","dgp3",600,10,3,20,2,"RF",1.27075016540968,0.732135399966284,0.226646899604151,0.875732248510884,67.588,4.74675314926908,0.210516380780334
"substitution","dgp3",600,10,3,20,2,"SSRF-JS",1.22719899251057,0.710235348433448,0.186552244426477,0.875732248510884,67.588,4.74675314926908,0.210516380780334
"substitution","dgp3",600,10,3,20,2,"SSRF",1.19371668276332,0.694821019043727,0.157146670837561,0.875732248510884,67.588,4.74675314926908,0.210516380780334
"substitution","dgp3",600,10,5,20,2,"RF",1.16792984059877,0.692507400668365,0.148911052250593,0.875732248510884,67.588,4.74675314926908,0.210516380780334
"substitution","dgp3",600,10,5,20,2,"SSRF-JS",1.14551485551705,0.678520439210938,0.126735196123387,0.875732248510884,67.588,4.74675314926908,0.210516380780334
"substitution","dgp3",600,10,5,20,2,"SSRF",1.12824529281064,0.669380220040381,0.109259425137095,0.875732248510884,67.588,4.74675314926908,0.210516380780334
"substitution","dgp3",600,10,10,20,2,"RF",1.15001467826657,0.669873077021433,0.107992909402547,0.875732248510884,67.588,4.74675314926908,0.210516380780334
"substitution","dgp3",600,10,10,20,2,"SSRF-JS",1.13486040016712,0.661829999236913,0.096066043904388,0.875732248510884,67.588,4.74675314926908,0.210516380780334
"substitution","dgp3",600,10,10,20,2,"SSRF",1.11963006129091,0.654724488223313,0.0838414751965961,0.875732248510884,67.588,4.74675314926908,0.210516380780334
"substitution","dgp3",600,10,25,20,2,"RF",1.11337824802676,0.650035677001159,0.0795043221107991,0.875732248510884,67.588,4.74675314926908,0.210516380780334
"substitution","dgp3",600,10,25,20,2,"SSRF-JS",1.10646089144087,0.645813860534173,0.0747078330271522,0.875732248510884,67.588,4.74675314926908,0.210516380780334
"substitution","dgp3",600,10,25,20,2,"SSRF",1.0977765500031,0.640338305236443,0.0659134696876065,0.875732248510884,67.588,4.74675314926908,0.210516380780334
"substitution","dgp3",600,10,50,20,2,"RF",1.10908493887592,0.646139265826122,0.0720842061500204,0.875732248510884,67.588,4.74675314926908,0.210516380780334
"substitution","dgp3",600,10,50,20,2,"SSRF-JS",1.10243029323105,0.642945799373185,0.0679425431935078,0.875732248510884,67.588,4.74675314926908,0.210516380780334
"substitution","dgp3",600,10,50,20,2,"SSRF",1.09477624263157,0.639070453449608,0.0603693731961336,0.875732248510884,67.588,4.74675314926908,0.210516380780334
"substitution","dgp3",600,10,100,20,2,"RF",1.10088961598971,0.640710149118323,0.0626388419407979,0.875732248510884,67.588,4.74675314926908,0.210516380780334
"substitution","dgp3",600,10,100,20,2,"SSRF-JS",1.09560754262122,0.638088517801201,0.0597977627455077,0.875732248510884,67.588,4.74675314926908,0.210516380780334
"substitution","dgp3",600,10,100,20,2,"SSRF",1.08922244259344,0.634551758297976,0.0531697678161024,0.875732248510884,67.588,4.74675314926908,0.210516380780334
"substitution","dgp3",600,10,250,20,2,"RF",1.10390325838154,0.641902417997769,0.0648021431059896,0.875732248510884,67.588,4.74675314926908,0.210516380780334
"substitution","dgp3",600,10,250,20,2,"SSRF-JS",1.09815674709282,0.639226599242355,0.0617176329714637,0.875732248510884,67.588,4.74675314926908,0.210516380780334
"substitution","dgp3",600,10,250,20,2,"SSRF",1.09116132812261,0.635444548174289,0.0546517016697789,0.875732248510884,67.588,4.74675314926908,0.210516380780334
"substitution","dgp3",600,10,500,20,2,"RF",1.10205646348387,0.641185641393108,0.0623556622916209,0.875732248510884,67.588,4.74675314926908,0.210516380780334
"substitution","dgp3",600,10,500,20,2,"SSRF-JS",1.09665931228508,0.638493429773407,0.0596738018457934,0.875732248510884,67.588,4.74675314926908,0.210516380780334
"substitution","dgp3",600,10,500,20,2,"SSRF",1.08985964407071,0.63480680848916,0.0530617382185436,0.875732248510884,67.588,4.74675314926908,0.210516380780334
