"dgp","n","p","B","method","mse_true","se","cov","isc","rt"
"dgp3",2000,24,10,"LassoRF",0.143367304168035,NA,0.956,6.12820027094395,0.113499999999988
"dgp3",2000,24,10,"RF",0.170467840172472,NA,0.9555,6.10980082927503,0.211000000000013
"dgp3",2000,24,10,"RF-H",0.103374955523184,NA,0.957,6.01896838499242,0.0639999999999645
"dgp3",2000,24,10,"RF-tuned",0.0945642124133506,NA,0.9565,6.08456168133783,13.51
"dgp3",2000,24,10,"RidgeRF",0.185419528855444,NA,0.956,6.35238234155529,0.217000000000041
"dgp3",2000,24,10,"SSRF",0.13767151373375,NA,0.9535,6.05564255982052,0.211000000000013
"dgp3",2000,24,10,"SSRF-JS",0.143861165916078,NA,0.954,6.07239948718366,0.211000000000013
"dgp3",2000,24,10,"SSRF-JS-H",0.149443919127496,NA,0.9535,6.13268602761987,0.0639999999999645
"dgp3",2000,24,10,"SSRF-naive",0.157560840425982,NA,0.955,6.09023379163474,0.211000000000013
"dgp3",2000,24,10,"SSRF-rob",0.1694378822127,NA,0.9555,6.10848726188676,0.274000000000001
"dgp3",2000,24,10,"SSRF-tuned",0.0782033092479545,NA,0.959,5.95708712492369,13.632
"dgp3",2000,24,500,"GBM",0.0386405252940765,NA,0.951,6.08559262810382,0.668000000000006
"dgp3",2000,24,500,"LassoRF",0.104126532934792,NA,0.955,6.23893272092087,2.61149999999998
"dgp3",2000,24,500,"RF",0.0500285276340781,NA,0.9505,6.15321131012867,10.8030000000001
"dgp3",2000,24,500,"RF-H",0.0477826409296139,NA,0.952,6.10844309988054,3.42400000000004
"dgp3",2000,24,500,"RF-tuned",0.0442861865321513,NA,0.9515,6.13616401816243,19.3285
"dgp3",2000,24,500,"RidgeRF",0.0606886142527237,NA,0.95,6.17321019592439,8.54050000000001
"dgp3",2000,24,500,"SSRF",0.0475368549525795,NA,0.952,6.13580400414537,10.8030000000001
"dgp3",2000,24,500,"SSRF-JS",0.0490338348878148,NA,0.9525,6.14059369172197,10.8030000000001
"dgp3",2000,24,500,"SSRF-JS-H",0.142045360796301,NA,0.9525,6.32302092062635,3.42400000000004
"dgp3",2000,24,500,"SSRF-naive",0.0484559739880668,NA,0.949,6.14631234663549,10.8030000000001
"dgp3",2000,24,500,"SSRF-rob",0.0499340827356168,NA,0.95,6.1526654835184,13.901
"dgp3",2000,24,500,"SSRF-tuned",0.043923791402677,NA,0.953,6.13366729877826,25.744
